you,toi
silos,silos
washers,rondelles
oxymoron,oxymoron
facilitated,facilité
manos,mains
brainchild,idée originale
sitcoms,sitcoms
thunderclaps,coups de tonnerre
sleepwalk,somnambulisme
zeeland,Zélande
schwarz,noir
colm,Colm
full-length,pleine longueur
dissimilar,différent
sajid,Sajid
perceives,perçoit
severus,sévère
obi,obi
agnostic,agnostique
chauhan,Chauhan
harrisburg,Harrisburg
loggers,bûcherons
yaks,yaks
extremity,extrémité
exoskeleton,exosquelette
unopposed,sans opposition
rumpelstiltskin,peau de rumpelstilt
newfound,nouvellement découvert
wallenberg,Wallenberg
spritzer,spritzer
piped,canalisation
teary,larmes
self-doubt,doute de soi
limoges,Limoges
bodine,Bodine
omniscient,omniscient
dogfight,combat aérien
totals,totaux
indivisible,indivisible
washcloth,gant de toilette
uriel,Uriel
scull,godille
inundated,inondé
elasticity,élasticité
syndicated,syndiqué
jacek,jacek
shona,Shona
lif,vie
sizzler,grésillant
lenders,prêteurs
cemented,cimenté
leering,lubrique
leveraged,effet de levier
schofield,Schofield
pedantic,pédant
interacted,interaction
recognisable,reconnaissable
shallots,échalotes
tasmania,Tasmanie
draconian,draconien
bleaching,blanchiment
sefton,Sefton
ponte,ponte
squashing,écrasement
berthier,Berthier
crackdown,répression
bottleneck,goulot
revulsion,dégoût
amoeba,amibe
dostoevsky,Dostoïevski
bloat,gonfler
layouts,mises en page
taxidermist,taxidermiste
belen,bélen
gmos,OGM
teardrops,larmes
two-step,deux étapes
zeroed,zéro
quaking,tremblement
drina,drina
cull,cueillir
varicose,variqueux
kimo,Kimo
communicators,communicateurs
wowed,impressionné
jaco,Jaco
snorkeling,plongée en apnée
windbreaker,coupe-vent
droop,affaissement
kawashima,Kawashima
imposes,impose
thins,minces
stretchers,brancards
beckon,faire signe
ass-kicking,botter le cul
creasy,creasy
retaliated,représailles
octagon,octogone
bestiality,bestialité
segundo,segundo
wrung,tordu
peder,peder
pumpernickel,pumpernickel
prudish,prude
pointe,pointe
earthbound,attaché à la terre
zuma,zuma
settler,colon
wildness,sauvagerie
ingles,anglais
humanities,sciences humaines
sprawled,étalé
schiff,schiff
charu,charu
koba,koba
inoculation,inoculation
haskins,Haskins
tepid,tiède
paschal,pascal
sacristy,sacristie
aborigines,aborigènes
sequels,suites
shanked,poignardé
jewellers,bijoutiers
guzzle,bouffer
cvs,CVS
indomitable,indomptable
pear-shaped,en forme de poire
centred,centré
half-day,demi-journée
llc,LLC
yor,votre
puto,puto
panini,panini
fortuneteller,diseur de bonne aventure
evelyne,Evelyne
ub,ub
balled,boule
appraiser,expert
exerting,exerçant
gimpy,boiteux
old-age,vieillesse
processors,processeurs
mahmud,Mahmud
prattle,babil
tachycardia,tachycardie
drexler,Drexler
andalusia,Andalousie
porkchop,côtelette de porc
commuting,trajets domicile-travail
feuding,querelles
nonce,nonce
referenced,référence
clerics,clercs
runoff,ruissellement
wisp,brin
whist,whist
llamas,lamas
chesterton,Chesterton
bunions,oignons
barbosa,barbosa
eine,un
aftertaste,arrière-goût
lowenstein,Lowenstein
clumps,amas
star-crossed,malchanceux
fonder,fonder
sayer,dire
hirono,Hirono
halved,divisé par deux
dumbfounded,abasourdi
waltzed,valse
fluoride,fluorure
pussycats,chatons
accentuate,accentuer
woolen,de laine
anjou,anjou
apo,apo
lindo,lindo
geothermal,géothermie
chasin,chasse
unimaginably,inimaginablement
mummification,momification
tremaine,tremaine
newberg,Newberg
regulating,régulateur
elisha,Élisée
straights,lignes droites
outrageously,scandaleusement
creases,plis
pentothal,penthothal
slaver,négrier
billet,billet
godot,godot
counterproductive,contreproductif
ayahuasca,ayahuasca
mandala,mandala
shylock,Shylock
justus,justus
mccauley,McCauley
vieira,vieira
enrichment,enrichissement
hurries,hâte
baklava,baklava
verdicts,verdicts
sheared,tondu
ruble,rouble
galleria,galerie
precipitation,précipitation
pursuers,poursuivants
bullocks,bœufs
hardheaded,réaliste
elysian,élyséen
infractions,infractions
befits,convient
garuda,garuda
bigoted,fanatique
disinfected,désinfecté
whittier,plus blanc
inside-out,à l'envers
podiatrist,podologue
nutritionist,nutritionniste
lind,Lind
fullback,arrière latéral
thataway,de cette façon
duper,duper
sing-along,chanter en chœur
lugosi,lugosi
homelessness,sans-abri
walpole,Walpole
lubbock,Lubbock
sampler,échantillonneur
suma,Suma
sundry,divers
stradivarius,Stradivarius
anise,anis
brunei,Brunei
grafted,greffé
biarritz,Biarritz
squall,bourrasque
maher,Maher
edged,bordé
levelheaded,calme
symbiosis,symbiose
henk,henk
recognizance,engagement
chechens,Tchétchènes
begining,début
resenting,ressentiment
vicomte,vicomte
mekong,Mékong
carola,Carole
inshallah,inch'Allah
macintyre,Macintyre
electricians,électriciens
staffers,personnel
inseminated,inséminé
wazoo,wazoo
essie,essie
giuliana,Giuliana
appalachian,appalachien
mandel,Mandel
fouls,fautes
hama,Hama
banked,banque
strom,tempête
cautioned,averti
maroney,Maroney
reverses,inverse
munchausen,Münchhausen
vulva,vulve
bader,bader
three-piece,trois pièces
zealot,fanatique
schilling,schilling
tiananmen,Tiananmen
xv,xv
gregoire,Grégoire
juma,juma
dionysus,Dionysos
boche,boche
symbolized,symbolisé
cellphone,téléphone portable
dreidel,toupie
tween,préadolescent
secreted,sécrété
darkening,assombrissement
kickball,kickball
depositing,dépôt
filipinos,Philippins
fact-finding,enquête
ddt,ddt
loyalists,loyalistes
ehrlich,ehrlich
flatbed,plateau
messi,Messi
conveniences,commodités
relapsed,rechute
rent-free,loyer gratuit
ef,ef
meep,meep
automaton,automate
murad,Murad
tibor,tibor
damm,Zut !
recharging,recharge
adaptations,adaptations
anti-american,anti-américain
ever-changing,en constante évolution
heer,heer
iib,IIB
propofol,propofol
zookeeper,gardien de zoo
beca,parce que
sisi,sisi
paulus,Paulus
negate,nier
sorrento,Sorrente
canasta,canasta
looping,boucle
ganged,gang
peonies,pivoines
ble,ble
tsurugi,Tsurugi
hollers,hurlements
veered,viré
birgit,Birgit
damocles,Damoclès
spyder,araignée
brightens,éclaircit
galleon,galion
detectable,détectable
dimmed,tamisé
self-aware,conscience de soi
paulinho,paulinho
beni,beni
aggro,agressivité
danner,danner
tula,tula
deceives,trompe
criticising,critiquer
painstakingly,laborieusement
spurn,rejeter
valets,valets
idiom,idiome
eth,eth
bairn,enfant
life-giving,donnant la vie
arbitrarily,arbitrairement
stereos,chaînes stéréo
saad,saad
personals,annonces personnelles
purposeful,déterminé
ached,mal
retinue,suite
kilpatrick,Kilpatrick
bedded,lit
childishness,enfantillage
krakatoa,Krakatoa
mannered,maniéré
laureate,lauréat
perjure,se parjurer
hil,colline
heredity,hérédité
pews,bancs
hellcat,Hellcat
devotional,dévotionnel
insinuation,insinuation
donne,donne
bypassing,contournement
ream,rame
chook,poulet
edmonton,Edmonton
lj,lj
zat,zat
bespoke,sur mesure
surveyors,géomètres
jeri,Jeri
swoosh,swoosh
prabhakar,prabhakar
brinkman,Brinkman
smasher,fracasseur
mezzanine,mezzanine
ventilate,ventiler
unconcerned,indifférent
perversions,perversions
naacp,naacp
functioned,fonctionnait
resell,revendre
dangled,suspendu
boucher,boucher
kazuki,Kazuki
rivet,rivet
nok,nok
pumice,pierre ponce
aleister,Aleister
preserver,conservateur
gazes,regards
rewrites,réécritures
minuet,menuet
low-budget,petit budget
unfocused,manque de concentration
brunson,Brunson
scanlan,scanlan
eyeful,plein d'yeux
zumba,zumba
vali,vali
entranced,envoûté
flightless,sans ailes
testes,testicules
mimsy,mimsy
hungover,gueule de bois
hitchhiked,faire de l'auto-stop
beekeeper,apiculteur
catfight,bagarre de filles
annul,annuler
criterion,critère
adel,adel
gasses,gaz
bagwell,sacwell
fairyland,royaume des fées
reconstructive,reconstructrice
firmness,fermeté
scuffling,bousculade
dragoons,dragons
multimillion,plusieurs millions
snipes,bécassines
ardennes,Ardennes
maudlin,larmoyant
anouk,anouk
absconded,s'est enfui
weet,doux
lonelier,plus solitaire
slip-up,faux pas
mounties,gendarmes
satanists,satanistes
pixar,Pixar
murchison,Murchison
exley,exley
sideswipe,coup sur le côté
genii,génies
pundit,expert
disinherited,déshérité
undeveloped,non développé
benin,Bénin
quills,plumes
sourced,source
vestibule,vestibule
hegel,Hegel
wy,Wyoming
ravings,délire
wilby,Wilby
immovable,immeuble
snivelling,pleurnichard
benders,les courbes
honeymooners,jeunes mariés
groundbreaking,révolutionnaire
pud,poud
pharisees,pharisiens
nitric,nitrique
wuthering,Hurlement
hawley,Hawley
godavari,Godavari
dryers,sèche-linge
compote,compote
mountaineer,alpiniste
babbitt,Babbitt
playoffs,séries éliminatoires
yeats,levures
rockfish,sébaste
advocated,préconisé
strives,s'efforce
butte,butte
tl,tl
counterpoint,contrepoint
newsreels,actualités
ilan,ilan
escargot,escargot
mobley,Mobley
chillies,piments
stroganoff,stroganoff
upsy-daisy,à l'envers
marathons,marathons
gl,gl
tums,tums
barfed,vomi
roughness,rugosité
cranford,Cranford
outa,hors de
offal,déchets
fallacy,erreur
permafrost,pergélisol
weatherby,Weatherby
kodiak,Kodiak
dervish,derviche
stomps,piétine
necromancer,nécromancien
redness,rougeur
legation,légation
schmooze,bavarder
charmingly,charmant
envies,envies
wringing,essorage
redman,homme rouge
boycotting,boycotter
desperado,desperado
aff,aff
loyalist,loyaliste
anaesthesia,anesthésie
sippy,bec verseur
steinmetz,Steinmetz
imogene,Imogène
ord,ordre
fumbled,raté
cus,cus
wicks,mèches
corresponded,correspondait
afterthought,réflexion après coup
whooped,hurlé
kester,Kester
webby,Webby
bared,dénudé
ic,ic
haphazard,au hasard
surrealist,surréaliste
kasia,kasia
ulrike,Ulrike
yannick,Yannick
epsom,Epsom
cw,cw
saith,dit
misogynistic,misogyne
chapstick,baume à lèvres
urinated,uriné
camellia,camélia
angers,colères
lawndale,Lawndale
jambalaya,jambalaya
servings,portions
wabash,Wabash
ricochets,ricochets
grills,grils
straddling,chevauchant
boneless,désossé
apostrophe,apostrophe
olle,olle
ise,ise
qua,en tant que
tuco,tuco
adulation,adulation
deficiencies,carences
unsuccessfully,échec
high-security,haute sécurité
deutschland,Allemagne
slandering,diffamation
uav,drone
sudo,sudo
begotten,engendré
dewy,couvert de rosée
moaned,gémit
resplendent,resplendissant
stockpiling,stockage
oolong,oolong
yipping,jappement
forecasts,prévisions
brainwave,ondes cérébrales
damnable,damnable
lances,lances
instigator,instigateur
distrustful,méfiant
vis,vis
permian,permien
clays,argiles
warcraft,guerre
egor,egor
ruel,ruel
bowles,bowling
kershaw,Kershaw
bihari,bihari
septimus,septimus
chronological,chronologique
gloriana,Gloriana
minas,mines
privatization,privatisation
weds,les mariages
dammed,damnés
cheekbone,pommette
gloriously,glorieusement
butterfingers,maladroit
elli,elli
huerta,huerta
grannie,mamie
tashi,tashi
spliced,épissé
oakwood,chênaie
colorless,incolore
pugh,pugh
jenson,Jenson
manion,manoir
heretical,hérétique
shaded,ombré
slapper,gifle
bathsheba,Bethsabée
benefiting,bénéficier
harbored,abrité
sapling,jeune arbre
solidify,solidifier
hamstring,tendon
bluer,plus bleu
silhouettes,silhouettes
mouthed,bouche
avanti,avanti
fave,favori
handa,main
montparnasse,Montparnasse
knapp,knapp
weighin,pesée
pricking,piqûre
proofread,relire
methuselah,Mathusalem
camo,camouflage
dyslexia,dyslexie
mcnab,McNab
lampshade,abat-jour
streetlights,lampadaires
dopes,drogues
sharpie,marqueur indélébile
denials,dénis
songwriters,auteurs-compositeurs
escudos,écussons
montaigne,Montaigne
urns,urnes
jorgen,Jorge
percentile,percentile
balder,balder
grump,grincheux
boogie-woogie,boogie-woogie
nonny,nonny
zaire,Zaïre
itinerant,itinérant
rimini,rimini
tun,tonneau
pomeroy,Pomeroy
peal,carillonner
kage,kage
murals,peintures murales
dakin,dakin
moana,Moana
panoramic,panoramique
gravestones,pierres tombales
dark-skinned,peau foncée
rickets,rachitisme
oreo,Oreo
duets,duos
brulee,brûlée
farmington,Farmington
nauseated,nausées
theses,thèses
iwas,j'étais
komsomol,Komsomol
anteater,fourmilier
chipotle,chipotle
connally,connally
mumtaz,Mumtaz
bbs,bbs
midgard,Midgard
humanist,humaniste
ding-a-ling,ding-a-ling
initiates,initie
dere,dere
copulation,copulation
self-discipline,autodiscipline
chaco,chaco
overflows,débordements
bombarding,bombardement
barra,barra
caseload,charge de travail
chide,gronder
knead,pétrir
brimmer,brimmer
sharpshooters,tireurs d'élite
psychotherapist,psychothérapeute
immortalized,immortalisé
calla,calla
icecream,glace
mukhtar,mukhtar
latrines,latrines
spectra,spectres
philanderer,coureur de jupons
ouzo,ouzo
sweepers,balayeurs
throwaway,jeter
record-breaking,record
electing,élection
evaporation,évaporation
thermals,thermiques
garish,criard
palatial,grandiose
facelift,lifting
ashworth,Ashworth
diversified,diversifié
picketing,piquets de grève
innovator,innovateur
linder,Linder
caboodle,caboodle
yelena,Yelena
tatyana,Tatiana
venturing,aventure
excels,excelle
afterall,après tout
solon,solon
sociological,sociologique
slanderous,diffamatoire
norrell,Norrell
torrence,Torrence
fusses,les disputes
criss,Criss
ghettos,ghettos
villiers,villiers
headlining,tête d'affiche
radovan,Radovan
shiatsu,shiatsu
prodded,poussé
babyface,visage de bébé
forme,pour moi
long-lasting,longue durée
scrutinized,scruté
enlistment,enrôlement
knockout,Assommer
lorazepam,lorazépam
exerted,exercé
twisty,torsadé
resurface,refaire surface
grenada,Grenade
kaching,kaching
distanced,distancié
hab,hab
lotions,lotions
retrovirus,rétrovirus
pitchforks,fourches
auditors,auditeurs
trespasser,intrus
ddd,ddd
one-half,la moitié
taffeta,taffetas
marciano,Marciano
gaily,gaiement
acknowledgment,reconnaissance
embryonic,embryonnaire
demographics,données démographiques
northward,vers le nord
breathlessly,à bout de souffle
culpability,culpabilité
hossein,Hossein
roebuck,chevreuil
adaptive,adaptatif
anc,anc
malvo,malvo
antacid,antiacide
ib,ib
well-placed,bien placé
unwitting,involontaire
caveat,mise en garde
marginalized,marginalisés
rasping,râpeux
newhouse,maison nouvelle
banquo,banco
tangles,enchevêtrements
boorman,boorman
amoral,amoral
clermont,Clermont
loincloth,pagne
escalates,l'escalade
hypothalamus,hypothalamus
deflection,déviation
underhand,sournois
defecate,déféquer
daz,daz
berthe,Berthe
manifesting,manifestation
onesie,body
lucienne,Lucienne
marcin,Marcin
stravinsky,Stravinsky
onthe,sur le
pensacola,Pensacola
brutalized,brutalisé
arsenio,arsénio
consigned,consigné
nagi,nagi
pander,entremetteur
cataract,cataracte
gdansk,Gdansk
quicken,accélérer
uncaring,indifférent
coolly,froidement
stephane,Stéphane
periphery,périphérie
kure,kure
reassign,réaffecter
spoof,parodie
nearsighted,myope
professed,profès
queries,requêtes
ushered,introduit
hangings,tentures
treasonous,traître
lapointe,Lapointe
tubular,tubulaire
lemoine,Lemoine
green-eyed,aux yeux verts
wc,toilettes
hermaphrodite,hermaphrodite
shelia,Shelia
warmers,chauffe-plats
loners,solitaires
baying,hurlements
biden,Biden
ferraro,Ferraro
dalmatian,dalmatien
arsonists,incendiaires
ingesting,ingestion
misshapen,difforme
snp,snp
rejuvenated,rajeuni
ident,identifiant
tagore,Tagore
squab,pigeonneau
hooliganism,vandalisme
colonic,côlon
sharman,chaman
neary,proche
valkyries,valkyries
gitano,gitano
lb,kg
pyro,pyro
furtive,furtif
wisecracks,plaisanteries
beaujolais,beaujolais
namibia,Namibie
attentively,attentivement
hittites,hittites
aldous,aldous
hsiang,hsiang
goldfinger,Goldfinger
sanctify,sanctifier
alcazar,alcazar
preclude,empêcher
woon,woon
trumped-up,monté de toutes pièces
yai,yai
gomer,gomer
menelaus,Ménélas
sundar,soleil
platters,plateaux
protections,protections
guna,guna
faltering,chancelant
kayaking,kayak
radiates,rayonne
implacable,implacable
theologians,théologiens
minstrels,ménestrels
transcontinental,transcontinental
halvorsen,Halvorsen
open-and-shut,ouvert et fermé
exclusivity,exclusivité
atheism,athéisme
incensed,indigné
bewildering,déroutant
buoyant,flottable
biodiversity,biodiversité
kp,kp
mean-spirited,méchant
zorba,zorba
bushels,boisseaux
adjuster,ajusteur
goodfellow,Goodfellow
jitterbug,danser le jitterbug
rotors,rotors
schuster,Schuster
pyramus,pyramide
archdeacon,archidiacre
lucilla,Lucilla
manfredi,Manfredi
bluster,fulminer
avalanches,avalanches
divas,divas
polonium,polonium
dishonourable,déshonorant
braggart,fanfaron
consummation,accomplissement
brunel,Brunel
lene,Lene
well-read,cultivé
nickelodeon,Nickelodeon
twitches,tremblements
sasa,sasa
leviticus,Lévitique
mcdonalds,McDonald's
wintergreen,gaulthérie
subcutaneous,sous-cutané
muzzy,confus
philandering,donjuanisme
littlejohn,Petit Jean
haj,haj
tamarind,tamarin
vag,vagin
vindication,justification
hinkle,hinkle
grouper,mérou
aggressiveness,agressivité
civics,instruction civique
knocker,heurtoir
lps,lps
dartmoor,Dartmoor
hepatic,hépatique
tobruk,Tobrouk
akatsuki,Akatsuki
shivaji,Shivaji
magister,magister
smelting,fonte
homegirl,ma pote
glean,glaner
self-centred,égocentrique
fuckups,ratés
junket,voyage
thickest,le plus épais
ghoulish,macabre
talky,bavard
middlemen,intermédiaires
interlock,verrouillage
protracted,prolongé
irresponsibility,irresponsabilité
carjacked,vol de voiture
ped,péd
sprocket,pignon
hedy,Hedy
stalwart,vigoureux
immemorial,immémorial
zohar,zohar
rab,lapin
disregarding,sans tenir compte de
strasser,strasser
deliberating,délibérer
gazillion,gazillion
pompoms,pompons
trilby,feutre
double-parked,stationné en double file
flam,flamme
bis,bis
revels,fêtes
ringed,encerclé
reprogramming,reprogrammation
sprints,sprints
miny,mini
inadequacy,insuffisance
diminishes,diminue
edifice,édifice
joelle,Joëlle
wr,wr
hospitalization,hospitalisation
stubb,souche
doo-wop,doo-wop
to-go,aller
santosh,Santosh
sci,science
piri,piri
azrael,Azraël
mock-up,maquette
scribbles,gribouillis
nightingales,rossignols
