a back answer,逆答え
look upon,見る
look upon a as b,aをbと見なす
look well,よく見える
look-alike,そっくりさん
look-out,外を見る
lookdown radar,ルックダウンレーダー
looked for,探していた
looked up,見上げる
looked up from one’s book,本から顔を上げた
looked up to,尊敬する
looked upon,見られた
looked upon a as b,aをbと見なす
looking-glass,鏡
loom large,大きく見える
loophole certificates,抜け穴証明書
loose change,小銭
loose the maiden zone of,処女ゾーンを緩める
loose-leaf book,ルーズリーフブック
loose-leaf notebook,ルーズリーフノート
lop off,切り落とす
lord chief justice,最高裁判所長官
lord in waiting,侍従長
lord provost,市長
lord’s day,主の日
lord’s prayer,主の祈り
lord’s supper,主の晩餐
lord’s table,主の食卓
lord-lieutenant,総督
lordstown syndrome,ロードスタウン症候群
lorraine cross,ロレーヌ・クロス
los angeles,ロサンゼルス
lose a seat,議席を失う
lose color,色が落ちる
lose control of,コントロールを失う
lose count of,数えきれないほど
lose countenance,表情を失う
lose courage,勇気を失う
lose faith in,信頼を失う
lose flesh,肉が落ちる
lose heart,落胆する
lose hold of,掴みを失う
lose in the shuffle,シャッフルで負ける
lose interest,興味を失う
lose money,お金を失う
lose no time,時間を無駄にしない
lose one’s appetite,食欲を失う
lose one’s balance,バランスを崩す
lose one’s breath,息が詰まる
lose one’s form,形を失う
lose one’s hair,髪を失う
lose one’s head,頭がおかしくなる
lose one’s market,市場を失う
lose one’s mind,正気を失う
lose one’s nerve,神経を失う
lose one’s seat,席を失う
lose one’s shirt,シャツを脱ぐ
lose one’s spirits,意気消沈する
lose one’s temper,怒りを爆発させる
lose one’s way,道に迷う
lose one’s wind,息切れする
lose one’s wool,頭がおかしくなる
lose out,損をする
lose patience,我慢できなくなる
lose sight of,見失う
lose the bell,ベルを失う
lose the scent,匂いが消える
lose the toss,コイントスに負ける
lose time,時間を無駄にする
lose time in doing,時間を無駄にする
lose touch with,連絡が途絶える
lose track of,見失う
lose way,道に迷う
lose weight,体重を減らす
losing battle,敗北の戦い
loss ratio,損失率
loss-making,赤字
lost chains,失われた鎖
lost clusters,失われたクラスター
lost generation,失われた世代
lost labour,失われた労働力
lost property,遺失物
lot on,ロットオン
lot-et-garonne,ロット＝エ＝ガロンヌ
lots and lots,たくさんたくさん
lots of,たくさん
lotschberg tunnel,ロッチュベルクトンネル
lotus flower,蓮の花
lotus land,ロータスランド
lotus root,レンコン
loud mouth,うるさい口
louis-dreyfus,ルイス＝ドレイファス
louis-joseph,ルイ＝ジョセフ
louis-philippe,ルイ・フィリップ
louisiana-lafayette,ルイジアナ・ラファイエット
louisiana-monroe,ルイジアナ・モンロー
lounge away,ゆったりとくつろいでください
lounge car,ラウンジカー
lounge lizard,ラウンジリザード
lounge suit,ラウンジスーツ
louse around,シラミがうろついている
louse up,シラミを落とす
louver boards,ルーバーボード
louver window,ルーバー窓
love affair,恋愛関係
love apple,ラブアップル
love child,愛の結晶
love feast,愛の宴
love in a cottage,コテージでの愛
love is blind.,愛は盲目だ。
love knot,愛の結び目
love letter,ラブレター
love life,恋愛生活
love match,ラブマッチ
love me love my dog.,私を愛し、私の犬を愛してください。
love offair,不倫
love potion,愛の媚薬
love scene,ラブシーン
love seat,ラブシート
love song,ラブソング
love story,ラブストーリー
love token,愛の証
love-hate,愛憎
loving cup,愛の杯
low blood pressure,低血圧
low blow,卑劣な攻撃
low cabinet,低いキャビネット
low church,ローチャーチ
low comedy,低俗なコメディ
low countries,低地諸国
low dress,ローカットドレス
low gear,ローギア
low graphics,低グラフィック
low lands,低地
low mass,低質量
low priority,優先度が低い
low relief,浅浮彫り
low season,閑散期
low sunday,日曜日の低
low tide,干潮
low water,低水位
lower case,小文字
lower classes,下層階級
lower deck,下層デッキ
lower house,下院
lower one’s colors,色を下げる
lower one’s sail,帆を下ろす
lower the boom on,ブームを下げる
lower the flag,旗を下ろす
lower world,下界
lt-col,中佐
lubber’s hole,怠け者の穴
lubricating oil,潤滑油
luck up,運がいい
lucky money,お守りのお金
luggable computer,持ち運び可能なコンピュータ
luggage barrow,荷物用カート
luggage carrier,荷物運搬車
luggage office,手荷物預かり所
luggage rack,荷物ラック
luggage rocker,荷物ロッカー
luggage van,荷物運搬車
lumber mill,製材所
luminous flux,光束
luminous paint,発光塗料
lump along,塊に沿って
lump down,塊状
lump sugar,角砂糖
lump sum,一時金
lump work,塊状作業
lumping weight,重量をまとめて計算する
lunar calendar,太陰暦
lunar eclipse,月食
lunar month,太陰月
lunar politics,月の政治
lunatic asylum,精神病院
lunatic fringe,過激派
lunch box,弁当箱
lunch break,お昼休み
lunch counter,ランチカウンター
luncheon car,ランチカー
luncheon party,昼食会
lung sac,肺嚢
lushan mountain,廬山
lust after,欲情する
lust for,欲望
lut desert,ルト砂漠
luxury hotel,高級ホテル
luxury tax,贅沢税
lydian stone,リディア石
lymph gland,リンパ腺
lynch law,リンチ法
lysergic acid,リゼルグ酸
lysergic acid diethylamide,リゼルグ酸ジエチルアミド
l����ne-viru,ラインウイルス
l��vi-strauss,レヴィ＝ストロース
m-net,m-net
m-type,m型
mac http server software,Mac用HTTPサーバーソフトウェア
mac internet software,Macインターネットソフトウェア
mac mosaic,マックモザイク
mac mosaic home page command,Mac Mosaic ホームページ コマンド
mac os,macOS
mac web browser,Macのウェブブラウザ
macadimia nut,マカダミアナッツ
macapagal-arroyo,マカパガル・アロヨ
mach number,マッハ数
machine building,機械製造
machine carbine,マシンカービン
machine code,マシンコード
machine gun,機関銃
machine intellegence,機械知能
machine language,機械語
machine pistol,マシンピストル
machine shop,機械工場
machine time,機械時間
machine tool,工作機械
machine tools,工作機械
machine translation,機械翻訳
machine-building,機械製造
machine-gun,機関銃
machine-guns,機関銃
machine-readable,機械可読
mackerel pike,サバパイク
mackinaw blanket,マキノーブランケット
macro sheet,マクロシート
mad money,マッドマネー
made to order,オーダーメイド
made-for-television,テレビ向けに制作された
made-for-tv,テレビ向け
made-up,作り物
madonna lily,マドンナリリー
mae west,メイ・ウェスト
mage tower,魔術師の塔
magic carpet,魔法の絨毯
magic eye,マジックアイ
magic lantern,幻灯
magic square,魔法陣
maginot line,マジノ線
magna cum laude,マグナ・クム・ラウデ
magnesium light,マグネシウム光
magnetic amplifier,磁気増幅器
magnetic axis,磁気軸
magnetic core,磁気コア
magnetic detector,磁気探知機
magnetic disk,磁気ディスク
magnetic equator,磁気赤道
magnetic field,磁場
magnetic force,磁力
magnetic induction,磁気誘導
magnetic mine,磁気鉱山
magnetic needle,磁気針
magnetic pole,磁極
magnetic storage,磁気ストレージ
magnetic storm,磁気嵐
magnetic tape,磁気テープ
magnetic tape unit,磁気テープユニット
magnetometive force,磁力
magnify oneself against sb.,誰かに対して自分を誇張する。
magnifying glass,虫眼鏡
magnum opus,最高傑作
magny-cours,マグニークール
magrginal utility,限界効用
mahatma gandhi,マハトマ・ガンジー
maid of honor,花嫁介添人
maid of orleans,オルレアンの乙女
maidenhair tree,ホウライシの木
mail agent software,メールエージェントソフトウェア
mail bombing,郵便爆弾
mail box,郵便受け
mail car,郵便車
mail carrier,郵便配達員
mail cart,郵便カート
mail coach,郵便馬車
mail day,郵便配達日
mail delivery,郵便配達
mail drop,郵便物投函
mail gateway,メールゲートウェイ
mail order,通信販売
mail path,メールパス
mail programs,メールプログラム
mail servers,メールサーバー
mail sorter,郵便仕分け機
mail train,郵便列車
mail-order,通信販売
mail-order house,通信販売会社
mailing list,メーリングリスト
