11 Downing Street,唐寧街11
lie over,說謊
lie through one's teeth,說謊
lie to,說謊
lie upon,躺在
lie with,躺臥
lies beget more lies,謊言會導致更多的謊言
life and limb,生命和肢體
life and soul of the party,派對的靈魂
life goes on,生活繼續
life happens,生活是如此
life imitates art,生活模仿藝術
life is short,人生苦短
life is too short,人生苦短
life is what you make it,人生是你創造的
life of its own,擁有獨立的生活
life of Riley,賴利的幸福生活
life of the party,派對的靈魂
life off,生活
life's a bitch,生活很艱難
life's too short,人生苦短
lift a finger against,動手反對
lift all boats,提升所有船
lift and shift,遷移
lift down,放下
lift off,起飛
lift one's game,提高水平
lift one's hand against,舉起手反對
lift someone's spirits,提振士氣
lift the lid on something,揭開某物的神秘面紗
lift up,抬起
light a fire under,引發
light along,光
light as air,如空氣般輕盈
light at the end of the tunnel,希望
light bucket,輕型水桶
light down,減輕
light in the loafers,穿著拖鞋
light into,將...轉為
light of one's life,一生之愛
light off,關燈
light on,光
light out,關燈
light skirt,輕盈的裙子
light someone's ass up,讓某人受罰
light the blue touchpaper,點燃藍色的火藥
light up,點亮
light up a room,照亮一個房間
light upon,光照
light-bulb moment,靈光一閃
lighten someone's purse,減輕某人的負擔
lighten up,放輕鬆
lightning fast,極速
lightning in a bottle,瓶中閃電
lightning never strikes twice,天無覆幸
lightning strike,閃電擊中
lights out,關燈
like a bag of ferrets,像一袋浣熊
like a bat out of hell,像蝙蝠一樣快速
like a big dog,像一隻大狗
like a bitch,像個蠢貨
like a bitch on heat,像發情期的母狗
like a boss,像老闆一樣
like a bug to a zapper,像昆蟲對電擊槍
like a bull at a gate,像牛撞門
like a champ,像冠軍一樣
like a charm,像施法一樣
like a chicken with no head,像沒有頭的雞
like a chicken with the pip,像一隻有問題的雞
like a demon,像個魔鬼
like a dog on heat,像發情中的狗
like a dog with two dicks,像有兩個陰莖的狗
like a dog with two tails,像有兩條尾巴的狗
like a dose of salts,像鹽的劑量
like a dream,像夢一樣
like a drowned rat,像溺水的人
like a duck takes to water,像鴨子一樣適應
like a duck to water,像鴨子一樣輕鬆
like a fart in church,像在教堂裡放屁
like a hawk,像雄鷹
like a headless chicken,像一隻沒有頭的雞
like a headless chook,像一隻沒有頭的雞
like a hole in one's head,像腦袋裡有個洞
like a hole in the head,像腦袋裡有個洞
like a hot knife through butter,像刀切奶油
like a kid at Christmas,像孩子在聖誕節
like a kid on Christmas morning,像孩子在聖誕節早上
like a knife through butter,像刀切奶油
like a lamb to the slaughter,像羔羊般無防備
like a man,像一個男人
like a man possessed,像被鬼附身
like a martin to his gourd,像馬丁對他的容器
like a martin to its gourd,像馬丁與它的杯子
like a million bucks,像賺了幾百萬美元
like a million dollars,像賺了幾百萬美元
like a million pounds,像一萬英鎊
like a monkey on a stick,像猴子在棍子上
like a moth to a flame,像昆蟲被火焰吸引
like a moth to flame,像昆蟲被火焰吸引
like a moth to the flame,像昆蟲被火焰吸引
like a mother hawk,像母鷹
like a pakapoo ticket,像帕卡普票
like a phoenix from the ashes,像從灰燼中重生的鳳凰
like a raped ape,像被強姦的動物
like a rat up a drain,像老鼠爬進下水道
like a rat up a drainpipe,像老鼠爬在排水管上
like a ripe plum,像熟透的李子
like a scalded cat,像被燙過的貓
like a scalded dog,像被燙過的狗
like a shot,像一箭
like a stuck pig,像一隻被困的豬
like a ton of bricks,像一堆磚
like a train,像火車
like a wet weekend,像一個潮濕的週末
like a wolf on the fold,像狼在羊群中
like all possessed,像所有被附身的人
like anything,無論什麼
like atomic clockwork,像原子鐘
like Blackpool Illuminations,類似布克靈光輝
like breaking sticks,像把木棍弄斷
like buggery,性交
like butter on a bald monkey,像奶油塗在禿猴身上
like candy,像糖
like cats and dogs,像貓和狗
like cheese at fourpence,像奶酪，價格四便英鎊
like clockwork,像機械一樣
like crack,像裂開
like crazy,非常
like father like son,如父如子
like ferrets in a bag,像倉鼠一樣
like flies on a rib roast,像蜜蜂在肉塊上
like flies on pie,像蜜蜂在蜂蜜上
like fuck,真令人難以置信
like fudge,真不錯
like fun,覺得有趣
like fury,像憤怒
like gangbusters,非常成功
like grease through a goose,像油透過鵝
like grim death,像死神
like heck,絕對
like hell,非常
like hey-go-mad,例如，嘿，別理他
like hot cakes,像熱煎餅
like I care,反正我不在乎
like I cared,反正我不在乎
like it or leave it,喜歡就好，或接受就好
like it or lump it,無論喜歡或不喜歡
like it's going out of fashion,變得過時
like it's going out of style,已經過時
like lightning,像閃電
like mad,非常
like magic,像魔法一樣
like merry hell,非常開心
like molasses,像蜂蜜
like molasses in January,像一月份的蜂蜜
like mushrooms,像蘑菇
like new,像新的
like no other,與眾不同
like of,類似
like old boots,像舊靴
like one means it,就像這樣
like one o'clock,像一點鐘
like one o'clock half struck,像一點鐘時分
like one owns the place,好像是這個地方的主人
like one's life depended on it,好像自己的生命都因此而受到影響
like painting the Forth Bridge,像在福斯大橋上繪畫
like peas and carrots,像豌豆和胡蘿蔔
like peas in a pod,像豌豆在莢裡
like rats from a sinking ship,像一艘沉沒的船上的老鼠
like rats in a sack,像倉鼠一樣
like riding a bike,像騎自行車
like robbing a baby,像搶劫嬰兒
like shelling peas,像剝豆子
like shit through a goose,像狗一樣
like shooting fish in a barrel,像在魚缸裡射魚
like sin,像罪
like smack,像
like someone owns the place,好像有人把這地方佔據
like speaking to a brick wall,好像在跟一堵牆對話
like speaking to a wall,好像在跟牆說話
like stink,像臭
like stink on shit,像臭味
like strange bulldogs,像奇怪的鬥牛犬
like taking candy from a baby,像從嬰兒手中拿糖
like talking to a brick wall,好像在跟一堵牆對話
like talking to a wall,好像在跟牆說話
like that,類似的
like the bottom of a birdcage,像鳥籠底部
like the clappers,像鐘聲
like the devil,像魔鬼
like the man said,就像那位先生說的
like the man says,就像他說的
like the new time,喜歡新的時間
like the wind,像風一樣
like the wrath of God,如上帝的憤怒
like there is no tomorrow,好像沒有明天
like turkeys voting for Christmas,像火雞投票選聖誕節
like two peas in a pod,像兩顆豌豆
like water,像水
like water off a duck's back,像水從鴨背上流走
like white on rice,像米飯上的白飯
like winkin,像眨眼
like winking,像眨眼
likker up,提早起床
limber up,熱身
limit out,限制
limp in,跛
line in,線
line in the sand,劃分界線
line of attack,攻擊路線
line of country,國家線
line of fire,攻擊線
line of questioning,提問方式
line off,關閉
line one's pockets,填飽自己
line out,輸出
line someone's pockets,侵占他人的利益
line up,排成一列
line up behind,排隊
line up one's ducks,把事情安排妥當
linearly dependent,線性相關
linearly independent,線性獨立
linger on,拖延
linger out,逗留
link in,連結
link out,離開連結
link up,聯絡
lion's den,獅子洞
lion's share,主要部分
lip off,閉嘴
lip out,噘嘴
lip service,空洞的承諾
liquid courage,勇氣
liquor up,酒精
listen after,聽
listen in,聽取
listen out,注意
listen to you,聽你
listen up,請聽
little emperor,小皇帝
little girl,小女孩
little hand,小手
little head,小腦
Little Joe from Kokomo,來自科科莫的小喬
little mad,有點瘋狂
little old,年邁的
little pitcher,小壺
little pitchers have big ears,年輕人聽話
little pitchers have long ears,年輕人容易被誤導
little shit,小混混
little strokes fell great oaks,持之以恆
live a lie,過著虛假的生活
live and die by,生生不息
live and learn,學習與成長
live and let live,互相尊重
live beyond one's means,超出自己的能力
live down,居住
live down to,符合
live for,活著
live in,居住
live in sin,沉溺於罪
live in the past,沉溺於過去
live in the shadow of,在…的陰影中
live it up,盡情享受
live large,過上富裕的生活
live long and prosper,長命百歲，繁榮昌盛
live off,靠自己的
live on,居住
live on the edge,勇於冒險
live one,生活
live out,實現
live over the brush,住在樹叢上
live paycheck to paycheck,按次領薪
live rent-free in someone's head,在某人的腦海中免費居住
live rent-free in someone's mind,在某人的心中免費居住
live rough,過著簡陋的生活
live the dream,實現夢想
live through,度過
live to tell the tale,幸存並講述故事
live together,共同生活
live up,實現
live with,居住
live with oneself,與自己和解
liven up,讓...更加生機勃勃
living death,苟延殘喘
living end,末日
living proof,實例
load down,負擔
load of shit,一大堆垃圾
load out,卸載
load up,裝滿
load up on,大量獲取
loaded for bear,準備好應對
loaded language,充滿含義的語言
loaded word,已載入的詞
loaf about,閒聊
loaf around,悠閒地度過
lobby out,遊說
lobby up,遊說
locally compact,局部緊湊
locally finite,局部有限
locally indicable,當地可行的
lock and key,鎖和鑰匙
lock and load,鎖定並準備
lock away,鎖起來
lock down,封鎖
lock horns,發生衝突
lock in,鎖定
lock into,鎖定
lock off,關閉
lock on,鎖定
lock out,被鎖在外
lock through,鎖定
lock under,鎖在
lock up,關起來
locked up,被關起來
locker room humor,球員間的玩笑
locks only keep honest people honest,鎖只會讓誠實的人保持誠實
log in,登入
log into,登入
log off,登出
log on,登入
log onto,登入
log out,登出
loll about,閒聊
loll around,閒逛
lolly up,浪費
lone gunman,單人槍擊犯
lone it,獨自
Lone Ranger,獨角獸
long arm,長臂
long arm of the law,法律的長臂
long betwixt the fingers,長在手指之間
long drink,一大杯
long finger,長手指
long for,渴望
long fuse,長時間準備
long green,長綠
long hair don't care,長髮不重要
long hour,長時間
long in coming,一直延遲
long in the tooth,年紀大了
long long ago,很久以前
long odds,機率低
long off,很久以前
long pork,長時間烹煮的肉
long row to hoe,長長的除草區
long run,長期
long screwdriver,長螺絲刀
long shot,微小的希望
long since,很久以前
long story,長篇故事
long story short,簡而言之
long time,很久
long time no hear,很久沒見
long time no see,很久沒見
look after,照看
look ahead,預見
look ahead to,預見
look ahere,看看
look around,環顧四周
look askance,懷疑
look at,看看
look at it this way,從這個角度來看
look away,轉開視線
look back,回顧
look before one leaps,三思而后行
look beyond,超越
look both ways,注意左右
look down,俯看
look down on,輕視
look down one's nose,輕蔑
look down upon,輕視
look for,尋找
look for a dog to kick,尋找一隻可以踢的狗
look for number one,尋找第一
look forward to,期待
look here,看看這裡
look in,查看
look in on,查看
look into,仔細檢查
look off,疏遠
look on,查看
look on as,旁觀
look on the bright side,從積極的方面看
look on the dark side,看事情的負面面向
look out,小心
look out for number one,以自我為中心
look out for someone,留意
look over,仔細檢查
look over one's shoulder,看肩膀
look past,超越
look right through,直視
look round,環顧四周
look the other way,不理會
look the part,看起來
look through,仔細查看
look through one's fingers,不顧
look to,留意
look up,查閱
look up and down,尋找
look up to,尊敬
look upon,觀察
look what the cat dragged in,看看這傢伙怎麼進來
look what the cat drug in,看看貓咪帶來了什麼
look what the cat's dragged in,看看這來了
look what the wind blew in,風吹進來了，看看
look who the cat dragged in,看看誰被貓拉進來
look who's talking,說話的人是誰
lookers-on see most of the game,旁觀者能看到大部分比賽
looks can be deceiving,外表可能有所誤導
loom ahead,即將到來
loom large,佔據主導地位
loop in,迴圈
loop off,離開迴圈
loop up,查詢
