you,Sen
bucko,bucko
rollercoaster,lunapark hız treni
fol,fol
airlift,hava taşımacılığı
christo,Christo
cut-off,ayırmak
man-eater,insan yiyen
gratuitous,ücretsiz
curtsy,reverans
rakes,tırmıklar
exhumation,mezardan çıkarma
transitioning,geçiş
crossings,geçişler
chui,chui
chard,pazı
dy,dy
evangelical,evanjelik
kansai,Kansai
kerstin,Kerstin
devoting,kendini adamak
claymore,mayın
nika,Nika
hotdogs,sosisli sandviçler
westbrook,Westbrook
newborns,yeni doğanlar
forked,çatallı
irrevocable,geri alınamaz
elif,elif
perpendicular,dik
pyrenees,pireneler
kampf,kampf
ulna,ulna
ignoramus,cahil
foretell,tahmin etmek
bovine,sığır
iu,iu
quarrelled,kavga etti
underline,altını çiz
cpa,cpa
linn,Linn
goldmine,altın madeni
justo,sadece
impurities,safsızlıklar
crossroad,kavşak
renaldo,renaldo
prospectus,prospektüs
altruistic,özgeci
smearing,bulaştırma
kilimanjaro,Kilimanjaro
enhancing,geliştirme
serling,serling
camomile,papatya
dragnet,sürükleme ağı
transitions,geçişler
bang-up,harika
autoimmune,otoimmün
rothman,Rothman
saladin,Saladin
hypotensive,hipotansif
messina,Messina
patted,okşadı
mediums,ortamlar
railings,korkuluklar
noxious,zararlı
injustices,adaletsizlikler
marinara,marinara
achille,Aşil
griselda,griselda
blotter,emici kağıt
highwayman,haydut
cortisone,kortizon
sprawling,genişleyen
dissed,aşağılanmış
off-season,sezon dışı
itv,itv
well-informed,iyi bilgilendirilmiş
enchant,büyülemek
balan,denge
squires,şövalyeler
wich,hangisi
twinge,sancı
yossi,Yossi
unzipping,fermuarı açmak
nagisa,nagisa
linderman,Linderman
goanna,kertenkele
youssef,Yusuf
figueroa,figueroa
synthesized,sentezlenmiş
snorted,homurdandı
dago,dago
insiders,içeriden kişiler
worthing,değer
ensuing,ardından gelen
agrippa,agrippa
wobbling,sallanma
potsdam,Potsdam
miscellaneous,çeşitli
hackney,Hackney
schumacher,Schumacher
unwarranted,haksız
uterine,rahim
self-contained,bağımsız
courtesans,fahişeler
schizo,şizofren
shingle,kiremit
legged,bacaklı
deflected,saptırılmış
black-market,karaborsa
forty-three,kırk üç
dilute,seyreltik
beautician,güzellik uzmanı
sequencing,dizileme
crosscheck,çapraz kontrol
incorporating,dahil etmek
whimsy,heves
augustin,Augustin
straighter,daha düz
burnt-out,tükenmiş
principled,ilkeli
bal,bal
red-blooded,canlı
annenberg,annenberg
coincides,çakışıyor
ikeda,ikeda
role-play,rol yapma
stooped,eğildi
dunder,dunder
jamila,Jamila
aromatic,aromatik
reevaluate,yeniden değerlendirmek
coli,E. coli
adlai,adlai
curveball,beklenmedik top
zippers,fermuarlar
glitches,aksaklıklar
roanoke,Roanoke
charlatans,şarlatanlar
marseillaise,marseillaise
pocketed,cebe konmuş
brexit,Brexit
staining,lekeleme
rashad,Raşad
blaspheme,küfür
ferrell,demirci
hotness,sıcaklık
lawlessness,kanunsuzluk
bursar,muhasebeci
powerpoint,PowerPoint
yeses,evetler
yann,yann
handel,iş
constrained,kısıtlanmış
riser,yükseltici
doren,Doren
begum,begüm
persisted,devam etti
dulce,tatlı
residences,konutlar
siree,siree
topsy,üst
manilow,Manilow
miyazaki,Miyazaki
pixels,pikseller
bilbao,Bilbao
hyperactive,hiperaktif
traumatised,travmatize olmuş
treatise,inceleme
pawnbroker,rehinci
flighty,uçarı
hesitates,tereddüt ediyor
sheraton,Sheraton
show-and-tell,göster ve anlat
phu,phu
x-rayed,röntgeni çekildi
nazim,Nazizm
discotheque,diskotek
beanstalk,fasulye sırığı
teatime,çay saati
rodman,Rodman
unsatisfactory,tatmin edici değil
korey,korey
unsanitary,sağlıksız
catalogs,kataloglar
neill,neill
hindley,hindley
frond,yaprak
heinie,heinie
violeta,menekşe
digesting,sindirme
indecision,kararsızlık
shepherdess,çoban
bunsen,Bunsen
brokenhearted,kalbi kırık
philipp,Philipp
topsy-turvy,alt üst olmuş
contentious,tartışmalı
nanotechnology,nanoteknoloji
oe,oe
sherpa,Şerpa
terran,terran
departures,Gidiş
rosalia,Rosalia
nobis,nobis
rdx,rdx
portraying,tasvir eden
conductors,iletkenler
tax-free,vergisiz
brezhnev,Brejnev
everton,Everton
heirlooms,miras eşyaları
polaris,polaris
intangible,soyut
readin,okuma
penitent,tövbekar
keri,keri
texans,Teksaslılar
unifying,birleştirici
untangle,çözmek
empowerment,güçlendirme
southwestern,güneybatı
m3,m3
enrollment,kayıt
mucky,kirli
icebreaker,buz kırıcı
polynesian,Polinezya
fredericks,Fredericks
bloodless,kansız
terre,terre
caiman,timsah
puffin,deniz papağanı
homeboys,dostlar
sauron,Sauron
swabbed,sürüntü alındı
mid-level,orta seviye
insurgency,isyan
malaga,Malaga
olya,olya
bungled,beceriksizce
svr,svr
chaperones,refakatçiler
undeniably,inkar edilemez
bruh,kanka
uprooted,kökünden sökülmüş
lees,lees
takao,takao
hightail,hızla uzaklaş
niceties,incelikler
marxism,Marksizm
averse,karşıt
well-mannered,iyi huylu
vegetative,bitkisel
soldiering,askerlik
chickenpox,suçiçeği
breathable,nefes alabilir
dg,dg
naturalist,doğa bilimci
stanislav,Stanislav
procurement,tedarik
massaged,masajlanmış
breakaway,kaçmak
gaffney,Gaffney
urinary,idrar
hang-up,telefonu kapatmak
fairfield,Fairfield
cyclists,bisikletçiler
msg,mesaj
strindberg,Strindberg
snobby,kibirli
dissidents,muhalifler
hecht,hecht
hankering,hasret
pinches,çimdikler
jabber,gevezelik
collette,Collette
croix,haç
declarations,bildirimler
corrupts,bozar
mcconnell,McConnell
aunties,teyzeler
shipshape,bakımlı
plaques,plaketler
bullwinkle,deniz salyangozu
breadwinner,geçimini sağlayan
debby,Debby
competency,yeterlilik
byline,yazar adı
eroticism,erotizm
jaffe,Jaffe
drifters,serseriler
hava,hava
displease,hoşnutsuzluk
nite,gece
sano,sano
artful,ustaca
mva,mva
deferred,ertelenen
breastfeed,emzirmek
reelected,yeniden seçildi
ichikawa,ichikawa
overdraft,aşırı çekim
sundial,güneş saati
hayakawa,Hayakawa
softening,yumuşatma
transformations,dönüşümler
danson,danson
hughie,Hughie
dany,dany
shaven,tıraşlı
tombstones,mezar taşları
customized,özelleştirilmiş
auditing,denetim
dodds,Dodds
covent,manastır
purvis,purvis
suss,şüpheli
doting,sevgi dolu
misato,misato
jiggling,sallanma
christensen,Hristiyan
rotated,döndürüldü
appendectomy,apendektomi
chorizo,chorizo
ballpoint,tükenmez kalem
artsy,iddialı
okayed,onaylandı
lali,lali
rainforests,yağmur ormanları
dialects,lehçeler
matlock,matlock
lightest,en hafif
quandary,ikilem
sunblock,güneş kremi
inns,hanlar
flocking,sürü halinde
happy-go-lucky,neşeli
aurelius,Aurelius
mated,eşleşmiş
getty,getty
adrenal,adrenal
actuality,gerçeklik
fundraising,bağış toplama
ramblings,rastgele düşünceler
saps,özsular
jee,jee
mythic,efsanevi
mouthy,geveze
gouged,oyulmuş
kuba,kuba
consuelo,teselli
farouk,Faruk
verifying,doğrulama
punta,punta
chianti,Chianti
taichi,taichi
iwill,yapacağım
heidelberg,Heidelberg
grainy,taneli
overcast,bulutlu
nonalcoholic,alkolsüz
thirty-four,otuz dört
latvian,Letonca
muchacho,çocuk
usurped,gasp etti
bodacious,muhteşem
shipyards,tersaneler
harshest,en sert
joshi,Joshi
erections,ereksiyonlar
camphor,kafur
badri,Badri
forgetfulness,unutkanlık
cutout,kesmek
rudra,rudra
hoagie,sandviç
storks,leylekler
shoplifter,hırsız
atypical,atipik
profited,kar etti
nobly,asilce
whiteside,beyaz taraf
rowdies,kavgacılar
detours,sapmalar
blt,BLT
imbued,aşılanmış
firmament,gökyüzü
developmental,gelişimsel
gamboa,gamboa
napoli,Napoli
raya,raya
mountbatten,dağ batten
escapades,kaçamaklar
promiscuity,cinsel ilişki
shapely,düzgün
laroche,laroche
opiates,afyon türevleri
ibis,ibis
complainant,şikayetçi
knick,nick
bodhi,bodhi
snatchers,kapkaççılar
bleat,meleme
teleported,ışınlandı
mingled,karışık
redcoats,kırmızı ceketliler
insipid,tatsız
windermere,windermere
cordoned,kordon altına alınmış
inhibited,engellendi
natures,doğa
lemmings,lemmingler
sloshed,çalkalanmış
lv,lv
toiletries,tuvalet malzemeleri
kaleidoscope,kaleydoskop
fain,isteksiz
thorax,göğüs kafesi
sentinels,nöbetçiler
postpartum,doğum sonrası
bt,bt
pacheco,pacheco
machin,makine
mastodon,mastodon
shrunken,küçülmüş
yammering,gevezelik
telethon,teleton
deadwood,ölü ağaç
bubber,köpük
acacia,akasya
opiate,afyon
authoritarian,otoriter
headfirst,baş aşağı
distorts,bozar
reprisal,misilleme
shoves,itiyor
chasers,takipçiler
weimar,Weimar
eeh,eeh
realisation,gerçekleşme
strangles,boğmak
gyms,spor salonları
indiscriminate,ayrım gözetmeksizin
hammersmith,Hammersmith
strumpet,fahişe
cori,kori
booed,yuhaladı
ex-convict,eski mahkum
shit-faced,sarhoş
adamson,Adamson
overlay,kaplama
soos,soos
alyson,Alyson
assists,yardım eder
korn,korn
homegrown,yerli
roslyn,Roslyn
complexities,karmaşıklıklar
stave,çıta
spreadsheet,elektronik tablo
whacks,vurur
juiced,meyve suyu
floodgates,su kapakları
thunderbirds,gökkuşları
culpable,suçlu
shoko,şok
dorchester,Dorchester
dislocation,çıkık
lifes,hayatlar
flourishes,süslemeler
rawls,Rawls
refining,rafine etme
poindexter,poindexter
strolled,gezindi
fistfight,yumruklaşma
fronting,önden
frampton,Frampton
fleabag,pire torbası
shal,shal
petitioned,dilekçe verildi
archdiocese,başpiskoposluk
grunge,grunge
hereford,Hereford
lox,lox
present-day,günümüz
serf,serf
ansari,ansari
wayside,yol kenarı
distortions,bozulmalar
justices,yargıçlar
ideologies,ideolojiler
galina,galina
vuitton,Vuitton
harvests,hasatlar
matchbook,kibrit kutusu
tandoori,tandır
half-price,yarı fiyatına
hibiscus,ebegümeci
stirrups,üzengiler
levity,hafiflik
athenians,Atinalılar
fridges,buzdolapları
wreaths,çelenkler
lonny,Lonny
apathetic,ilgisiz
cathartic,katartik
pontus,Pontus
dewar,dewar
canvassed,anket yapıldı
platitudes,klişeler
reynard,Reynard
prophesy,kehanet
burrowing,kazma
carlota,carlota
caesarean,sezaryen
harbin,harbin
harrods,harrods
prominence,öne çıkma
toned,tonlu
prego,hamile
karenina,Karenina
kamp,kamp
tarry,gecikmek
kray,kray
impregnate,döllemek
snub,küçümsemek
intracranial,intrakraniyal
softener,yumuşatıcı
prophesied,kehanet edilen
misinformation,yanlış bilgi
benefactors,hayırseverler
reapers,biçiciler
carmody,Carmody
intercepting,engelleme
patchwork,yama işi
tine,tine
pickpockets,yankesiciler
masse,kitle
hibbert,Hibbert
ushers,görevliler
cru,cru
unplanned,planlanmamış
resurfaced,yeniden yüzeye çıktı
westmoreland,Westmoreland
aryans,Aryanlar
venkat,venkat
rampaging,azgın
tactile,dokunsal
aldridge,Aldridge
nomura,Nomura
gremlins,gremlinler
clove,karanfil
testimonial,referans
pepito,pepito
gooseberry,Bektaşi üzümü
persephone,persefon
sandor,sandor
in-flight,uçuş sırasında
corroded,aşınmış
vr,vr
arianna,Arianna
jammies,pijamalar
postwar,savaş sonrası
marksmanship,nişancılık
lodges,kulübeler
ute,kamyonet
imitated,taklit
wide-eyed,gözleri fal taşı gibi açılmış
devonshire,Devonshire
sandler,Sandler
blaise,Blaise
conversational,konuşma
jasmin,yasemin
cryogenic,kriyojenik
scaredy-cat,korkak kedi
drainpipe,gider borusu
bolero,bolero
dabbled,biraz uğraştı
supermodels,süpermodeller
orbs,küreler
pitting,çukurlaşma
year-round,yıl boyunca
suzan,Suzan
barbarism,barbarlık
jochen,Jochen
dumpy,tombul
brigands,haydutlar
db,veritabanı
shavings,talaş
surrogacy,taşıyıcı annelik
hopscotch,seksek
motorist,sürücü
bandwagon,akıma katılmak
agitate,kışkırtmak
denby,Denby
serpentine,serpantin
dressings,soslar
hays,samanlar
tuscan,Toskana
dumbbell,dambıl
enlisting,askere alma
cereals,hububat
cruelest,en acımasız
liaise,irtibat kurmak
fujiwara,Fujiwara
shithouse,bokhane
disagreeing,katılmamak
worsening,kötüleşiyor
disinterested,ilgisiz
shiori,shiori
tribulations,sıkıntılar
highlanders,dağlılar
tantric,tantrik
stephenson,Stephenson
honeysuckle,hanımeli
collider,çarpıştırıcı
grounder,topraklayıcı
nunez,nunez
tachyon,takyon
mendelssohn,Mendelssohn
dionne,dionne
gaucho,gaucho
fannie,fani
threesomes,üçlüler
ingrained,yerleşmiş
marchetti,marchetti
nakagawa,nakagawa
ephemeral,geçici
fulfills,yerine getirir
offsite,saha dışı
recuse,çekilmek
abacus,abaküs
unsubstantiated,kanıtlanmamış
tivoli,tivoli
libertine,özgürlükçü
mk,mk
telepaths,telepatlar
neiman,neiman
exaggerates,abartıyor
maj,maj
elicit,meydana çıkarmak
chanda,Chanda
wight,ağırlık
pele,pele
tyrol,Tirol
reforming,reform yapmak
scintillating,parıldayan
harman,harman
chortles,kıkırdamalar
precedents,emsaller
bel-air,bel-air
unsung,adı duyulmamış
disservice,kötülük
dissident,muhalif
mannerisms,davranış biçimleri
regretfully,maalesef
outings,geziler
shrooms,mantarlar
cabeza,kafa
sceptre,asa
malfunctions,arızalar
romantics,romantikler
veronique,veronique
atrophy,atrofi
firsts,ilkler
corby,Corby
aptly,uygun bir şekilde
rimbaud,Rimbaud
prost,Şerefe!
foreclose,haciz
thoracotomy,torakotomi
toho,Toho
calabria,Calabria
cast-iron,dökme demir
riverboat,nehir gemisi
nicolai,nikolai
riva,riva
lightheaded,baş dönmesi
riddick,riddick
regimes,rejimler
condensation,yoğunlaşma
machi,machi
disintegrating,parçalanıyor
aden,aden
choosers,seçiciler
barca,barca
mamba,mamba
disembodied,bedensiz
macey,Macey
deauville,Deauville
blouses,bluzlar
hoedown,kırsal eğlence
laz,laz
nang,nang
complied,uydu
burley,burley
distinctions,ayrımlar
appraised,değerlendirildi
thermite,termit
zealots,fanatikler
annas,annalar
mot,mot
normalcy,normallik
magus,büyücü
synapses,sinapslar
rebuke,azarlamak
spurred,teşvik etti
lafferty,Lafferty
reproducing,çoğaltma
hemorrhagic,hemorajik
prospered,refah içinde
breathalyzer,alkolmetre
adelle,adelle
frame-up,komplo kurmak
self-evident,apaçık
saudis,Suudiler
stine,stine
overtook,geçti
posthumous,ölümünden sonra
vanda,vanda
figgis,incir
pascual,pascual
hankie,mendil
collegiate,üniversite
seng,seng
grassroots,tabandan gelen
upfront,önden
recompense,tazminat
acquaint,tanıştırmak
misdirection,yanlış yönlendirme
krieg,savaş
bernays,Bernays
valerio,Valerio
hairdressing,kuaförlük
neri,neri
ambivalent,kararsız
akagi,akagi
cartwheels,taklalar
malnourished,yetersiz beslenmiş
novices,acemiler
dasher,dasher
ostracized,dışlanmış
seduces,baştan çıkarır
soppy,duygusal
freeloader,beleşçi
canons,toplar
kimberley,Kimberley
four-legged,dört ayaklı
libre,özgür
golfers,golfçüler
underdeveloped,geri kalmış
rind,kabuk
drumbeat,davul sesi
christiane,Hristiyan
clean-cut,temiz
georgiana,Georgiana
reconfigure,yeniden yapılandır
camilo,Camilo
bosworth,Bosworth
waltzes,valsler
elina,Elina
sporadic,aralıklı
moffat,Moffat
sickened,hastalandı
asystole,asistol
slandered,iftira edilmiş
anorexia,anoreksiya
gobbled,yuttu
sema,sema
muses,ilham perileri
tsing,tsing
sorbet,sorbe
tweaks,ince ayarlar
hollandaise,hollandaise
sullied,kirlenmiş
jaz,caz
hemorrhoid,hemoroid
socked,çoraplı
low-grade,düşük kaliteli
npr,Nepal Rupisi
playgrounds,oyun alanları
snell,snell
entrepreneurial,girişimci
punctures,delikler
combustible,yanıcı
gnat,sivrisinek
colonized,sömürgeleştirilmiş
friendless,arkadaşsız
overrule,geçersiz kılmak
slackers,tembeller
rabin,Rabin
repainted,yeniden boyandı
entanglement,dolanma
dispensation,dağıtım
stinson,stinson
jaywalking,yaya geçidi ihlali
quotations,alıntılar
yardley,Yardley
construed,yorumlandı
jacquie,Jacquie
actionable,eyleme geçirilebilir
fungal,mantar
tamaki,tamaki
frankel,Frankel
whe,ne zaman
researches,araştırmalar
slither,kaymak
sars,sars
conformity,uygunluk
workday,iş günü
turncoat,dönek
chatham,Chatham
roslin,roslin
intercepts,kesişmeler
piecing,parçalama
patriarchal,ataerkil
fallback,geri çekilmek
warlike,savaşçı
zahra,Zahra
contour,kontur
carrillo,carrillo
plunges,dalışlar
rescinded,iptal edildi
neolithic,Neolitik
goh,goh
mulatto,melez
bloodlust,kan susuzluğu
bang-bang,pat pat
free-for-all,serbest mücadele
biddle,biddle
lorie,Lorie
saloons,salonlar
capacitor,kapasitör
rubio,Rubio
bridgeport,Bridgeport
chaise,şezlong
jazzed,cazlanmış
dissing,aşağılama
fructose,fruktoz
chortling,kıkırdama
mimosas,mimozalar
gooks,gooklar
interracial,ırklar arası
milling,öğütme
knockoff,taklit
pimpernel,pimpernel
jousting,mızrak dövüşü
bedchamber,yatak odası
visibly,görünür şekilde
juicer,meyve sıkacağı
capua,kapua
udo,udo
luxor,Luxor
theorist,teorisyen
eludes,kaçar
isadora,Isadora
sdl,sdl
philanthropy,hayırseverlik
netting,ağ
zs,zs
commode,klozet
treetops,ağaç tepeleri
banyan,Hint inciri
flagstaff,bayrak direği
zits,sivilceler
transporters,nakliyeciler
yrs,yıllar
frittata,frittata
hummel,hummel
homeward,eve doğru
dissipated,dağıldı
spool,makara
well-to-do,varlıklı
isaacs,İsaacs
crewe,mürettebat
firmer,daha sağlam
centrifuge,santrifüj
asante,asante
shortsighted,miyop
finery,süs eşyaları
mumbled,mırıldandı
fairway,fairway
frolicking,neşeli bir şekilde oynamak
inedible,yenmez
ess,öz
leggings,tozluk
providers,sağlayıcılar
bento,bento
erskine,erskine
medicaid,Medicaid
swindlers,dolandırıcılar
drunker,sarhoş
pell,pell
gratefully,minnetle
valdemar,Valdemar
seesaw,tahterevalli
manliness,erkeklik
mahalo,mahalo
clanton,Clanton
julienne,jülyen
majoring,ana dal
stamford,Stamford
lecher,şehvet düşkünü
activism,aktivizm
weaves,dokumalar
manmade,insan yapımı
kyu,kyu
kenner,Kenner
carer,bakıcı
quinoa,Kinoa
tomlin,tomlin
columbine,kolombin
equate,eşitlemek
grizzlies,boz ayılar
heeds,dikkat eder
rout,rota
xenia,xenia
coordinates,koordinatlar
skinning,derisini yüzmek
ifi,ifi
ozawa,ozawa
gunslinger,silahşör
crispin,çıtır
scooping,kepçeleme
euclid,Öklid
reassignment,yeniden atama
supercharged,süper şarjlı
ochoa,ochoa
antioch,Antakya
sirena,denizanası
serendipity,tesadüf
millennial,bin yıllık
tactless,düşüncesiz
jawbone,çene kemiği
pepa,Peppa
wile,kurnazlık yapmak
godlike,tanrısal
soybean,soya fasulyesi
pothead,esrarkeş
proclaims,ilan eder
timmons,Timmons
headshot,kafadan vuruş
flit,taşınma
mops,paspaslar
enamored,aşık
busters,busterlar
riordan,riordan
taunted,alay etti
caf,kafe
freebies,ücretsiz ürünler
mesdames,hanımlar
bloomer,çiçekçi
deidre,Deidre
tarnation,lanet olsun
illustrates,resimler
prez,başkan
ect,vb.
unfettered,özgür
batsman,topa vuran oyuncu
twerk,twerk
ayatollah,ayetullah
brill,parlak
gerrard,Gerrard
sergeyevich,Sergeyevich
surrogates,vekiller
rolfe,rolfe
dismayed,hayal kırıklığına uğramış
forty-four,kırk dört
laters,sonra
dilapidated,harap
alleging,iddia eden
gottlieb,gottlieb
eldorado,eldorado
overlords,hükümdarlar
revolved,döndü
reflector,reflektör
aspirins,aspirinler
perennial,çok yıllık
lafitte,lafitte
concealment,gizleme
boney,kemikli
org,org
juni,Haziran
nanjing,Nanjing
bondsman,kefil
weinstein,Weinstein
blowhard,kendini beğenmiş
alles,hepsi
inscrutable,anlaşılmaz
signalling,sinyal verme
colonize,sömürgeleştirmek
tsunamis,tsunamiler
turgut,turgut
kui,kui
provolone,provolone
concourse,izdiham
flavius,flavius
dearth,kıtlık
abrasion,aşınma
bastian,bastian
overdrawn,aşırı çekim
bournemouth,Bournemouth
poisoner,zehirleyici
despondent,umutsuz
dipstick,yağ çubuğu
gammy,sakat
deutsche,Almanca
twa,iki
cartagena,Cartagena
izu,izu
kayne,Kayne
lapis,lapis
tastier,daha lezzetli
lasses,kızlar
watchmen,bekçiler
decrypt,şifreyi çöz
jujitsu,jujitsu
wilted,solmuş
incidence,olay
scrimmage,hücum
tinkerbell,Tinkerbell
inaugurated,açılışı yapıldı
perfecto,mükemmel
kerouac,Kerouac
chalkboard,kara tahta
adage,atasözü
derring-do,cesaret
gumption,cesaret
kilgore,Kilgore
