you,Bạn
pedaling,đạp xe
ez,dễ dàng
kell,kell
telekinesis,khả năng điều khiển vật thể bằng ý nghĩ
jumpstart,khởi động
natural-born,sinh ra
laetitia,laetitia
visconti,visconti
leto,leto
contributors,người đóng góp
hayride,chuyến đi xe ngựa
passageways,lối đi
corfu,Corfu
remorseful,hối hận
strong-arm,mạnh tay
blinker,đèn xi nhan
stefani,Stefani
liliane,Liliane
borrows,mượn
inducing,gây ra
dm,dm
scimitar,kiếm cong
stringy,sợi
parlay,sự tấn công
impatiently,thiếu kiên nhẫn
exponential,số mũ
racecar,xe đua
wastebasket,thùng rác
legate,sứ thần
representations,sự biểu diễn
jewelers,thợ kim hoàn
ronson,ronson
muzak,nhạc nền
handmaiden,người hầu gái
ramparts,thành lũy
absences,vắng mặt
charting,lập biểu đồ
hajj,hành hương
seabirds,chim biển
profiting,thu lợi nhuận
ogawa,ogawa
calmness,sự bình tĩnh
ky,ky
broadband,băng thông rộng
tumbler,cốc
minted,đúc
impairment,suy giảm
walkie-talkies,bộ đàm
nubian,người Nubia
gekko,tắc kè
censors,kiểm duyệt
gleb,gleb
emoji,biểu tượng cảm xúc
marionette,con rối
lullabies,bài hát ru
bugler,người thổi kèn
undersigned,người ký tên dưới đây
spire,ngọn tháp
petulant,cáu kỉnh
entitles,quyền
krause,krause
halfway,nửa chừng
rivets,đinh tán
distorting,bóp méo
mourns,thương tiếc
reichstag,Quốc hội
sniping,bắn tỉa
fostered,được nuôi dưỡng
depresses,gây chán nản
cedars,cây tuyết tùng
raman,raman
witless,ngu ngốc
tbe,tbe
seedlings,cây con
synthesize,tổng hợp
pronouncing,phát âm
analyzer,máy phân tích
foreheads,trán
redirected,đã chuyển hướng
sapphires,đá sapphire
septum,vách ngăn
unchallenged,không bị thách thức
hee-haw,tiếng kêu hee-haw
sagan,sagan
dass,dass
ump,ump
marit,marit
valmont,valmont
divisional,phân khu
haider,Haider
liberia,Liberia
aino,aino
impropriety,sự không đúng mực
organizational,tổ chức
gaggle,đám đông
tianjin,Thiên Tân
triffids,cây triffid
cortes,cortes
southland,miền nam
whir,tiếng vo ve
penrose,penrose
ensued,xảy ra sau đó
winterfell,Winterfell
elation,sự hân hoan
assemblyman,nghị viên
guardhouse,nhà canh gác
melanoma,u hắc tố
rolodex,danh bạ
benghazi,benghazi
paperback,bìa mềm
aux,phụ trợ
smidge,một chút
memsahib,bà
no-man,không ai
queues,hàng đợi
faring,đi lại
grannies,bà
tengo,có
nin,ninja
nettle,cây tầm ma
toa,toa
waistband,cạp quần
altruism,lòng vị tha
mattia,Mattia
astonish,ngạc nhiên
multitasking,đa nhiệm
exuberant,tràn đầy sức sống
carta,carta
infomercial,quảng cáo truyền hình
swooping,lao xuống
bloodiest,đẫm máu nhất
jani,Jani
serials,phim truyền hình
xuan,xuan
friars,tu sĩ
homophobia,kỳ thị đồng tính
waldron,Waldron
estrada,đường phố
perdition,sự diệt vong
epoch,kỷ nguyên
gie,gie
blindside,bất ngờ
lookouts,người canh gác
suvs,xe SUV
iguanas,kỳ nhông
subsection,tiểu mục
trotters,chân giò
ratios,tỷ lệ
ferenc,ferenc
tannen,tanen
fifa,FIFA
ezequiel,Ezequiel
conklin,conklin
meteorological,khí tượng
irvine,Irvine
keychain,móc khóa
tamar,tamar
walkies,đi bộ
escapee,kẻ trốn thoát
academically,về mặt học thuật
pouty,bĩu môi
piney,cây thông
fashionably,hợp thời trang
dragoon,lính kỵ binh
thule,thule
evian,nước evian
godparents,cha mẹ đỡ đầu
pried,cạy
godiva,Godiva
bagpipe,kèn túi
ginormous,khổng lồ
noam,noam
tempus,thời gian
hendrik,hendrik
herder,người chăn gia súc
tinned,đóng hộp
kasuga,kasuga
ocular,mắt
pre-war,trước chiến tranh
rosey,hồng
analyses,phân tích
marg,marg
muchachos,muchachos
jiggy,jiggy
brrr,brrr
striations,vân sọc
sweetener,chất làm ngọt
schoolboys,học sinh
originating,xuất xứ
m1,m1
indiscriminately,bừa bãi
crier,người khóc than
griping,tham lam
preppy,phong cách preppy
cabby,tài xế taxi
wort,nước mạch nha
vassar,chư hầu
tutored,được dạy kèm
graphite,than chì
mame,mame
kazoo,kèn kazoo
criticisms,những lời chỉ trích
citroen,Citroen
semifinals,bán kết
disheartened,chán nản
congregate,tụ họp
desiring,mong muốn
hrs,giờ
halfwit,ngây ngô
yule,lễ Giáng sinh
vernacular,ngôn ngữ bản địa
symptomatic,có triệu chứng
gipsy,người du mục
eamon,eamon
rangoon,rangoon
tenders,đấu thầu
unconscionable,vô lương tâm
panning,lia máy quay
tojo,tojo
skiff,thuyền nhỏ
organically,hữu cơ
bandwidth,băng thông
motivator,người truyền động lực
contraceptive,biện pháp tránh thai
owari,owari
manni,manni
execs,giám đốc điều hành
tattletale,kẻ mách lẻo
anatomically,về mặt giải phẫu
manatee,lợn biển
combative,hiếu chiến
mensa,nhà thờ
pendragon,pendragon
inner-city,nội thành
sidekicks,người phụ tá
credo,tín điều
bulimic,chứng cuồng ăn
mamiya,mamiya
pheromone,pheromone
intelligently,một cách thông minh
beate,đánh bại
earls,bá tước
trimble,trimble
doughboy,lính bột
letterhead,tiêu đề thư
punctuation,dấu câu
dodie,dodie
asserting,khẳng định
bork,bork
implements,thực hiện
yodel,tiếng hát yodel
preexisting,có sẵn
ife,cuộc sống
darlington,Darlington
disarmament,giải trừ quân bị
bloomingdale,Bloomingdale
verger,người giữ nhà thờ
tilden,tilden
kruse,kruse
ntsb,ntsb
bodice,thân áo
stagg,loạng choạng
dispensing,phân phát
abreast,ngang nhau
suleiman,Suleiman
neff,neff
toughness,độ bền
on-call,trực ca
hitchhikers,người đi nhờ xe
wie,với
baldheaded,hói đầu
purer,tinh khiết hơn
pranking,trò đùa
cohorts,nhóm
serpico,serpico
disused,bỏ hoang
cline,độ dốc
gluing,dán
norad,norad
gibbon,vượn gibbon
westport,Westport
jonathon,Jonathon
pius,pius
scrip,chứng từ
nella,nella
kitchener,Kitchener
purposefully,cố ý
belarus,Belarus
telepathically,bằng thần giao cách cảm
munk,nhà sư
ignatius,ignatius
embellish,trang trí
carbonate,cacbonat
spherical,hình cầu
conjoined,kết hợp
blushed,đỏ mặt
ecclesiastical,giáo hội
dabney,dabney
wunderbar,Tuyệt vời!
daimyo,daimyo
vitally,vô cùng quan trọng
noth,không có gì
cravat,cà vạt
bullfighting,đấu bò tót
grout,vữa
overheat,quá nóng
recites,đọc thuộc lòng
sedona,Sedona
bookman,người bán sách
legionnaire,lính lê dương
orc,người Orc
artistically,về mặt nghệ thuật
squandering,lãng phí
automation,tự động hóa
blue-collar,công nhân cổ xanh
wilkie,wilkie
linz,Linz
antitank,chống tăng
transcription,phiên mã
outwardly,bề ngoài
unsound,không lành mạnh
acutely,cấp tính
indira,Indira
upperclass,tầng lớp thượng lưu
niger,niger
hara-kiri,hara-kiri
whitewood,gỗ trắng
segue,chuyển tiếp
storefront,mặt tiền cửa hàng
teleporter,máy dịch chuyển tức thời
sava,sava
perpetuity,sự vĩnh viễn
ita,ita
spires,ngọn tháp
phallus,dương vật
danbury,danbury
emu,đà điểu
dividend,cổ tức
hatton,Hatton
steppes,thảo nguyên
havens,nơi trú ẩn
divination,bói toán
wields,sử dụng
stratos,tầng bình lưu
teodoro,Teodoro
limousines,xe limousine
assessments,đánh giá
natty,tự nhiên
miu,miu
tanz,tanz
loire,Loire
hooey,vớ vẩn
staffed,có nhân viên
mechanized,cơ giới hóa
percussive,gõ
well-fed,được nuôi dưỡng tốt
sprinkling,rắc
moored,neo đậu
gold-plated,mạ vàng
vise,kẹp
frederico,Frederico
moniker,biệt danh
outdid,vượt trội
seu,seu
inexhaustible,vô tận
wearer,người mặc
photocopies,bản sao
bernardino,Bernardino
interrupts,ngắt
sighed,thở dài
infertility,vô sinh
proclaiming,tuyên bố
kimiko,kimiko
eases,giảm bớt
knighted,được phong tước hiệp sĩ
paradis,thiên đường
ultrasonic,siêu âm
indemnity,bồi thường
guano,phân chim
cerberus,chó ba sừng
hacky,hack
ams,ams
outweighs,vượt trội
sturgis,sturgis
well-oiled,được bôi trơn tốt
cletus,cletus
llewellyn,llewellyn
recanted,rút lại lời nói
ilk,họ
tassels,tua rua
virginal,trinh nữ
sn,sn
well-meaning,có ý tốt
bookmaker,nhà cái
cliches,những câu nói sáo rỗng
houseboy,người giúp việc nhà
bloodstain,vết máu
santas,ông già Noel
excursions,chuyến tham quan
schoolmate,bạn học
electorate,cử tri
effy,effy
dido,dido
nuclei,nhân
cristian,Kitô giáo
acetone,axeton
overactive,quá hoạt động
tungsten,vonfram
litchfield,Litchfield
berkowitz,Berkowitz
neddy,neddy
wets,ướt
confrontational,đối đầu
reversible,có thể đảo ngược
franchises,nhượng quyền thương mại
vats,thùng chứa
jeppe,jeppe
shirk,trốn tránh
circuses,rạp xiếc
slimmer,thon gọn hơn
munroe,Munroe
phuong,phuong
pernicious,nguy hiểm
bunchy,nhiều
handjob,thủ dâm
vittoria,vittoria
kikuchi,kikuchi
seder,lễ Seder
lisette,lisette
disreputable,tai tiếng
eek,eek
reassess,đánh giá lại
fancier,người sành điệu
irate,tức giận
southwest,tây nam
dispatching,điều phối
fared,đã thành công
bombardier,người ném bom
elektra,elektra
halal,halal
hetman,thủ lĩnh
corks,nút chai
flyover,cầu vượt
saks,saks
digress,lạc đề
walkabout,đi dạo
undetermined,chưa xác định
second-best,tốt thứ hai
sze,sze
tutankhamun,Tutankhamun
paratrooper,lính dù
ratatouille,ratatouille
orlov,orlov
enormity,sự to lớn
doran,doran
kaja,kaja
self-sacrifice,sự hy sinh bản thân
ascetic,người khổ hạnh
shortcake,bánh ngọt
dozy,buồn ngủ
expedient,tiện lợi
ballerinas,vũ công ba lê
paley,nhạt nhẽo
balaclava,mũ trùm đầu
haruna,Haruna
misogynist,kẻ ghét phụ nữ
lingered,nán lại
skeptics,những người hoài nghi
bulgarians,người Bulgaria
ovary,buồng trứng
heartstrings,dây cảm xúc
frans,Frans
instalments,trả góp
teases,trêu chọc
sacrilegious,phạm thượng
josephus,Josephus
hosed,vòi nước
pizarro,pizarro
flaked,bong tróc
rogan,rogan
yaar,bạn ơi
newscast,bản tin
artefact,hiện vật
cockatoo,vẹt mào
corsican,người Corsica
holtz,holtz
conceals,che giấu
shortening,rút ngắn
overexcited,quá phấn khích
exuberance,sự hưng phấn
marinate,ướp
tyke,đứa trẻ
examines,kiểm tra
chakras,luân xa
ukrainians,người Ukraina
technicalities,các chi tiết kỹ thuật
implicit,ngầm định
gribble,gribble
outwitted,bị đánh bại
unawares,không hay biết
rona,virus corona
fellatio,quan hệ tình dục bằng miệng
seeger,Seeger
sparklers,pháo sáng
crosswalk,vạch kẻ đường dành cho người đi bộ
rename,đổi tên
endicott,Endicott
detaining,giam giữ
neutrino,neutrino
replicating,sao chép
zaza,zaza
repressive,đàn áp
buckwheat,kiều mạch
relent,nhượng bộ
raze,san bằng
rrr,rrr
usurper,kẻ tiếm quyền
linton,linton
pixel,điểm ảnh
angelika,thiên thần
misinterpret,hiểu sai
tiredness,mệt mỏi
stockman,người chăn nuôi
resonates,cộng hưởng
beset,bao vây
gresham,Gresham
kraus,kraus
kanna,kanna
discriminating,phân biệt đối xử
watchmaker,thợ đồng hồ
mich,mich
societal,xã hội
entre,trung tâm
oxycodone,oxycodone
virulent,độc hại
nightshade,cà độc dược
replicas,bản sao
overloading,quá tải
buoys,phao
selects,chọn
fishmonger,người bán cá
hangzhou,Hàng Châu
ferrer,ferrer
shinde,shinde
surety,bảo lãnh
caskets,quan tài
inane,vô nghĩa
sadism,bạo dâm
semtex,Semtex
maryam,Maryam
guapo,đẹp trai
blindfolds,bịt mắt
lifer,tù chung thân
supercomputer,siêu máy tính
serra,serra
gratified,hài lòng
flail,roi
peeler,dụng cụ gọt vỏ
thackeray,Thackeray
chillax,thư giãn
well-connected,có mối quan hệ tốt
shakespearean,Shakespeare
retailer,nhà bán lẻ
memorise,ghi nhớ
mchale,mchale
disengaged,không tham gia
werther,werther
lamia,lamia
crumpet,bánh nướng
hyped,được thổi phồng
sandbag,bao cát
friendlies,giao hữu
amphibian,lưỡng cư
drei,ba
gabbing,nói chuyện phiếm
high-priced,giá cao
examiners,giám khảo
pawan,Pawan
fathead,đầu béo
sadat,sadat
whupped,bị đánh
devore,devore
cassock,áo choàng linh mục
disabling,vô hiệu hóa
bac,bac
eyeballing,ước lượng bằng mắt
butted,va chạm
conceded,thừa nhận
mcfadden,mcfadden
diddly,không đáng kể
rn,ngay bây giờ
platoons,trung đội
disassemble,tháo rời
brecht,brecht
lehmann,Lehmann
reliance,sự phụ thuộc
quiets,yên tĩnh
mopped,lau chùi
bilingual,song ngữ
thrombosis,huyết khối
acs,acs
pish,pish
alum,cựu sinh viên
valiantly,dũng cảm
yasuda,Yasuda
feigning,giả vờ
geppetto,geppetto
rees,cây rees
nave,gian giữa
johnsons,Johnsons
reachable,có thể liên lạc được
ratified,đã được phê chuẩn
infuriated,tức giận
intruded,xâm nhập
tani,tani
agitator,máy khuấy
banquets,tiệc chiêu đãi
modelled,mô hình hóa
laxatives,thuốc nhuận tràng
underling,cấp dưới
eventuality,sự kiện có thể xảy ra
dudu,dudu
high-stakes,rủi ro cao
heffernan,Heffernan
milanese,Milanese
mosby,mosby
thirty-nine,ba mươi chín
moussa,moussa
acumen,sự nhạy bén
uttering,phát ngôn
liquidation,thanh lý
densely,dày đặc
garson,garnson
racquet,vợt
mariposa,mariposa
creditor,chủ nợ
leyton,Leyton
wastrel,kẻ lang thang
myanmar,Myanmar
southeastern,đông nam
elon,Elon
strum,gảy đàn
whistleblower,người tố giác
chesterfield,chesterfield
scowl,cau mày
chancellery,văn phòng thủ tướng
marcelle,Marcelle
jima,jima
sudoku,sudoku
karnak,karnak
mercifully,một cách nhân từ
tailor-made,đặt làm riêng
wol,con cừu
environmentalists,những người bảo vệ môi trường
inexperience,thiếu kinh nghiệm
bungalows,nhà gỗ
flecks,đốm
firebird,chim lửa
tillie,Tillie
amniotic,nước ối
bogie,bogie
hiv-positive,dương tính với HIV
mikasa,Mikasa
inigo,inigo
nepotism,sự thiên vị
thicket,bụi rậm
poultice,thuốc đắp
high-grade,chất lượng cao
good-hearted,tốt bụng
okeydoke,okeydoke
meteorologist,nhà khí tượng học
sympathizers,những người cảm thông
iss,vấn đề
salesgirl,cô bán hàng
capacities,năng lực
nags,những kẻ hay cằn nhằn
gridlock,tắc nghẽn
brawls,đánh nhau
babi,babi
boonies,vùng quê hẻo lánh
mobilizing,huy động
empathetic,đồng cảm
pathos,sự thương cảm
medalist,người đoạt huy chương
phallic,dương vật
trickier,khó hơn
demerol,demerol
rebar,cốt thép
nitin,nitin
undergrowth,lông tơ
dunking,úp rổ
regularity,sự đều đặn
logos,logo
all-clear,an toàn
albin,bạch tạng
exquisitely,tinh tế
ocp,ocp
lhasa,Lhasa
buttering,phết bơ
sopranos,giọng nữ cao
surfacing,bề mặt
assuring,đảm bảo
tancredi,tancredi
acropolis,thành cổ
cadre,cán bộ
vicariously,gián tiếp
sweeties,kẹo ngọt
cort,cort
potpourri,hỗn hợp hương liệu
braveheart,người dũng cảm
peacekeeping,gìn giữ hòa bình
heigh-ho,heigh-ho
evocative,gợi cảm
taipan,taipan
sues,kiện tụng
snarky,mỉa mai
leopoldo,leopoldo
dosh,dosh
inconsolable,không thể nguôi ngoai
kamala,Kamala
humped,gù lưng
dixit,dixit
whiskeys,rượu whisky
timmins,timmins
tono,âm thanh
flaccid,mềm nhũn
robles,robles
goli,goli
saperstein,saperstein
hephaestus,hephaestus
blighter,tên khốn
outrank,vượt cấp
maga,maga
pokes,chọc
prospector,người tìm kiếm khoáng sản
fibrosis,xơ hóa
smudges,vết bẩn
caddie,người nhặt bóng
fortuna,vận may
airbags,túi khí
tico,tico
masts,cột buồm
cpu,CPU
themself,chính họ
gratin,gratin
snafu,sự cố
zaps,tia chớp
infield,sân trong
moonbeam,ánh trăng
projectionist,người chiếu phim
laminated,nhiều lớp
jovial,vui vẻ
purifying,thanh lọc
sidelined,bị gạt ra ngoài lề
cf,cf
sunbathe,tắm nắng
pygmies,người lùn
publishes,xuất bản
bestseller,sách bán chạy nhất
facets,các khía cạnh
unremarkable,không có gì đặc biệt
pembroke,pembroke
gam,trò chơi
one-handed,một tay
kitsch,đồ rẻ tiền
gauss,gauss
fleury,hoa
miscarriages,sảy thai
eisenstein,Eisenstein
martinique,Martinique
clamor,kêu la
statewide,toàn tiểu bang
jinnah,jinnah
valens,Valens
raked,cào
hardens,cứng lại
leh,leh
frizzy,quăn
penmanship,chữ viết tay
bloodhounds,chó săn máu
domo,domo
surfed,lướt sóng
ches,vua
metatron,metatron
lethargic,hôn mê
fireside,bên lò sưởi
prompting,nhắc nhở
berets,mũ nồi
marauders,những kẻ cướp bóc
far-reaching,có tầm ảnh hưởng sâu rộng
flocked,lũ lụt
environmentalist,nhà bảo vệ môi trường
hea,đầu
ilyich,ilyich
circumvent,tránh né
sellout,bán hết
passcode,mật mã
dwellings,nhà ở
denouncing,lên án
seul,seul
puccini,Puccini
glitz,lấp lánh
simmering,sôi liu riu
parfait,parfait
well-built,được xây dựng tốt
miwa,miwa
aras,aras
khyber,Khyber
impresario,nhà tổ chức sự kiện
moratorium,tạm dừng
gottfried,gottfried
hydroxide,hydroxit
hemoglobin,hemoglobin
provo,kích động
pharmacies,các hiệu thuốc
scabbard,vỏ kiếm
weaned,cai sữa
langham,langham
thrusts,lực đẩy
aclu,aclu
jacobi,Jacobi
seraphim,seraphim
conman,kẻ lừa đảo
filings,hồ sơ
bianco,trắng
passe,quá khứ
indistinguishable,không thể phân biệt được
stipulate,quy định
waistline,vòng eo
marita,Marita
shrank,co lại
quintessential,tinh túy
pertains,liên quan đến
kubo,kubo
beulah,Beulah
high-value,giá trị cao
joules,joules
heists,vụ cướp
sunburned,bị cháy nắng
authorise,ủy quyền
fleck,đốm
splice,nối
bloggers,các blogger
