you,คุณ
bissell,บิสเซลล์
low-cost,ต้นทุนต่ำ
shultz,ชูลท์ซ
counterweight,ตุ้มถ่วง
socialising,การเข้าสังคม
meritorious,สมควรได้รับ
messianic,เมสสิยานิก
tidwell,ทิดเวลล์
cardoso,คาร์โดโซ
tantra,ตันตระ
ordination,การบวช
automatics,อัตโนมัติ
noll,นอลล์
fifty-four,ห้าสิบสี่
yo-yos,โยโย่
allways,เสมอ
aberrations,ความผิดปกติ
forcefed,บังคับป้อน
redundancies,ความซ้ำซ้อน
leeching,การดูดเลือด
onsen,ออนเซ็น
drug-free,ปลอดสารเสพติด
slumbers,การหลับใหล
dictatorial,เผด็จการ
sultans,สุลต่าน
bondi,บอนดี
exigent,เร่งด่วน
pini,ปินี
tilney,ทิลนีย์
absconding,หลบหนี
taff,พนักงาน
thun,ทัน
dislocate,เคลื่อน
loomed,ปรากฏขึ้น
coffeepot,กาต้มกาแฟ
cosmetology,เครื่องสำอาง
blvd,บูเลอวาร์ด
quintessence,แก่นสาร
anti-corruption,การต่อต้านการทุจริต
bombastic,โอ้อวด
peritoneal,เยื่อบุช่องท้อง
aphrodisiacs,ยาปลุกอารมณ์ทางเพศ
hench,เฮนช์
pilfered,ขโมย
hewn,แกะสลัก
mihai,มิไฮ
coherence,ความสอดคล้อง
hansa,ฮันซา
iff,ก็ต่อเมื่อ
baden,บาเดน
eero,อีโร
darning,การปะชุน
conceding,ยอมรับ
colander,กระชอน
gainey,เกนีย์
elementals,ธาตุ
biron,ไบรอน
crumbly,ร่วน
astrolabe,แอสโทรลาบ
abolishing,การยกเลิก
haitians,ชาวเฮติ
coquettish,ตุ้งติ้ง
adan,อาดัน
overtakes,แซงหน้า
cassoulet,คาสซูเลต์
aweigh,อะเวห์
thalia,ธาเลีย
shales,หินดินดาน
tirade,การด่าทอ
laymen,ฆราวาส
crashers,ผู้บุกรุก
surveil,เฝ้าระวัง
eliane,เอเลียน
enslaving,การเป็นทาส
shrivelled,เหี่ยวแห้ง
waterlogged,เปียกน้ำ
viewpoints,มุมมอง
vitae,ไวตาเอ
hemmings,การเย็บตะเข็บ
lactate,แลคเตท
wince,สะดุ้ง
herculaneum,เฮอร์คิวเลเนียม
keefe,คีฟ
osu,โอสุ
ill-conceived,คิดไม่รอบคอบ
verve,ความกระฉับกระเฉง
privatized,แปรรูปเป็นเอกชน
sacre,ศักดิ์สิทธิ์
doucet,ดูเซต์
eg,เช่น
blag,บลา
malden,มัลเดน
xoxo,จุ๊บๆ
mile-high,สูงหนึ่งไมล์
cooperating,ความร่วมมือ
devilishly,ระยำตำบอน
deviates,เบี่ยงเบน
johanson,โจฮันสัน
crinkles,รอยย่น
coms,คอมส์
allentown,อัลเลนทาวน์
lily-white,สีขาวลิลลี่
moguls,มหาเศรษฐี
fortier,ป้อมปราการ
murtagh,มูร์ทากห์
mutinous,กบฏ
dunwoody,ดันวูดี้
seamlessly,ราบรื่น
beguiled,หลอกลวง
pails,ถัง
boeuf,เนื้อวัว
tek,เทค
starchy,แป้ง
puh,ปุห์
grasso,กราสโซ
surer,แน่ใจกว่า
choc,ช็อกโกแลต
dressler,เดรสเลอร์
outsourced,จ้างเหมาภายนอก
aaaa,อ้าาาา
koufax,โคฟักซ์
ananda,อนันดา
cupping,การครอบแก้ว
wickers,หวาย
seafarers,ลูกเรือ
crests,ตราสัญลักษณ์
albertson,อัลเบิร์ตสัน
redwoods,ต้นเรดวูด
narratives,เรื่องเล่า
sherwin,เชอร์วิน
unknowing,ไม่รู้
perpetrate,ก่อเหตุ
cruddy,แย่
courtrooms,ห้องพิจารณาคดี
topknot,โมลี
courtesies,มารยาท
good-for-nothings,คนไร้ประโยชน์
thingamajig,สิ่งของ
koku,โคคุ
despising,การดูถูกเหยียดหยาม
claimant,ผู้เรียกร้อง
santoro,ซานโตโร
kacey,เคซี่ย์
vertebrates,สัตว์มีกระดูกสันหลัง
normand,นอร์มังด์
bick,บิ๊ก
recuperation,การฟื้นตัว
periodical,วารสาร
miming,การเลียนแบบ
half-and-half,ครึ่งต่อครึ่ง
raved,คลั่งไคล้
courtyards,ลานบ้าน
jansson,แยนส์สัน
lota,โลต้า
menopausal,วัยหมดประจำเดือน
resettlement,การตั้งถิ่นฐานใหม่
blowers,เครื่องเป่าลม
finalizing,เสร็จสิ้น
forgers,ผู้ปลอมแปลง
pipers,นักเป่าปี่
abhors,รังเกียจ
mando,แมนโด
academician,นักวิชาการ
ill-tempered,อารมณ์ฉุนเฉียว
seahorses,ม้าน้ำ
tooling,เครื่องมือ
expediting,เร่งรัด
durability,ความทนทาน
chiltern,ชิลเทิร์น
ensenada,เอนเซนาดา
ill-equipped,ขาดอุปกรณ์
eluding,หลบเลี่ยง
tuileries,ทุยเลอรีส์
delius,เดลิอุส
empty-headed,หัวว่างเปล่า
bougie,บูจี้
bund,บันด์
puddy,พุดดี้
unapproachable,เข้าถึงยาก
vashti,วาชติ
chela,เชลา
rosendo,โรเซนโด
king-sized,ขนาดคิงไซส์
duller,ทื่อกว่า
basketballs,ลูกบาสเก็ตบอล
visigoths,ชาววิซิโกท
whiteboard,กระดานไวท์บอร์ด
chaya,ชายา
kiel,คีล
cressida,เครสซิดา
adora,อดอร่า
sorensen,โซเรนเซ่น
sobbed,สะอื้น
sixty-eight,หกสิบแปด
antonioni,อันโตนิโอนี่
incriminated,ถูกกล่าวหาว่ากระทำความผิด
hipper,ฮิปเปอร์
darndest,สุดแสนจะประหลาด
dethroned,ถูกปลดจากบัลลังก์
pinheads,หัวเข็มหมุด
anemones,ดอกไม้ทะเล
chattel,ทรัพย์สิน
ashwin,อัชวิน
incarnations,การจุติ
franzen,ฟรานเซน
oxfam,อ็อกซ์แฟม
bastogne,บาสโตญ
surreptitiously,อย่างลับๆ
caricatures,ภาพล้อเลียน
gangbang,แก๊งค์แบงค์
adil,อาดิล
sealant,ซีลแลนท์
expediency,ความเหมาะสม
generalize,โดยทั่วไป
wildwood,ป่าธรรมชาติ
betelgeuse,เบเทลจูส
wickersham,วิคเกอร์แชม
keely,คีลี่
gelatinous,เจลาติน
teh,เต๊ะ
binghamton,บิงแฮมตัน
muggles,มักเกิ้ล
poofy,ฟูฟ่อง
recounting,การเล่า
revoking,เพิกถอน
spruced,ประดับประดา
steeds,ม้า
pecks,จิก
kellie,เคลลี่
stampeding,การแตกตื่น
altair,อัลแตร์
strix,สตริกซ์
savaged,โหดร้าย
dayan,ดายัน
turners,เทอร์เนอร์ส
contractually,ตามสัญญา
masochistic,มาโซคิสต์
minoan,มิโนอัน
nafta,นาฟตา
unfairness,ความไม่ยุติธรรม
shoehorn,ที่ช่วยสวมรองเท้า
nepalese,ชาวเนปาล
wendt,เวนด์ท
introvert,คนเก็บตัว
conspicuously,อย่างเห็นได้ชัด
tiled,ปูกระเบื้อง
neato,เจ๋งมาก
finsbury,ฟินส์เบอรี
spee,ความเร็ว
bobcats,แมวป่าบอบแคท
demarest,เดมาเรสต์
newtons,นิวตัน
alys,อะลิส
federals,รัฐบาลกลาง
castrating,การตอน
unbuckle,ปลด
thorsen,ธอร์เซน
replant,ปลูกใหม่
vol,เล่ม
blooper,ความผิดพลาด
martyn,มาร์ติน
gatehouse,ป้อมยาม
lipschitz,ลิปชิตซ์
arie,อารี
vfw,วีเอฟดับบลิว
helmsley,เฮล์มสลีย์
huma,มนุษย์
sheeting,แผ่น
hatchery,โรงเพาะฟัก
configured,กำหนดค่า
foibles,ข้อบกพร่อง
dirac,ดิแรก
bandi,บันดี
gifting,การให้ของขวัญ
boll,บอล
bantam,แบนแทม
garrote,รัดคอ
purges,การชำระล้าง
unbound,หลุด
stashes,ซ่อน
pundits,ผู้เชี่ยวชาญ
canapes,คานาเป้
double-dealing,การหลอกลวงสองหน้า
ganache,กานาช
zong,จง
spoonfuls,ช้อน
socialized,สังคม
sams,แซมส์
brabant,บราบันต์
liberally,อย่างเสรีนิยม
hermits,ฤๅษี
cliffhanger,ตอนจบที่ค้างคา
