you,ты
reenact,инсценировать
uninterested,незаинтересованный
coattails,фалды
thet,этот
chastise,наказание
stoller,столлер
griddle,сковорода
pocketful,карманный
burgeoning,бурно развивающийся
moulds,формы
wrenches,гаечные ключи
grecian,греческий
yhe,он
alhambra,Альгамбра
mariette,Мариетта
moolah,мула
littleton,Литлтон
trashcan,мусорное ведро
typhoons,тайфуны
upshot,итог
eco-friendly,экологически чистый
courtier,придворный
lacs,лакс
landmine,мины
cartwheel,колесо
burka,бурка
supermassive,сверхмассивный
spotlights,прожекторы
canoeing,гребля на каноэ
impetus,импульс
daemon,демон
staffer,сотрудник
ripened,созревший
thermodynamics,термодинамика
efendi,эфенди
fetishes,фетиши
zin,зин
retracing,обратное движение
fairmont,Фэрмонт
jinny,джинни
loring,лоринг
sweltering,душно
indentured,наемный
blackbirds,дрозды
wilmot,Уилмот
anto,анто
chanted,скандировал
biographies,биографии
rerouting,перенаправление
darkie,темнокожий
ostia,остии
critiques,критика
subtleties,тонкости
shri,шри
irrevocably,безвозвратно
heckling,выкрики
kickoff,подать мяч
hydrangeas,гортензии
quantify,количественно определить
tailpipe,выхлопная труба
alle,алле
lowen,спускать
blurring,размытие
castes,касты
biochemist,биохимик
occupancy,заполняемость
macdougall,макдугалл
pirouette,пируэт
mnemonic,мнемоническое правило
berber,берберский
wolcott,Уолкотт
weighty,весомый
righ,правый
benzene,бензол
lathrop,латроп
mcclain,МакКлейн
double-time,двойной темп
fumigated,фумигированный
whatchamacallit,как это называется
fatties,толстяки
behinds,задницы
murata,мурата
koizumi,коидзуми
pooled,объединенный
radiohead,радиохед
foray,вылазка
lcd,ЖК-дисплей
needlework,рукоделие
referrals,направления
eps,eps
chock-full,до отказа
footfalls,потоки
hagar,хагар
ashlee,Эшли
whistleblower,информатор
facsimile,факсимиле
unpatriotic,непатриотичный
airfare,авиабилеты
tormentor,мучитель
greenbacks,зелёные доллары
ott,отт
bartok,барток
panhandle,панхэндл
monterrey,Монтеррей
greaves,наголенники
mclaughlin,Маклафлин
balli,балли
unbuttoned,расстегнутый
equine,лошадиный
huygens,гюйгенс
falsify,фальсифицировать
velour,велюр
disapproving,неодобрительный
zinger,зажигалка
batons,дубинки
myocardial,миокардиальный
scolds,ругает
bluey,синий
ciara,Сиара
dren,дети
punky,панк
darkly,мрачно
dob,доб
dissension,разногласия
duplicitous,двуличный
lathe,токарный станок
eleonora,Элеонора
sss,ссс
riffs,риффы
ebert,Эберт
mccallum,Маккаллум
oyama,ояма
broadminded,широко мыслящий
selflessly,самоотверженно
compasses,компасы
nastiness,мерзость
persistently,настойчиво
ruda,руда
vindaloo,виндалу
encroaching,посягательство
sugi,суги
heralds,вестники
oder,Одер
split-second,доли секунды
trafficked,торговцы людьми
highlighting,выделение
monolith,монолит
tenzin,тензин
nads,надколенники
cobblers,сапожники
nubia,нубия
brita,брита
out-of-body,внетелесный
sheepdog,овчарка
fein,фейн
quaid,куайд
sio,сио
clotilde,Клотильда
albertine,альбертинский
mh,мх
krupp,крупп
kofi,кофи
mendes,мендес
roundhouse,круглый дом
birdcage,птичья клетка
burdett,бердетт
gustaf,Густаф
referees,судьи
bap,бап
shout-out,выкрикивать
addendum,дополнение
atoll,атолл
caked,запекшийся
short-circuit,короткое замыкание
shamefully,позорно
simo,симо
rescuer,спасатель
searcher,искатель
earmarked,целевые
shimon,Шимон
milestones,этапы
g8,г8
vani,вани
fatigues,усталость
shrubbery,кустарники
needlepoint,вышивка иглой
wyndham,виндхэм
basins,бассейны
lech,леч
shod,обутые
counseled,консультировал
aurelia,аурелия
nightdress,ночная рубашка
evidentiary,доказательный
alsace,Эльзас
measurable,измеримый
shinhwa,шинхва
nsc,нск
bequest,завещание
witchy,ведьминский
cowan,коуэн
disinformation,дезинформация
publicized,опубликованный
yamaha,Ямаха
hom,хом
outsourcing,аутсорсинг
brandishing,размахивание
polina,полина
inoculated,инокулированный
brocade,парча
forty-one,сорок один
wane,упадок
schafer,шафер
jessy,Джесси
plexus,сплетение
minimise,минимизировать
anda,анда
vaca,вака
minster,министр
pedrosa,педроса
beguiling,очаровательный
liddell,лидделл
selene,селена
meisner,Мейснер
constantin,Константин
reheat,повторный разогрев
granary,зернохранилище
notting,ничего не становясь
teamsters,возчики
