you,Jij
kasuga,kasuga
ocular,oog
pre-war,vooroorlogs
rosey,roze
analyses,analyses
marg,marg
muchachos,jongens
jiggy,jiggy
brrr,brrr
striations,strepen
sweetener,zoetstof
schoolboys,schooljongens
originating,ontstaan
m1,m1
indiscriminately,willekeurig
crier,omroeper
griping,klagen
preppy,preppy
cabby,taxichauffeur
wort,wort
vassar,Vassar
tutored,bijles
graphite,grafiet
mame,naam
kazoo,kazoo
criticisms,kritiek
citroen,citroen
semifinals,halve finales
disheartened,ontmoedigd
congregate,samenkomen
desiring,verlangen
hrs,uren
halfwit,halve idioot
yule,kerstmis
vernacular,volkstaal
symptomatic,symptomatisch
gipsy,zigeuner
eamon,eamon
rangoon,rangoon
tenders,aanbestedingen
unconscionable,gewetenloos
panning,pannen
tojo,tojo
skiff,skiff
organically,organisch
bandwidth,bandbreedte
motivator,motivator
contraceptive,anticonceptie
owari,Owari
manni,manni
execs,leidinggevenden
tattletale,klikspaan
anatomically,anatomisch
manatee,zeekoe
combative,strijdlustig
mensa,mensa
pendragon,pendragon
inner-city,binnenstad
sidekicks,hulpjes
credo,credo
bulimic,boulimisch
mamiya,mamiya
pheromone,feromoon
intelligently,intelligent
beate,slaan
earls,graven
trimble,Trimble
doughboy,deegjongen
letterhead,briefhoofd
punctuation,interpunctie
dodie,Dodie
asserting,beweren
bork,blak
implements,werktuigen
yodel,jodelen
preexisting,reeds bestaande
ife,leven
darlington,Darlington
disarmament,ontwapening
bloomingdale,Bloomingdale
verger,koster
tilden,tilden
kruse,kruse
ntsb,ntsb
bodice,lijfje
stagg,stagg
dispensing,uitgifte
abreast,naast elkaar
suleiman,Suleiman
neff,neff
toughness,taaiheid
on-call,oproepbaar
hitchhikers,lifters
wie,wie
baldheaded,kaal
purer,zuiverder
pranking,grappen uithalen
cohorts,cohorten
serpico,serpico
disused,buiten gebruik
cline,kli
gluing,lijmen
norad,norad
gibbon,gibbon
westport,Westport
jonathon,Jonathan
pius,vrome
scrip,script
nella,nella
kitchener,keuken
purposefully,doelbewust
belarus,Wit-Rusland
telepathically,telepathisch
munk,monnik
ignatius,Ignatius
embellish,verfraaien
carbonate,carbonaat
spherical,bolvormig
conjoined,samengevoegd
blushed,bloosde
ecclesiastical,kerkelijk
dabney,dabney
wunderbar,wonderbaarlijk
daimyo,Daimyo
vitally,vitaal
noth,niets
cravat,das
bullfighting,stierenvechten
grout,voegmiddel
overheat,oververhitting
recites,reciteert
sedona,Sedona
bookman,boekman
legionnaire,legionair
orc,ork
artistically,artistiek
squandering,verkwisten
automation,automatisering
blue-collar,arbeidersklasse
wilkie,wilkie
linz,Linz
antitank,antitank-
transcription,transcriptie
outwardly,uiterlijk
unsound,ongezond
acutely,acuut
indira,Indira
upperclass,hogere klasse
niger,Niger
hara-kiri,harakiri
whitewood,wit hout
segue,overgang
storefront,winkelpui
teleporter,teleporter
sava,sava
perpetuity,eeuwigheid
ita,ita
spires,torens
phallus,fallus
danbury,Danbury
emu,emoe
dividend,dividend
hatton,Hatton
steppes,steppen
havens,toevluchtsoorden
divination,waarzeggerij
wields,hanteert
stratos,stratos
teodoro,Teodoro
limousines,limousines
assessments,beoordelingen
natty,natuurlijk
miu,miu
tanz,tanz
loire,loire
hooey,onzin
staffed,bemand
mechanized,gemechaniseerd
percussive,percussie
well-fed,goed gevoed
sprinkling,besprenkelen
moored,afgemeerd
gold-plated,verguld
vise,bankschroef
frederico,Frederik
moniker,naam
outdid,overtroffen
seu,eu
inexhaustible,onuitputtelijk
wearer,drager
photocopies,fotokopieën
bernardino,Bernardino
interrupts,onderbreekt
sighed,zuchtte
infertility,onvruchtbaarheid
proclaiming,proclameren
kimiko,Kimiko
eases,verlicht
knighted,geridderd
paradis,paradijs
ultrasonic,ultrasoon
indemnity,vergoeding
guano,guano
cerberus,Cerberus
hacky,hacky
ams,ams
outweighs,weegt zwaarder
sturgis,sturgis
well-oiled,goed geolied
cletus,Cletus
llewellyn,llewellyn
recanted,herroepen
ilk,zijde
tassels,kwasten
virginal,maagdelijk
sn,sn
well-meaning,goedbedoelend
bookmaker,bookmaker
cliches,clichés
houseboy,huisjongen
bloodstain,bloedvlek
santas,kerstmannen
excursions,excursies
schoolmate,schoolmakker
electorate,kiezers
effy,effy
dido,Dido
nuclei,kernen
cristian,christen
acetone,aceton
overactive,overactief
tungsten,wolfraam
litchfield,Litchfield
berkowitz,Berkowitz
neddy,neddy
wets,natte
confrontational,confronterend
reversible,omkeerbaar
franchises,franchises
vats,vaten
jeppe,jeppe
shirk,ontduiken
circuses,circussen
slimmer,slanker
munroe,Munroe
phuong,phuong
pernicious,verderfelijk
bunchy,bosje
handjob,handjob
vittoria,Vittoria
kikuchi,kikuchi
seder,seder
lisette,Lisette
disreputable,onbetrouwbaar
eek,oei
reassess,heroverwegen
fancier,liefhebber
irate,woedend
southwest,zuidwest
dispatching,verzenden
fared,het verging
bombardier,bommenwerper
elektra,elektra
halal,halal
hetman,hetman
corks,kurken
flyover,viaduct
saks,saks
digress,afdwalen
walkabout,wandeling
undetermined,onbepaald
second-best,tweede beste
sze,grootte
tutankhamun,Toetanchamon
paratrooper,parachutist
ratatouille,ratatouille
orlov,orlov
enormity,enorme
doran,doran
kaja,kaja
self-sacrifice,zelfopoffering
ascetic,asceet
shortcake,shortcake
dozy,slaperig
expedient,opportuun
ballerinas,ballerina's
paley,bleek
balaclava,bivakmuts
haruna,haruna
misogynist,vrouwenhater
lingered,bleef hangen
skeptics,sceptici
bulgarians,Bulgaren
ovary,eierstok
heartstrings,hartsnaren
frans,Frans
instalments,termijnen
teases,plagen
sacrilegious,heiligschennend
josephus,Josephus
hosed,besproeid
pizarro,pizzaro
flaked,afgeschilferd
rogan,rogan
yaar,vriend
newscast,nieuwsuitzending
artefact,artefact
cockatoo,kaketoe
corsican,Corsicaans
holtz,holtz
conceals,verbergt
shortening,verkorting
overexcited,overenthousiast
exuberance,uitbundigheid
marinate,marineren
tyke,kleintje
examines,onderzoekt
chakras,chakra's
ukrainians,Oekraïners
technicalities,technische aspecten
implicit,impliciet
gribble,gribble
outwitted,te slim af zijn
unawares,onbewust
rona,corona
fellatio,fellatio
seeger,seeger
sparklers,sterretjes
crosswalk,zebrapad
rename,hernoemen
endicott,Endicott
detaining,vasthouden
neutrino,neutrino
replicating,replicatie
zaza,zaza
repressive,onderdrukkend
buckwheat,boekweit
relent,toegeven
raze,slopen
rrr,rrr
usurper,usurpator
linton,Linton
pixel,pixel
angelika,engelka
misinterpret,verkeerd interpreteren
tiredness,vermoeidheid
stockman,veehouder
resonates,resoneert
beset,belegerd
gresham,gresham
kraus,kraus
kanna,kanna
discriminating,discriminerend
watchmaker,horlogemaker
mich,Mich
societal,maatschappelijk
entre,entre
oxycodone,oxycodon
virulent,virulent
nightshade,nachtschade
replicas,replica's
overloading,overbelasting
buoys,boeien
selects,selecteert
fishmonger,visverkoper
hangzhou,Hangzhou
ferrer,Ferrer
shinde,shinde
surety,borg
caskets,doodskisten
inane,onzinnig
sadism,sadisme
semtex,semtex
maryam,Maryam
guapo,guapo
blindfolds,blinddoeken
lifer,levenslang
supercomputer,supercomputer
serra,serra
gratified,tevreden
flail,dorsvlegel
peeler,dunschiller
thackeray,Thackeray
chillax,relaxen
well-connected,goed verbonden
shakespearean,Shakespeareaans
retailer,detailhandelaar
memorise,memoriseren
mchale,mchale
disengaged,ontkoppeld
werther,Werther
lamia,lamia
crumpet,crumpet
hyped,gehypet
sandbag,zandzak
friendlies,vriendschappelijke wedstrijden
amphibian,amfibie
drei,drei
gabbing,babbelen
high-priced,dure
examiners,examinatoren
pawan,Pawan
fathead,domkop
sadat,sadat
whupped,geslagen
devore,verslinden
cassock,soutane
disabling,uitschakelen
bac,bac
eyeballing,op het oog kijken
butted,stootte
conceded,erkend
mcfadden,McFadden
diddly,niets
rn,rn
platoons,pelotons
disassemble,demonteren
brecht,Brecht
lehmann,Lehmann
reliance,vertrouwen
quiets,stilte
mopped,gedweild
bilingual,tweetalig
thrombosis,trombose
acs,acs
pish,pish
alum,aluin
valiantly,dapper
yasuda,Yasuda
feigning,veinzen
geppetto,geppetto
rees,rees
nave,schip
johnsons,Johnsons
reachable,bereikbaar
ratified,geratificeerd
infuriated,woedend
intruded,binnengedrongen
tani,tani
agitator,roerder
banquets,banketten
modelled,gemodelleerd
laxatives,laxeermiddelen
underling,ondergeschikte
eventuality,eventualiteit
dudu,dudu
high-stakes,hoge inzet
heffernan,Heffernan
milanese,Milanese
mosby,mosby
thirty-nine,negenendertig
moussa,moussa
acumen,scherpzinnigheid
uttering,uitspreken
liquidation,liquidatie
densely,dicht
garson,Garson
racquet,racket
mariposa,mariposa
creditor,schuldeiser
leyton,Leyton
wastrel,verkwister
myanmar,Myanmar
southeastern,zuidoostelijke
elon,elon
strum,tokkelen
whistleblower,klokkenluider
chesterfield,chesterfield
scowl,frons
chancellery,kanselarij
marcelle,Marcelle
jima,Jima
sudoku,sudoku
karnak,karnak
mercifully,genadig
tailor-made,op maat gemaakt
wol,wol
environmentalists,milieuactivisten
inexperience,onervarenheid
bungalows,bungalows
flecks,vlekjes
firebird,vuurvogel
tillie,Tillie
amniotic,vruchtwater
bogie,boegbeeld
hiv-positive,hiv-positief
mikasa,Mikasa
inigo,inigo
nepotism,nepotisme
thicket,struikgewas
poultice,pappen
high-grade,hoogwaardige
good-hearted,goedhartig
okeydoke,oké
meteorologist,meteoroloog
sympathizers,sympathisanten
iss,eis
salesgirl,verkoopster
capacities,capaciteiten
nags,zeuren
gridlock,verkeersopstopping
brawls,vechtpartijen
babi,babi
boonies,boonies
mobilizing,mobiliseren
empathetic,empathisch
pathos,pathos
medalist,medaillewinnaar
phallic,fallisch
trickier,lastiger
demerol,demerol
rebar,wapeningsstaal
nitin,nitin
undergrowth,kreupelhout
dunking,onderdompelen
regularity,regelmatigheid
logos,logo's
all-clear,alle veiligheid in orde
albin,albin
exquisitely,voortreffelijk
ocp,ocp
lhasa,Lhasa
buttering,boteren
sopranos,sopranen
surfacing,aan de oppervlakte komen
assuring,geruststellend
tancredi,tancredi
acropolis,acropolis
cadre,kader
vicariously,plaatsvervangend
sweeties,schatjes
cort,rechtbank
potpourri,potpourri
braveheart,dappere
peacekeeping,vredeshandhaving
heigh-ho,heigh-ho
evocative,suggestief
taipan,taipan
sues,klaagt
snarky,sarcastisch
leopoldo,Leopoldo
dosh,geld
inconsolable,ontroostbaar
kamala,Kamala
humped,gebocheld
dixit,dixit
whiskeys,whisky's
timmins,timing
tono,tono
flaccid,slap
robles,robles
goli,goli
saperstein,saperstein
hephaestus,hephaestus
blighter,schurk
outrank,overtreffen
maga,maga
pokes,prikken
prospector,goudzoeker
fibrosis,fibrose
smudges,vlekken
caddie,caddie
fortuna,fortuna
airbags,airbags
tico,tico
masts,masten
cpu,CPU
themself,zelf
gratin,gratin
snafu,blunder
zaps,elektrische schokken
infield,binnenveld
moonbeam,maanstraal
projectionist,operateur
laminated,gelamineerd
jovial,vrolijk
purifying,zuiverend
sidelined,buitenspel gezet
cf,vgl.
sunbathe,zonnebaden
pygmies,pygmeeën
publishes,publiceert
bestseller,bestseller
facets,facetten
unremarkable,onopvallend
pembroke,Pembroke
gam,spel
one-handed,eenhandig
kitsch,kitsch
gauss,gauss
fleury,bloemig
miscarriages,miskramen
eisenstein,eisenstein
martinique,martinique
clamor,lawaai
statewide,staatsbreed
jinnah,djinnah
valens,valens
raked,geharkt
hardens,verhardt
leh,leh
frizzy,pluizig
penmanship,handschrift
bloodhounds,bloedhonden
domo,domo
surfed,gesurft
ches,schaak
metatron,metatron
lethargic,lusteloos
fireside,haardvuur
prompting,aansporing
berets,baretten
marauders,plunderaars
far-reaching,verreikend
flocked,gezworven
environmentalist,milieuactivist
hea,hart
ilyich,ilyich
circumvent,omzeilen
sellout,uitverkocht
passcode,toegangscode
dwellings,woningen
denouncing,veroordelen
seul,seul
puccini,Puccini
glitz,glitter
simmering,sudderen
parfait,perfect
well-built,goed gebouwd
miwa,miwa
aras,aras
khyber,Khyber
impresario,impresario
moratorium,moratorium
gottfried,Gottfried
hydroxide,hydroxide
hemoglobin,hemoglobine
provo,provo
pharmacies,apotheken
scabbard,schede
weaned,gespeend
langham,Langham
thrusts,stoten
aclu,acl
jacobi,Jacobi
seraphim,serafijnen
conman,oplichter
filings,indieningen
bianco,bianco
passe,pas
indistinguishable,niet te onderscheiden
stipulate,bepalen
waistline,taille
marita,Marita
shrank,gekrompen
quintessential,essentieel
pertains,betreft
kubo,kubo
beulah,beulah
high-value,waardevolle
joules,joules
heists,overvallen
sunburned,verbrand door de zon
authorise,autoriseren
fleck,vlek
splice,splitsen
bloggers,bloggers
fawkes,fawkes
achoo,atsjoe
unproven,onbewezen
winnebago,winnebago
negotiators,onderhandelaars
bawl,geschreeuw
rarer,zeldzamer
contra,tegen
nevermore,nooit meer
orton,Orton
shrub,struik
scholarly,wetenschappelijk
replication,replicatie
levee,dijk
teriyaki,teriyaki
hs,hs
sansa,sansa
appendage,aanhangsel
clubbed,knuppel
helmer,stuurman
finnerty,Finnerty
propensity,geneigdheid
faeces,uitwerpselen
ite,het
substandard,ondermaats
filtration,filtratie
grigori,grigori
can-can,cancan
bix,bix
sado,sado
orator,redenaar
interventions,interventies
sulfate,sulfaat
lumiere,lichtgevende
nello,nello
bubby,bubby
singsong,zingt
nieves,nieves
exxon,exxon
scribes,schrijvers
lancashire,Lancashire
broadly,in grote lijnen
doornail,deurnagel
ride-along,meereizen
evert,ooit
alienating,vervreemdend
manufactures,fabrikanten
tackles,tackles
molto,molto
blathering,gebabbel
beetroot,biet
dripped,druppelde
leander,magerder
ninety-five,vijfennegentig
tartan,tartan
capsized,gekapseisd
raunchy,vulgair
xan,xan
braided,gevlochten
gusta,gusta
hypoxia,hypoxie
best-case,beste geval
lani,Lani
befell,overkwam
canteens,kantines
juicing,sap maken
belles,schoonheden
berserker,berserker
armoire,kledingkast
arliss,arliss
rainier,regenachtiger
coffey,Coffey
assessor,beoordelaar
thc,thc
sedgwick,Sedgwick
belted,riem
sq,vierkant
crips,kroppen
kirov,Kirov
untenable,onhoudbaar
piqued,geprikkeld
snacking,snacken
tantamount,gelijkwaardig
millan,millan
thermonuclear,thermonucleair
sociopathic,sociopathisch
outgrow,ontgroeien
eerily,griezelig
roux,roux
torrid,heet
stopover,tussenstop
huskies,husky's
bristles,borstelharen
stonebridge,stenen brug
slats,latten
electrically,elektrisch
deems,acht
duluth,Duluth
rejoiced,verheugde zich
gemstone,edelsteen
kissin,kussen
golan,Golanhoogte
miniskirt,minirok
aperture,opening
anchorman,nieuwslezer
diazepam,diazepam
consoles,consoles
misdemeanors,misdrijven
impassable,onbegaanbaar
jaunt,uitstapje
melodious,melodieus
self-taught,autodidact
woeful,treurig
fabulously,fabelachtig
zappa,Zappa
duffle,reistas
amateurish,amateuristisch
petro,petro
volt,volt
sign-up,aanmelden
berm,berm
shackle,sluiting
davos,Davos
vanni,vanni
nagy,nagy
chauncey,Chauncey
unyielding,onbuigzaam
inuyasha,Inuyasha
arcades,speelhallen
sit-in,sit-in
sleuth,speurder
sickens,maakt ziek
crimp,krimpen
tuxedos,smokings
bouillabaisse,bouillabaisse
collaborative,samenwerkend
cellist,cellist
ead,kop
rationale,onderbouwing
byproduct,bijproduct
cackle,kakelen
inhibit,verbieden
pulverized,verpulverd
formative,vormend
streaking,strepen
craw,krop
cammie,Cammie
porthole,patrijspoort
radon,radon
swiping,vegen
yokel,boerenpummel
bended,gebogen
anglican,anglicaans
hippocampus,hippocampus
ethnicity,etniciteit
decryption,decryptie
supplementary,aanvullende
italiano,Italiaans
restock,Voorraad aanvullen
geno,geno
great-great-grandfather,overgrootvader
fateh,fateh
receptor,receptor
woodley,woodley
branco,branco
topo,topografie
mariners,zeelieden
virgilia,Virgilia
aegean,Egeïsche Zee
mouldy,beschimmeld
blobs,klodders
archeologists,archeologen
slurs,beledigingen
talentless,talentloos
stabilizers,stabilisatoren
percocet,percocet
cretaceous,krijt
deciphering,ontcijferen
shawnee,Shawnee
animators,animatoren
grammys,Grammy's
tsung,tsung
bloodlines,bloedlijnen
debriefed,nabespreking
bandy,bandy
yat,yat
briana,Briana
alexey,Alexey
gouda,Gouda
hyoid,tongbeen
dismissive,afwijzend
thither,daarheen
goings-on,gebeurtenissen
eddington,Eddington
chitra,chitra
double-edged,dubbelzijdig
hindustan,Hindustan
shafted,geas
reloading,herladen
rottweiler,rottweiler
sussman,sussman
coincided,samenviel
lessing,mindering
spiffy,stijlvol
alena,Alena
miniatures,miniaturen
hot-air,hete lucht
adhd,ADHD
junky,junk
moneymaker,geldmaker
starships,ruimteschepen
fallow,braakliggend
familiarize,vertrouwd raken
laboured,gezwoegd
caliente,caliente
iain,iain
xue,xue
reimbursed,vergoed
strangeness,vreemdheid
harlequin,harlekijn
eriksen,Eriksen
deviled,duivels
imprudent,onvoorzichtig
cosmonaut,kosmonaut
encircled,omsingeld
kirkman,Kirkman
sonora,sonora
oman,Oman
washout,uitspoeling
banerjee,Banerjee
pythons,pythons
prosecutions,vervolgingen
argon,argon
nutrient,voedingsstof
faro,Faro
panache,flair
butterworth,Butterworth
amicably,vriendschappelijk
milliseconds,milliseconden
hammersley,Hammersley
kanazawa,kanazawa
perjured,meineed
pent,pent
boson,boson
molars,kiezen
tunisian,Tunesisch
swenson,Swenson
escapees,ontsnapten
furlong,furlong
run-through,doorloop
nomi,nomi
balsamic,balsamisch
obsessively,obsessief
elizabethan,Elizabethaans
eatery,eetgelegenheid
coexistence,samenleven
odors,geuren
consultations,consultaties
grindstone,slijpsteen
extorting,afpersing
blanked,blanco
kahuna,kahuna
lapland,Lapland
evi,evi
joyner,Joyner
shish,shish
pigalle,pigalle
komal,komal
jacqui,Jacqui
hippocratic,hippocratisch
repentant,berouwvol
overtaking,inhalen
ministries,ministeries
bruner,brunette
blunders,blunders
staffs,personeel
villanueva,villanueva
reinforcing,versterkend
weinberg,Weinberg
ellington,ellington
bloomers,bloeiers
coped,ermee omgegaan
deadbeats,wanbetalers
tierra,tierra
affiliate,affiliate
segal,Segal
olfactory,reukvermogen
baubles,snuisterijen
clunking,bonkend
troth,trouw
victorians,Victorianen
rethinking,heroverwegen
awa,weg
ane,een
everyman,elke man
evokes,roept op
pert,brutaal
chacha,oom
legless,beenloos
denomination,denominatie
dishing,schotelen
katsu,katsu
guerra,oorlog
xenon,xenon
kamakura,kamakura
fireproof,brandwerend
hypotheses,hypothesen
goy,goy
decimate,decimeren
uzbekistan,Oezbekistan
virg,maagd
persson,persoon
narrated,verteld
albion,Albion
roos,roos
trumbo,trombo
nazca,nazca
macadamia,macadamia
inder,onder
broner,broner
gisela,Gisela
heloise,heloise
valli,valli
rosette,rozet
haggerty,haggerty
swirls,wervelingen
abaddon,abaddon
northeastern,noordoostelijke
rutland,rutland
chock,sloop
allegory,allegorie
khe,khe
miscarried,miskraam
boxcar,goederenwagon
qiang,qiang
subversion,ondermijning
moderates,gematigden
backfiring,averechts werken
coiled,opgerold
hibernate,winterslaap
wilful,opzettelijk
pimped,gepimpt
wincing,grimassen
frilly,gegolfd
vagabonds,vagebonden
bonham,bonham
flossing,flossen
duk,hertog
wou,zou
climates,klimaten
rewire,herbedrading
staph,stafylokokken
twats,klootzakken
squirrelly,eekhoornachtig
mods,mods
straying,verdwaald
neve,nooit
okubo,okubo
reactivated,opnieuw geactiveerd
mercier,Mercier
soul-searching,zelfonderzoek
beget,verwekken
pillock,idioot
blowback,terugslag
tatsumi,tatsumi
pitbull,pitbull
boi,jongen
rahman,Rahman
crazily,waanzinnig
corroborating,bevestigend
escalante,escalante
chrysanthemums,chrysanten
birgitta,Birgitta
aardvark,aardvarken
livy,levend
conspirator,samenzweerder
putney,putney
duplex,duplex
dinar,dinar
cock-a-doodle-doo,kukeleku
donates,donaties
nygma,nygma
domineering,overheersend
grated,geraspt
nessie,Nessie
cameroon,Kameroen
galoshes,galoshes
salesperson,verkoper
clamour,rumoer
lansky,lansky
hoo-ha,hoo-ha
toe-to-toe,teen tegen teen
claro,claro
demure,ingetogen
hic,hik
complacency,zelfgenoegzaamheid
serafina,serafina
discharges,ontladingen
foundling,vondeling
kinsmen,verwanten
torre,toren
pounced,sprong
