you,너
teleported,순간이동
mingled,섞는
redcoats,붉은 코트
insipid,싱거운
windermere,윈더미어
cordoned,봉쇄된
inhibited,억제된
natures,자연
lemmings,레밍
sloshed,술에 취한
lv,lv
toiletries,세면도구
kaleidoscope,만화경
fain,기꺼이
thorax,흉부
sentinels,파수꾼들
postpartum,산후
bt,비트
pacheco,파체코
machin,기계
mastodon,매머드
shrunken,시든
yammering,수다 떨기
telethon,텔레톤
deadwood,역재
bubber,버블
acacia,아카시아
opiate,아편
authoritarian,권위주의적인
headfirst,머리부터
distorts,왜곡하다
reprisal,보복
shoves,밀다
chasers,추격자들
weimar,바이마르
eeh,으
realisation,실현
strangles,목을 조르다
gyms,체육관
indiscriminate,무차별적인
hammersmith,해머스미스
strumpet,매춘부
cori,코리
booed,야유를 받았다
ex-convict,전과자
shit-faced,만취한
adamson,애덤슨
overlay,씌우다
soos,수스
alyson,앨리슨
assists,보조
korn,콘
homegrown,토종
roslyn,로슬린
complexities,복잡성
stave,통널
spreadsheet,스프레드시트
whacks,퍽!
juiced,주스
floodgates,수문
thunderbirds,썬더버드
culpable,과실 있는
shoko,쇼코
dorchester,도체스터
dislocation,탈구
lifes,삶
flourishes,번성하다
rawls,롤스
refining,정제
poindexter,포인덱스터
strolled,산책했다
fistfight,주먹싸움
fronting,앞장서다
frampton,프램프턴
fleabag,싸구려 여관
shal,샬
petitioned,청원하다
archdiocese,대교구
grunge,그런지
hereford,헤리퍼드
lox,액체 산소
present-day,현대
serf,농노
ansari,안사리
wayside,길가
distortions,왜곡
justices,판사들
ideologies,이데올로기
galina,갈리나
vuitton,루이비통
harvests,수확
matchbook,성냥갑
tandoori,탄두리
half-price,반값
hibiscus,히비스커스
stirrups,등자
levity,경솔
athenians,아테네인들
fridges,냉장고
wreaths,화환
lonny,로니
apathetic,냉담한
cathartic,하제
pontus,폰투스
dewar,듀어
canvassed,조사했다
platitudes,진부한 말들
reynard,르나르
prophesy,예언
burrowing,굴 파기
carlota,카를로타
caesarean,제왕절개
harbin,하얼빈
harrods,해롯 백화점
prominence,돌기
toned,톤업
prego,임신
karenina,카레니나
kamp,캠프
tarry,체재
kray,크레이
impregnate,스며들게 하다
snub,들창코
intracranial,두개내
softener,섬유유연제
prophesied,예언되었다
misinformation,오보
benefactors,기부자들
reapers,사신들
carmody,카모디
intercepting,가로채기
patchwork,덧붙여 대는 세공
tine,가지
pickpockets,소매치기
masse,대중
hibbert,히버트
ushers,안내원들
cru,크루
unplanned,계획되지 않은
resurfaced,다시 나타났다
westmoreland,웨스트모어랜드
aryans,아리아인들
venkat,벤캇
rampaging,난폭하게 날뛰는
tactile,촉각적인
aldridge,알드리지
nomura,노무라
gremlins,그렘린
clove,정향
testimonial,증명서
pepito,페피토
gooseberry,구스베리
persephone,페르세포네
sandor,산도르
in-flight,기내에서
corroded,부식된
vr,VR
arianna,아리아나
jammies,잠옷
postwar,전후
marksmanship,사격 솜씨
lodges,롯지
ute,유트
imitated,모방된
wide-eyed,눈을 크게 뜬
devonshire,데번셔
sandler,샌들러
blaise,블레이즈
conversational,이야기 잘하는
jasmin,재스민 향수
cryogenic,극저온
scaredy-cat,겁쟁이
drainpipe,배수관
bolero,볼레로
dabbled,조금 만져보다
supermodels,슈퍼모델
orbs,구체
pitting,구덩이
year-round,연중
suzan,수잔
barbarism,야만인
jochen,요헨
dumpy,땅딸보
brigands,산적들
db,db
shavings,나무 조각
surrogacy,대리모
hopscotch,땅따먹기
motorist,자동차 여행자
bandwagon,유행
agitate,흔들다
denby,덴비
serpentine,음흉한
dressings,드레싱
hays,건초
tuscan,토스카나
dumbbell,아령
enlisting,모집
cereals,시리얼
cruelest,가장 잔인한
liaise,연락하다
fujiwara,후지와라
shithouse,똥집
disagreeing,반대하다
worsening,악화됨
disinterested,사심 없는
shiori,시오리
tribulations,시련
highlanders,하이랜더
tantric,탄트라
stephenson,스티븐슨
honeysuckle,인동덩굴
collider,콜라이더
grounder,땅볼
nunez,누네즈
tachyon,타키온
mendelssohn,멘델스존
dionne,디온느
gaucho,가우초
fannie,패니
threesomes,쓰리썸
ingrained,뿌리내린
marchetti,마르케티
nakagawa,나카가와
ephemeral,일시적인
fulfills,충족합니다
offsite,현장 외
recuse,구조하다
abacus,주판
unsubstantiated,근거 없는
tivoli,티볼리
libertine,난봉꾼
mk,마크
telepaths,텔레파스
neiman,네이먼
exaggerates,과장하다
maj,대령
elicit,유도하다
chanda,찬다
wight,인간
pele,펠레
tyrol,티롤
reforming,개혁
scintillating,반짝이는
harman,하르만
chortles,낄낄거림
precedents,선례
bel-air,벨에어
unsung,알려지지 않은
disservice,해
dissident,반체제 인사
mannerisms,몸짓
regretfully,유감스럽게도
outings,나들이
shrooms,버섯
cabeza,카베자
sceptre,홀
malfunctions,오작동
romantics,낭만주의자들
veronique,베로니크
atrophy,위축
firsts,첫 번째
corby,코비
aptly,적절하게
rimbaud,림보
prost,프로스트
foreclose,압류
thoracotomy,흉곽절개술
toho,토호
calabria,칼라브리아
cast-iron,주철
riverboat,강배
nicolai,니콜라이
riva,리바
lightheaded,어지러움
riddick,리딕
regimes,체제
condensation,응축
machi,마치
disintegrating,분해되는
aden,아덴
choosers,선택자들
barca,바르셀로나
mamba,맘바
disembodied,육체가 없는
macey,메이시
deauville,도빌
blouses,블라우스
hoedown,호다운
laz,라즈
nang,낭
complied,준수했다
burley,벌리
distinctions,차이점
appraised,평가됨
thermite,테르밋
zealots,열성적인 사람들
annas,안나스
mot,경구
normalcy,정상
magus,마법사
synapses,시냅스
rebuke,꾸짖다
spurred,자극을 받다
lafferty,래퍼티
reproducing,번식
hemorrhagic,출혈성
prospered,번영했다
breathalyzer,음주 측정기
adelle,아델
frame-up,누명
self-evident,자명한
saudis,사우디인들
stine,스틴
overtook,추월했다
posthumous,사후
vanda,반다
figgis,피기스
pascual,파스쿠알
hankie,손수건
collegiate,대학생
seng,셍
grassroots,기본적인
upfront,선불
recompense,보답
acquaint,의히 알게 하다
misdirection,잘못된 방향
krieg,크리그
bernays,베르네
valerio,발레리오
hairdressing,이발
neri,네리
ambivalent,모호한
akagi,아카기
cartwheels,물구나무서기
malnourished,영양실조
novices,초보자
dasher,교반기
ostracized,소외된
seduces,유혹하다
soppy,흠뻑 젖은
freeloader,무임승차자
canons,캐논
kimberley,킴벌리
four-legged,네 발 달린
libre,자유
golfers,골퍼들
underdeveloped,개발도상국
rind,껍질
drumbeat,북소리
christiane,크리스티안
clean-cut,깔끔한
georgiana,조지아나
reconfigure,재구성
camilo,카밀로
bosworth,보스워스
waltzes,왈츠
elina,엘리나
sporadic,때때로 일어나는
moffat,모팻
sickened,병든
asystole,심정지
slandered,중상모략하다
anorexia,신경성 식욕 부진증
gobbled,게걸스럽게 먹었다
sema,세마
muses,뮤즈
tsing,칭
sorbet,셔벗
tweaks,조정
hollandaise,홀랜다이즈 소스
sullied,더럽혀진
jaz,재즈
hemorrhoid,치질
socked,양말을 신은
low-grade,저급
npr,npr
playgrounds,놀이터
snell,스넬
entrepreneurial,기업가 정신
punctures,펑크
combustible,타기 쉬운
gnat,모기
colonized,식민지화하다
friendless,친구 없는
overrule,무효화하다
slackers,게으름뱅이들
rabin,라빈
repainted,다시 칠해졌다
entanglement,녹채
dispensation,분배
stinson,스틴슨
jaywalking,무단횡단
quotations,인용문
yardley,야들리
construed,해석됨
jacquie,재키
actionable,실행 가능한
fungal,곰팡이
tamaki,타마키
frankel,프랭클
whe,언제
researches,연구자들
slither,주르르 미끄러짐
sars,사스
conformity,적합성
workday,근무일
turncoat,변절자
chatham,채텀
roslin,로슬린
intercepts,가로채기
piecing,조각
patriarchal,가부장적인
fallback,폴백
warlike,호전적인
zahra,자흐라
contour,윤곽
carrillo,카릴로
plunges,급락
rescinded,취소됨
neolithic,신석기 시대
goh,고
mulatto,혼혈인
bloodlust,피에 대한 갈망
bang-bang,뱅뱅
free-for-all,자유투표
biddle,비들
lorie,로리
saloons,술집
capacitor,콘덴서
rubio,루비오
bridgeport,브리지포트
chaise,역마차
jazzed,재즈풍
dissing,비난하다
fructose,과당
chortling,낄낄거리며
mimosas,미모사
gooks,구크스
interracial,인종 간
milling,갈기
knockoff,짝퉁
pimpernel,쇠별꽃
jousting,마상 시합
bedchamber,침실
visibly,눈에 띄게
juicer,무대 조명 담당자
capua,카푸아
udo,우도
luxor,룩소르
theorist,이론가
eludes,피하다
isadora,이사도라
sdl,sdl
philanthropy,박애
netting,그물
zs,zs
commode,옷장
treetops,나무 꼭대기
banyan,반얀
flagstaff,깃대
zits,여드름
transporters,운송업자
yrs,년
frittata,프리타타
hummel,뿔 없는
homeward,집으로 가는 길
dissipated,소멸되었다
spool,스풀
well-to-do,부유한
isaacs,아이작스
crewe,크루
firmer,더 단단하게
centrifuge,원심분리기
asante,아산테
shortsighted,근시안적인
finery,미복
mumbled,중얼거렸다
fairway,페어웨이
frolicking,뛰어놀다
inedible,먹을 수 없는
ess,ess
leggings,레깅스
providers,제공업체
bento,도시락
erskine,어스킨
medicaid,메디케이드
swindlers,사기꾼들
drunker,술 취한 사람
pell,펠
gratefully,감사히
valdemar,발데마르
seesaw,시소
manliness,남성다움
mahalo,마할로
clanton,클랜턴
julienne,줄리엔
majoring,전공
stamford,스탬포드
lecher,호색가
activism,행동주의
weaves,직조하다
manmade,인공적으로 만들어진
kyu,큐
kenner,케너
carer,간병인
quinoa,퀴노아
tomlin,톰린
columbine,비둘기 같은
equate,같게 하다
grizzlies,회색곰
heeds,주의 깊게
rout,패주
xenia,제니아
coordinates,좌표
skinning,가죽 벗기기
ifi,이피
ozawa,오자와
gunslinger,총잡이
crispin,크리스핀
scooping,퍼 담기
euclid,유클리드
reassignment,재배정
supercharged,슈퍼차저
ochoa,오초아
antioch,안티오크
sirena,시레나
serendipity,세렌디피티
millennial,밀레니얼 세대
tactless,재치 없는
jawbone,턱뼈
pepa,페파
wile,책략
godlike,신과 같은
soybean,콩
pothead,마리화나 피우는 사람
proclaims,선언합니다
timmons,티몬스
headshot,헤드샷
flit,훨훨 날다
mops,걸레
enamored,사랑에 빠진
busters,버스터스
riordan,리오단
taunted,조롱당했다
caf,카페
freebies,무료 상품
mesdames,메스다메스
bloomer,성숙한 여자
deidre,데이드레
tarnation,저주
illustrates,그림
prez,대통령
ect,등
unfettered,제약 없는
batsman,타자
twerk,트월킹
ayatollah,아야톨라
brill,가자미
gerrard,제라드
sergeyevich,세르게예비치
surrogates,대리인
rolfe,롤프
dismayed,실망한
forty-four,44
laters,나중에
dilapidated,황폐해진
alleging,주장하며
gottlieb,고틀립
eldorado,엘도라도
overlords,지배자들
revolved,회전된
reflector,반사기
aspirins,아스피린
perennial,다년생
lafitte,라피트
concealment,은폐
boney,뼈
org,조직
juni,주니
nanjing,난징
bondsman,보증인
weinstein,와인스타인
blowhard,허풍쟁이
alles,모두
inscrutable,헤아릴 수 없는
signalling,신호
colonize,식민지화하다
tsunamis,쓰나미
turgut,투르구트
kui,쿠이
provolone,프로볼로네
concourse,집합
flavius,플라비우스
dearth,부족
abrasion,연마
bastian,바스티안
overdrawn,초과 인출
bournemouth,본머스
poisoner,독살자
despondent,기가 죽은
dipstick,딥스틱
gammy,상처 입은
deutsche,독일어
twa,트와
cartagena,카르타헤나
izu,이즈
kayne,케인
lapis,라피스
tastier,더 맛있는
lasses,소녀들
watchmen,경비원
decrypt,암호 해독
jujitsu,유도
wilted,시든
incidence,투사
scrimmage,스크럼
tinkerbell,팅커벨
inaugurated,취임하다
perfecto,퍼펙토
kerouac,케루악
chalkboard,칠판
adage,금언
derring-do,용감무쌍함
gumption,적극성
kilgore,킬고어
coddle,나약한 사람
positivity,양성
headliner,헤드라이너
woodchuck,마못
caretakers,관리인들
millers,제분업자들
sabe,사베
aerodynamics,공기역학
yum-yum,냠냠
augh,아아
reorganize,재편성하다
forty-nine,마흔아홉
sakurai,사쿠라이
kandi,칸디
pinata,피냐타
firewalls,방화벽
liana,리아나
rackham,랙햄
dobie,도비
pedaling,페달링
ez,쉬운
kell,켈
telekinesis,격동
jumpstart,점프스타트
natural-born,선천적인
laetitia,라에티티아
visconti,비스콘티
leto,레토
contributors,기여자
hayride,건초 마차 타기
passageways,통로
corfu,코르푸
remorseful,후회하는
strong-arm,강압적인
blinker,깜박이
stefani,스테파니
liliane,릴리안
borrows,빌리다
inducing,유도하는
dm,dm
scimitar,시미터
stringy,실처럼 가늘고 긴
parlay,팔레이
impatiently,조바심에 차서
exponential,지수적
racecar,경주용 자동차
wastebasket,쓰레기통
legate,사절
representations,표현
jewelers,보석상
ronson,론슨
muzak,무자크
handmaiden,시녀
ramparts,성벽
absences,결석
charting,차트 작성
hajj,하즈
seabirds,바닷새
profiting,이익을 내다
ogawa,오가와
calmness,평온
ky,ky
broadband,광대역
tumbler,공중제비 비둘기
minted,주조된
impairment,손상
walkie-talkies,무전기
nubian,누비아 말
gekko,게코
censors,검열관들
gleb,글렙
emoji,이모지
marionette,꼭두각시
lullabies,자장가
bugler,나팔수
undersigned,서명자
spire,첨탑
petulant,심술궂은
entitles,권리
krause,크라우스
halfway,중간쯤
rivets,리벳
distorting,왜곡하다
mourns,애도한다
reichstag,독일 의회
sniping,저격
fostered,육성된
depresses,우울하게 만든다
cedars,삼나무
raman,라만
witless,재치 없는
tbe,tbe
seedlings,묘목
synthesize,합성하다
pronouncing,발음
analyzer,분석기
foreheads,이마
redirected,리디렉션됨
sapphires,사파이어
septum,격벽
unchallenged,도전 받지 않은
hee-haw,울다
sagan,사간
dass,다스
ump,심판
marit,마리트
valmont,발몽
divisional,분할
haider,하이더
liberia,라이베리아
aino,아이노
impropriety,부적당
organizational,조직
gaggle,시끄러운 여자들
tianjin,톈진
triffids,트리피드
cortes,코르테스
southland,남국
whir,씽 하는 소리
penrose,펜로즈
ensued,뒤따랐다
winterfell,윈터펠
elation,의기 양양
assemblyman,국회의원
guardhouse,위병소
melanoma,흑색종
rolodex,롤로덱스
benghazi,벤가지
paperback,페이퍼백
aux,보조
smidge,약간
memsahib,멤사힙
no-man,노맨
queues,대기열
faring,페어링
grannies,할머니들
tengo,텐고
nin,닌
nettle,쐐기풀
toa,토아
waistband,허리띠
altruism,애타 주의
mattia,마티아
astonish,놀라게 하다
multitasking,멀티태스킹
exuberant,무성한
carta,카드
infomercial,정보 광고
swooping,급강하하다
bloodiest,가장 피투성이인
jani,자니
serials,연속극
xuan,현
friars,수도사들
homophobia,동성애 혐오
waldron,월드론
estrada,에스트라다
perdition,파멸
epoch,시대
gie,기
blindside,블라인드사이드
lookouts,망루
suvs,SUV
iguanas,이구아나
subsection,일부
trotters,트로터
ratios,비율
ferenc,페렌츠
tannen,탄넨
fifa,FIFA
ezequiel,에제키엘
conklin,콘클린
meteorological,기상
irvine,어바인
keychain,열쇠고리
tamar,타마르
walkies,워키
escapee,탈출자
academically,학문적으로
pouty,삐죽거리는
piney,소나무
fashionably,세련되게
