you,du
bestial,bestialsk
embroider,brodere
axed,afskediget
part-timer,deltidsansat
pontiff,paven
consults,konsulterer
gratuity,drikkepenge
fertilization,befrugtning
whitest,hvideste
spratt,sprød
financiers,finansfolk
explores,udforsker
aeronautics,luftfart
restricting,begrænsende
linguist,lingvist
pitfalls,faldgruber
zoology,zoologi
facetious,spøgefuld
seeped,sivede
sicilians,sicilianere
excusing,undskyldende
patterned,mønstret
toh,toh
liquorice,lakrids
yahoos,Yahoos
elmore,Elmore
ejector,udstøder
sidewinder,sidevinder
longfellow,langkammerat
revolutionized,revolutionerede
kl,kl.
descendent,efterkommer
grayer,gråere
sop,sop
lauryn,Lauryn
bushido,bushido
spanning,spænder over
cymbal,bækken
weaponized,bevæbnet
sprinting,sprint
hargreaves,Hargreaves
once-over,en gang over
acrobatics,akrobatik
lowlands,lavlandet
defused,afvæbnet
worded,formuleret
outfitted,udstyret
life-size,naturlig størrelse
schooler,skoleelev
discriminated,diskrimineret
haber,haber
gota,fik
mujahideen,mujahedin
ands,og
nougat,nougat
barbiturates,barbiturater
hsia,hsia
excepting,undtagen
handshakes,håndtryk
nur,sygeplejerske
osmond,Osmond
hot-wire,varmtråd
swaps,byttehandler
kom,kom
indentation,indrykning
blasphemer,blasfemer
meeker,sagtmodig
peeper,kigger
short-staffed,underbemandet
schweitzer,Schweitzer
eighteenth,attende
impeding,hindrende
meister,mester
gama,gama
signpost,vejskilt
distended,udspilet
insulate,isolere
bonito,bonito
halen,halen
miz,miz
salerno,Salerno
regs,regler
fief,len
meld,smelte sammen
webbed,svømmehud
hmo,hmo
poco,poco
snape,Snape
moni,moni
dolittle,dolittle
worshiping,tilbedelse
gutting,udrensning
buoyancy,opdrift
gophers,jordegern
top-of-the-line,topklasse
corolla,Kronen
real-world,den virkelige verden
sunspots,solpletter
defunct,nedlagt
intrinsic,iboende
medium-sized,mellemstor
monogrammed,monogrammeret
digitalis,digitalisering
deflecting,afbøjning
dunning,rykker
dreamboat,drømmebåd
kilroy,kilroy
gabor,gabor
whizz,sus
unflattering,uflatterende
assemblies,forsamlinger
geneticist,genetiker
mchugh,mchugh
computed,beregnet
poolside,ved poolen
bhutan,Bhutan
bunion,knyst
swum,svømmede
berenson,Berenson
prattling,snakken
complementary,supplerende
overreaction,overreaktion
self-worth,selvværd
lamarr,Lamarr
luster,glans
rok,rok
campuses,campusser
attuned,afstemt
drayton,Drayton
woodshed,brændeskur
vac,støvsuger
parm,parm
rasmussen,rasmussen
bitters,bitter
cricketer,cricketspiller
forty-six,seksogfyrre
afield,væk
ridding,befrielse
consciences,samvittigheder
whitby,Whitby
unwrapped,udpakket
sawed-off,afsavet
disclosing,afsløre
forewarned,advaret
pooling,pulje
wildflowers,vilde blomster
sanitizer,desinfektionsmiddel
pavlovich,pavlovich
maggy,maggy
recognising,anerkende
takano,takano
fuckup,fuckup
heya,hej
sprawl,udbredelse
summerhouse,sommerhus
emphasized,understreget
mystics,mystikere
macneil,MacNeil
toasters,brødristere
flaring,udvidelse
ernestine,ernestine
limerick,limerick
pel,pel
edmonds,Edmonds
whatsit,hvad der er
railroaded,jernbane
tangerines,mandariner
yucatan,yucatan
aegis,aegis
misfire,fejltænding
valdes,Valdes
pepi,pepi
orla,Orla
adidas,adidas
asymmetrical,asymmetrisk
madoka,madoka
fulfilment,opfyldelse
patrolled,patruljerede
carli,Carli
trouper,tropper
yas,ja
chutzpah,chutzpah
herrings,sild
paced,tempo
big-city,storby
listless,sløv
tracts,traktater
disappoints,skuffer
walla,Walla
feroz,feroz
aerosmith,aerosmith
trowel,murske
passerby,forbipasserende
sidonia,Sidonia
hurriedly,hastigt
lek,lek
wingspan,vingefang
busty,barmfager
runways,landingsbaner
relatable,relaterbar
pinewood,fyrretræ
wahoo,wahoo
bonbons,slik
overs,overs
deepen,uddybe
ferment,fermentere
keener,skarpere
gristle,brusk
chyna,Chyna
pavements,fortove
vagrancy,vagabondering
stereotypical,stereotypisk
behind-the-scenes,bag kulisserne
hearin,hører
repulse,afvise
defraud,bedrage
reattach,fastgør igen
haller,haller
flatbush,fladbusk
penknife,lommekniv
ww,ww
borrower,låntager
certainties,sikkerheder
blackwater,sortvand
ransack,plyndre
passersby,forbipasserende
oblique,skrå
vladivostok,Vladivostok
persimmon,persimmon
g-spot,g-punktet
scorer,målscorer
well-bred,velopdragen
cribs,vugger
malign,ondsindet
hobble,humpe
creepers,slyngplanter
lytton,Lytton
honky-tonk,honky-tonk
samaritans,samaritanere
reservoirs,reservoirer
king-size,kingsize-seng
clarion,klarhed
melee,nærkamp
egress,udgang
wast,spild
detonates,detonerer
schemer,intrigant
busch,busk
stanfield,Stanfield
sugar-free,sukkerfri
paddies,rismarker
incontinence,inkontinens
pyle,pyle
tom-tom,tom-tom
strolls,gåture
failsafe,fejlsikker
wiggles,vrikke
anglia,anglia
authentication,godkendelse
unspoiled,uspoleret
sandusky,sandusky
bouvier,bouvier
choker,halskæde
grater,rivejern
faxes,faxer
statesmen,statsmænd
rosso,rød
polyps,polypper
flicked,vippede
taku,taku
one-track,etsporet
drexel,Drexel
nikko,nikko
reclaiming,genvinding
rejoices,glæder sig
unintended,utilsigtet
nuit,nut
ravel,Ravel
scrounging,scrounging
mathison,Mathison
offstage,uden for scenen
ibsen,ibsen
blabbed,plaprede
spewed,spyede
dearing,kærlig
moldova,Moldova
ces,ces
feuds,fejder
go-kart,gokart
diwan,diwan
sicken,syg
democracies,demokratier
fornicating,utugt
kanin,kanin
capp,kap
compresses,kompresser
pisser,pisser
inevitability,uundgåelighed
terje,Terje
underhill,under bakke
stickup,stikke
slanted,skrå
miscreant,skurk
pru,pru
brews,bryg
rosales,rosales
hamill,hamil
peasy,peaky
olde,gammel
ecg,EKG
kirin,kirin
pastel,pastel
schopenhauer,Schopenhauer
horvath,Horvath
outlying,afsidesliggende
wellman,brøndmand
slavers,slavehandlere
wistful,vemodig
procurator,anklager
entombed,begravet
bluesy,bluesagtig
jet-lagged,jetlagget
shuffleboard,shuffleboard
egad,egad
northerners,nordboere
erroneous,fejlagtig
centerfold,midterfold
wishbone,ønskeben
gayest,homoseksuelle
skinnier,tyndere
shimla,Shimla
jacobsen,jacobsen
nhl,NHL
duckworth,Duckworth
ferryman,færgemand
badness,ondskab
nits,nitter
infuser,infuser
cvi,cvi
trimmer,trimmer
kopecks,kopek
preminger,præminger
trujillo,Trujillo
trams,sporvogne
trepidation,frygt
hummingbirds,kolibrier
signifying,betegnende
she-wolf,hunulv
sympathizer,sympatisør
pvc,pvc
coppola,Coppola
cots,barnesenge
tetra,tetra
uplift,opløftning
nosferatu,nosferatu
birk,birk
drudgery,slid og slid
mooring,fortøjning
halford,Halford
shira,Shira
howto,vejledning
unassuming,beskeden
saira,saira
fostering,fremme
womenfolk,kvindefolk
skewed,skæv
itis,itis
domine,domine
refineries,raffinaderier
unaccompanied,uledsaget
teats,sutter
felling,fældning
wallflower,vægblomst
yvon,Yvon
stilettos,stiletter
veritas,Veritas
els,els
sorrier,ked af det
hawker,kræmmer
rationed,rationeret
biscayne,Biscayne
follicles,follikler
infarction,infarkt
kyla,Kyla
reverted,tilbageført
donato,donation
partnering,partnerskab
inputs,input
sustainability,bæredygtighed
janssen,Janssen
apnea,apnø
caca,kaka
flanking,flankerende
disraeli,Disraeli
pasts,fortid
edi,edi
inversion,inversion
entrap,fange
omicron,omikron
submissions,indsendelser
yancey,Yancey
anasazi,anasazi
primus,førsteklasses
epcot,Epcot
tunneling,tunnelering
tase,smag
rotc,rotc
crafting,håndværk
scalded,skoldet
dasha,Dasha
khomeini,Khomeini
tattle,snakke
hershel,Hershel
sold-out,udsolgt
premarital,førægteskabelig
talkies,talkie-telefoner
harnesses,seler
preparatory,forberedende
jokin,jokin
ashland,askeland
antidepressant,antidepressiv
panchayat,panchayat
fibula,lægben
tabernacle,tabernakel
berkshire,Berkshire
fandango,fandango
haman,haman
fiddlesticks,violinsticks
unmitigated,ubetinget
thousandth,tusindedel
blackguard,sortgard
kens,kens
labeling,mærkning
remade,genskabt
liaisons,forbindelsespersoner
gilt,forgyldning
guatemalan,guatemalansk
perturbed,forstyrret
side-effects,bivirkninger
peace-loving,fredselskende
mandalay,mandalay
k2,k2
hot-dog,hotdog
erick,Erik
knowest,ved
scruff,skrubber
conversationalist,samtalepartner
ursa,bjørnen
commemoration,mindehøjtidelighed
ronni,Ronni
enforcers,håndhævere
benitez,Benitez
half-man,halvmand
motorists,bilister
ricin,ricin
timor,Timor
affords,giver
stewing,stuvning
gargantuan,gigantisk
plo,plo
estimating,estimering
sociopaths,sociopater
comtesse,komtesse
practitioners,praktikere
deductive,deduktiv
fou,fire
wussy,wussy
pavarotti,pavarotti
kyo,kyo
wilberforce,wilberforce
hunky-dory,lækkerbisken
statuette,statuette
dryden,tørret
tiptoeing,på tæer
concoct,brygge
kino,biograf
outboard,påhængsmotor
decibels,decibel
expeditionary,ekspeditionær
renter,lejer
interceptors,interceptorer
ubiquitous,allestedsnærværende
mafioso,mafia
nazism,nazisme
triplicate,tre eksemplarer
prenuptial,ægteskabelig
mescaline,meskalin
cornering,sving
skidded,skred
lionesses,løvinder
tn,tn
baer,bær
open-air,udendørs
gretzky,Gretzky
marcelino,marcelino
kew,Kew
tallis,tallis
raton,raton
notte,not
caseworker,sagsbehandler
dismember,partere
nicodemus,Nikodemus
piloted,piloteret
vacuumed,støvsugede
arouses,vækker
honeybee,honningbi
assunta,assunta
eugen,Eugen
wands,tryllestave
barroom,bar
torturous,torturerende
turpin,turpin
grandview,Grandview
cinders,aske
prolonging,forlængelse
breastfeed,amme
santorini,santorini
blogging,blogging
huan,huan
spongy,svampet
deckard,Deckard
paracetamol,paracetamol
embellished,udsmykket
inserts,indsatser
chucho,chucho
well-rounded,velafrundet
muslin,muslin
fealty,troskab
branko,Branko
tartars,tandsten
naik,naik
slated,planlagt
hardwired,fastforbundet
roundtrip,tur/retur
changeable,foranderlig
beene,været
creamer,flødekande
inman,indenmand
saleswoman,ekspeditrice
cronkite,kronik
flayed,flået
rna,RNA
punchline,punchline
mitra,mitra
pales,blegner
pucks,pucke
auerbach,Auerbach
taxman,skattevæsenet
physio,fysioterapeut
fertiliser,gødning
fela,fela
semifinal,semifinale
chin-chin,hage-hage
infuse,indgyde
semiautomatic,halvautomatisk
dashwood,dashwood
isamu,isamu
wid,bred
bangor,Bangor
brioche,brioche
contradicted,modsagt
contingencies,uforudsete udgifter
gianna,Gianna
aishwarya,Aishwarya
grift,svindel
sufferers,de lidende
nutters,skøre
squids,blæksprutter
tarr,tjære
mastectomy,mastektomi
sharia,sharia
velasco,velasco
emf,emf
emmys,Emmy-priser
voir,se
shut-in,lukket inde
britten,Britten
averaging,gennemsnit
petticoats,underskørter
tas,tas
archetype,arketype
wordplay,ordspil
heckle,hån
copious,rigelig
brodsky,Brodsky
gto,gto
fervently,inderligt
gazelles,gazeller
ricocheting,rikochettering
somersaults,saltomortaler
honouring,ære
anatolia,Anatolien
baptise,døbe
bock,bock
dandelions,mælkebøtter
slav,slave
medallions,medaljoner
skirmishes,træfninger
snowmen,snemænd
hamlin,Hamlin
skiers,skiløbere
woolsey,uld
oscillating,oscillerende
courageously,modigt
breadsticks,brødstænger
lata,lata
blacken,sværte
highschool,gymnasiet
bernd,Bernd
doritos,Doritos
maharaj,maharaj
ingeborg,Ingeborg
creepier,mere uhyggelig
diversions,afledninger
emmeline,Emmeline
gung-ho,gung-ho
pitiable,ynkelig
steffi,Steffi
traynor,traynor
puritans,puritanere
rattler,rasler
olof,Olof
taguchi,taguchi
rivalries,rivaliseringer
courtland,hoffet
yolks,æggeblommer
resupply,genopfyldning
wadi,wadi
appropriated,tilegnet
lanny,Lanny
pollux,pollux
nandi,nandi
encyclopaedia,encyklopædi
writin,skrive
deep-seated,dybtliggende
glandular,kirtel
faun,faun
predisposed,prædisponeret
satyr,satyr
celluloid,celluloid
burgos,Burgos
mertz,mertz
miniscule,minimal
afghani,afghansk
lindley,Lindley
philomena,Philomena
longstreet,Long Street
salas,salaer
bellyache,mavepine
adair,adair
punked,punket
hollered,råbte
hombres,mænd
structurally,strukturelt
hoodoo,hoodoo
defeatist,defaitist
shuck,skalle
maharashtra,Maharashtra
anderton,anderton
flowerpot,urtepotte
xx,xx
groundwater,grundvand
barden,barden
toei,toei
waterbed,vandseng
haywood,høtræ
primitives,primitive
ivanhoe,Ivanhoe
cardamom,kardemomme
tradesmen,håndværkere
angled,vinklet
postmarked,poststemplet
suwa,suwa
irradiated,bestrålet
mannion,mannion
uchi,uchi
bigots,bigotter
abhorrent,afskyelig
dinged,dinget
hovers,svæver
fingerprinted,fingeraftryk
davison,Davison
urethra,urinrøret
beal,beal
blu-ray,blu-ray
turrets,tårne
cujo,cujo
enviable,misundelsesværdig
proximal,proksimal
restrictive,restriktiv
chickening,kylling
hollowed,udhulet
bankrupted,konkursramt
bau,bau
mcclintock,McClintock
chuan,chuan
beefs,oksekød
schmucks,slyngler
encircle,omringe
birthed,født
unrestricted,ubegrænset
colluding,samarbejde
destabilize,destabilisere
vittles,vittler
rebs,rebs
reclamation,genvinding
kiefer,Kiefer
throb,banke
tamale,tamale
transformative,transformerende
nardo,nardo
berlusconi,Berlusconi
molesters,overgrebsmænd
bris,bris
smorgasbord,smørrebrød
coveralls,heldragter
hotspot,hotspot
ico,ikon
lightened,lettet
laboring,arbejdende
unisex,unisex
half-life,halveringstid
kawai,kawaii
rus,rus
crevices,sprækker
unbelievers,ikke-troende
borges,borges
bluebirds,blåfugle
cock-up,oprydning
fearlessly,frygtløst
deflated,deflateret
bans,forbud
sabers,sabler
sotto,sotto
merrin,merrin
disproportionate,uforholdsmæssig
schulz,Schulz
lindstrom,Lindstrøm
coraline,koraline
morgen,morgen
ionic,ionisk
wellingtons,gummistøvler
gujarat,Gujarat
moley,moley
speedometer,speedometer
prodding,propping
beep-beep,bip-bip
lausanne,Lausanne
fertilizers,gødning
termed,betegnet
botch,kludder
frustrate,frustrere
salomon,Salomon
headhunter,headhunter
tingles,prikken
dhoti,dhoti
spry,sprød
sontag,søndag
sprinter,sprinter
cypher,cypher
droughts,tørke
philanthropic,filantropisk
discos,diskoteker
sweetened,sødet
snobbish,snobbet
invitational,invitations
abysmal,afgrundsdyb
dauntless,frygtløs
scala,skala
antigua,Antigua
fra,fra
ousted,afsat
hauls,træk
batted,batted
gitmo,gitmo
spotters,observatører
faceoff,opgør
finches,finker
asphyxiated,kvalt
hoochie,høne
heighten,forhøje
bookstores,boghandlere
hoke,hok
hutchins,hytter
allocate,allokere
gulch,kløft
sama,samme
fanaticism,fanatisme
sportsmen,sportsmænd
eminently,eminent
bohm,bohm
martinelli,martinelli
aesthetically,æstetisk
bahrain,Bahrain
triumphantly,triumferende
kmart,kmart
antler,gevir
ashcroft,ashcroft
amygdala,amygdala
self-explanatory,selvforklarende
shames,skam
thrall,trældom
homophobe,homofob
corsets,korsetter
ringmaster,cirkusdirektør
sainted,helgen
purebred,renracede
vivacious,livlig
hopi,hopi
gabriele,Gabriele
dirtied,beskidt
kettering,kettering
nears,nærmer sig
maskell,maskell
pillsbury,pillsbury
farmhand,landmand
cicada,cikade
goad,anspore
deign,nedlade sig
lisi,lisi
canter,galop
impostors,bedragere
half-dozen,et halvt dusin
maruyama,maruyama
gymnasts,gymnaster
brokenhearted,knust hjerte
sods,græstørv
ghee,ghee
enquirer,spørger
erred,fejlede
varmints,skadedyr
clutched,knuget
swishing,swishing
puller,aftrækker
sleazebag,sløseri
petechial,petechial
spluttering,spruttende
vesta,vesta
aggrieved,forurettet
ericsson,ericsson
maa,maa
minnelli,Minnelli
malika,malika
redder,rødere
tarsus,tarsus
mustered,mønstret
dena,dena
maliciously,ondsindet
slugging,slugging
solaris,solaris
undid,fortrydt
rounder,rundere
whereupon,hvorefter
jocko,jocko
kaur,kaur
guardsmen,vagter
tyree,tyree
luci,luci
flintstones,flintesten
sg,sg
glaser,glaser
warbler,sangfugl
perplexing,forvirrende
snicker,fnis
handheld,håndholdt
trigonometry,trigonometri
qb,quarterback
deary,kære
gynaecologist,gynækolog
counsellors,rådgivere
mussel,musling
edvard,Edvard
outshine,overstråle
chaim,Chaim
keefer,Keefer
galvan,galvaniseret
pylons,pyloner
ransome,løsesum
karpov,Karpov
truncheon,knipling
strata,lag
devising,udtænke
long-winded,langtrukken
headlock,hovedlås
unlawfully,ulovligt
sucre,sukker
tanking,tankning
three-point,trepoints
armband,armbånd
favela,favelaen
tightens,strammer
tol,tol
eclipsed,formørket
extricate,befri
epilogue,epilog
campaigned,kæmpede
abusers,misbrugere
soco,soco
caustic,ætsende
gbs,gbs
geysers,gejsere
amazonian,amazonisk
marceline,Marceline
stepmother,stedmor
totality,totalitet
lk,lk
reuniting,genforening
gliders,svævefly
taverns,værtshuse
methodically,metodisk
shiba,shiba
blah-blah-blah,blah-blah-blah
fractal,fraktal
walkout,strejke
seafaring,søfart
fearfully,frygtsomt
surest,sikreste
mosquitos,myg
proficiency,færdigheder
chieftains,høvdinge
work-up,oparbejdning
pecked,hakkede
fraid,frygt
resection,resektion
fibbing,lyvende
pitch-black,kulsort
confiding,betroende
navigators,navigatører
kagan,kagan
steeper,stejlere
rada,rada
gouging,udhulning
tts,tts
cystic,cystisk
nape,nakken
torrential,voldsom
landmines,landminer
hunker,kælling
surefire,sikker
jenga,jenga
oversees,oversøiske
musta,musta
marketed,markedsført
kriss,Kriss
boers,bønder
tallulah,Tallulah
diagonally,diagonalt
all-day,hele dagen
incomes,indkomster
yayoi,Yayoi
asterisk,stjerne
soni,soni
kursk,Kursk
managerial,ledelsesmæssig
hemmed,omkranset
phased,faset
yurt,jurte
vexing,irriterende
peron,person
passkey,adgangsnøgle
silos,siloer
washers,skiver
oxymoron,oxymoron
facilitated,faciliteret
manos,hånd
brainchild,hjernebarn
sitcoms,sitcoms
thunderclaps,tordenskrald
sleepwalk,søvngang
zeeland,Sjælland
schwarz,sort
colm,Colm
full-length,fuld længde
dissimilar,uensartet
sajid,sajid
perceives,opfatter
severus,severus
obi,obi
agnostic,agnostiker
chauhan,chauhan
harrisburg,Harrisburg
loggers,skovhuggere
yaks,yakker
extremity,ekstremitet
exoskeleton,eksoskelet
unopposed,ubestridt
rumpelstiltskin,rumpelstiltskin
newfound,nyfundne
wallenberg,Wallenberg
spritzer,spritzer
piped,rørlagt
teary,tårevædet
self-doubt,selvtillid
limoges,Limoges
bodine,bodine
omniscient,alvidende
dogfight,hundekamp
totals,totaler
indivisible,udelelig
washcloth,vaskeklud
uriel,Uriel
scull,kranium
inundated,oversvømmet
elasticity,elasticitet
syndicated,syndikeret
jacek,Jacek
shona,shona
lif,liv
sizzler,sydende
lenders,långivere
cemented,cementeret
leering,stirrende
leveraged,gearet
schofield,Schofield
pedantic,pedantisk
interacted,interagerede
recognisable,genkendelig
shallots,skalotteløg
tasmania,Tasmanien
draconian,drakonisk
bleaching,blegning
sefton,sefton
ponte,ponte
squashing,knusning
berthier,berthier
crackdown,hårdtslående
bottleneck,flaskehals
revulsion,afsky
amoeba,amøbe
dostoevsky,Dostojevskij
bloat,oppustethed
layouts,layouts
taxidermist,taxidermist
belen,belen
gmos,GMO'er
teardrops,tårer
two-step,to-trins
zeroed,nulstillet
quaking,rystelser
drina,drina
cull,udslagning
varicose,åreknuder
kimo,kimo
communicators,kommunikatører
wowed,imponeret
jaco,Jaco
snorkeling,snorkling
windbreaker,vindjakke
droop,hænge
kawashima,Kawashima
imposes,pålægger
thins,tyndere
stretchers,bårer
beckon,vinke
ass-kicking,røvspark
creasy,creasy
retaliated,gengældte
octagon,ottekant
bestiality,bestialitet
segundo,sekund
wrung,vredt
peder,Peder
pumpernickel,pumpernickel
prudish,snerpet
pointe,pointe
earthbound,jordbunden
zuma,zuma
settler,nybygger
wildness,vildskab
ingles,engelsk
humanities,humaniora
sprawled,udstrakt
schiff,skib
charu,charu
koba,koba
inoculation,podning
