you,אַתָה
gravitation,כּוֹחַ הַכּוֹבֶד
dalliance,התנדבות
simulating,מדמה
feta,פטה
egged,אגד
cleese,קליז
personable,נָאֶה
brigand,שׁוֹדֵד
repenting,מתחרט
skateboards,סקייטבורדים
granddaughter,נֶכדָה
redid,עשה מחדש
ducklings,ברווזונים
cloaks,גלימות
quarries,מחצבות
populate,לְאַכלֵס
grata,גרטה
brightened,הבהיר
unchain,להתיר את השרשרת
carthaginian,קרתגי
secs,שניות
ethos,אֶתוֹס
vicksburg,ויקסבורג
inhibitors,מעכבים
themed,נושא
wiccan,ויקאני
frescoes,ציורי קיר
dreadlocks,ראסטות
suffragette,סופרג'יסטית
deakins,דיקינס
wingate,ווינגייט
revved,הונע
squirted,התיז
obsessive-compulsive,אובססיבי-כפייתי
taper,לְהִתְחַדֵד
alpaca,אלפקה
hot-tempered,חם מזג
artis,ארטיס
unfreeze,לְהַפְשִׁיר
earshot,טְוָח שְׁמִיעָה
coloreds,צבעוניים
mantua,מנטובה
buffoons,ליצוקים
schaefer,שייפר
hecate,הקטה
pugsley,פוגסלי
reenactment,שחזור
chilies,צ'ילי
crystallized,מְגוּבָּשׁ
ermine,סַמוּר
vehemently,בלהט
predisposition,נְטִיָה קְדוּמָה
calibration,כִּיוּל
mucked,מלוכלך
basher,חבטן
dato,דאטו
carmelita,כרמליטה
borat,בוראט
jurek,יורק
westerly,מַעֲרָבִי
bruges,ברוז'
glides,גלישות
plagiarized,גנוב
materialized,מְמוּמָשׁ
gauthier,גוטייה
hunks,חתיכים
ino,אינו
scant,זָעוּם
worsley,וורסלי
malfeasance,עוולה
stoplight,רמזור
ringers,צלצולים
fervour,לַהַט
maren,מארן
strode,צעד
raglan,ראגלן
offload,פריקה
spyware,תוכנות ריגול
externally,מִבַּחוּץ
stuntmen,פעלולנים
hairball,כדור שיער
telekinetic,טלקינטית
brannan,ברנן
jumba,ג'ומבה
morrell,מורל
conveys,מעביר
semesters,סמסטרים
guffaws,צחוקים
pinter,פינטר
jeane,ג'ין
hawes,האווס
deafness,חֵרשׁוּת
francisca,פרנציסקה
spacey,חללי
southerly,דְרוֹמִי
coltrane,קולטריין
convalescent,מַחֲלִים
lahiri,להירי
spiritualist,ספיריטואליסט
mayes,מאייס
spate,מַבּוּל
mcenroe,מקנרו
seger,סגר
manipulates,מניפולציות
dote,אהבה
noob,טירון
lanyard,שְׁרוֹך
samoan,סמואי
swines,חזירים
endearment,הַבָּעַת חִיבָּה
showboat,סירת ראווה
azalea,אזליאה
fastidious,בַּררָנִי
beecham,ביצ'אם
pickaxe,מַכּוֹשׁ
fx,FX
lowery,אַפלוּלִי
oust,לְגַרֵשׁ
abram,אברהם
steamroller,מכבש קיטור
yuppies,יאפים
pelicans,שקנאים
imperialists,אימפריאליסטים
republics,רפובליקות
deficits,גירעונות
unraveled,מְפוּענָח
emphatic,תַקִיף
aficionado,מַעֲרִיץ
irrespective,בלי קשר
fede,פדה
barneys,בארניס
forums,פורומים
rejuvenate,לְהַצְעִיר
alois,אלויס
kleist,קלייסט
fanned,מנופף
barts,בארטס
diorama,דיורמה
matzo,מצה
unicef,יוניצ"ף
dich,דיך
frankincense,לְבוֹנָה
miya,מיה
lovelies,יקירי
scoliosis,עַקמֶמֶת
aquinas,אקווינס
feelgood,להרגיש טוב
reshape,שִׁנוּי צוּרָה
lakewood,לייקווד
zhivago,ז'יווגו
pistachios,פיסטוקים
educators,מחנכים
pitying,מרחם
volta,וולטה
unappreciated,לא מוערך
shiraz,שיראז
hoopla,הופלה
solarium,סולריום
pagers,ביפרים
karr,קאר
unpublished,לא פורסם
conscription,גִיוּס חוֹבָה
mahone,מאהון
manicured,מטופח
collectibles,פריטי אספנות
playpen,לוּל
scriptwriter,תסריטאי
mergers,מיזוגים
lavage,שטיפה
slocum,סלוקום
curiouser,סקרן יותר
lg,lg
locale,מקום
reconstructing,שחזור
clunks,גושים
ninety-eight,תשעים ושמונה
relaying,ממסר
woodcutter,חוֹטֵב עֵצִים
feint,הַטעָיָה
remuneration,שָׂכָר
orr,אור
snakebite,הכשת נחש
filament,נִימָה
lusting,הִתחַשְׁקוּת
fisticuffs,הִתכַּתְשׁוּת
hermia,הרמיה
banu,באנו
preservatives,חומרים משמרים
fine-tooth,שיניים עדינות
whiskies,ויסקי
peoria,פאוריה
assisi,אסיזי
georgi,ג'ורג'י
acrobatic,אקרובטי
interminable,נִמשָׁך לְלֹא סוֹף
trumbull,טרומבול
unhurt,ללא פגע
eres,ארס
shadwell,שאדוול
solicited,התבקש
superglue,דבק-על
condescend,להתנשא
neuroses,נוירוזות
rl,ר.ל.
siphoning,שאיבה
leche,חלב
confining,מגביל
penitence,תְשׁוּבָה
homunculus,הומונקולוס
hullabaloo,רעש
sunderland,סנדרלנד
woolworth,וולוורת'
manitoba,מניטובה
dubrovnik,דוברובניק
adem,אדם
anti-government,אנטי-ממשלתי
advices,עצות
cuzco,קוסקו
liberalism,לִיבֵּרָלִיוּת
crudely,באופן גס
cristobal,קריסטובל
turnoff,כְּבִישׁ צְדָדִי
hypnotised,מהופנט
tarik,טאריק
currencies,מטבעות
maha,מאהא
articulated,מְבוּטָא
nra,nra
gbh,גבה
decapitate,לַעֲרוֹף רֹאשׁ
bagley,באגלי
surnames,שמות משפחה
dweller,תוֹשָׁב
incontinent,חוסר שליטה בשתיקה
uninspired,לְלֹא הַשׁרָאָה
lockjaw,צַפֶּדֶת
een,אין
deen,דין
one-quarter,רבע
singularly,באופן יחידני
nagged,נדנד
gladness,שִׂמְחָה
briony,בריוני
unromantic,לא רומנטי
cacophony,קָקוֹפוֹניָה
nunzio,נונציו
bando,בנדו
brags,מתפאר
impeach,להדיח
toyotomi,טויוטה
resigns,מתפטר
meddled,התערב
bawdy,גסה
bumpkins,בוםקינס
vaya,ואיה
evildoers,עושי רעה
psychotropic,פסיכוטרופי
shaquille,שאקיל
callaway,קאלאווי
after-dinner,אחרי ארוחת הערב
disenfranchised,חסרי זכויות
repartee,תְשׁוּבָה שְׁנוּנָה
tacked,נעוץ
short-tempered,קצר רוח
capitulate,לְהִכָּנֵעַ
viaduct,מַעֲבָר מַיִם
repossess,להחרים
pecos,פקוס
jubal,יובל
grable,גרייבל
yew,טקסוס
servile,מִתרַפֵּס
aurore,זוהר הקוטב
dolby,דולבי
bromley,ברומלי
mopey,מופי
chlo,כלו
sukiyaki,סוקיאקי
pleiades,פליאדות
pouches,שקיות
tuckered,מכווץ
suzhou,סוז'ו
soapbox,סַבּוֹנִיָה
fil,פיל
ender,אנדר
expansive,מִתפַּשֵׁט
dropouts,נשירה
collingwood,קולינגווד
giri,ג'ירי
dearborn,דירבורן
clapper,מַקוֹשׁ
appeased,מְפוּיָס
counterattack,התקפת נגד
wombat,וומבט
buccaneers,שודד ים
officiate,לְכַהֵן
yitzhak,יצחק
matata,מטטה
grooving,חריצים
dependents,תלויים
man-child,ילד-גבר
caramelized,מקורמל
predicated,מבוסס
bodhisattva,בודהיסטווה
herewith,בָּזֶה
jabberwocky,ג'אברווקי
solidified,התמצק
olin,אולין
floundering,מתלבט
viscous,צָמִיג
druggist,רוֹקֵחַ
pseudo,מְדוּמֶה
pradhan,פרדהאן
kwak,קוואק
repealed,בוטל
encino,אנצ'ינו
stabilised,מְיוּצָב
oneness,אַחְדוּת
deflate,לְהוֹצִיא אֲוִיר
moccasins,מוֹקָסִינִים
greengrocer,יַרקָן
shamus,שאמוס
jolson,ג'ולסון
chol,כול
depletion,דִלדוּל
impersonated,התחזות
unos,אונוס
compilation,הַהדָרָה
smackers,מציצות
effected,הושפע
reims,ריימס
fairplay,הוגן
tanto,טנטו
beauteous,יְפֵהפֶה
pullover,אֲפוּדָה
longmire,לונגמיר
maelstrom,מְעַרבּוֹלֶת
loulou,לולו
braved,אמיצה
closed-circuit,מעגל סגור
trespassed,הסגת גבול
panna,פאנה
posthumously,לאחר מותו
ices,קרחים
joakim,יואקים
rehan,רהאן
yegor,יגור
whey,מֵי גְבִינָה
adolphe,אדולף
sepp,ספ
stricter,מחמיר יותר
sauteed,מוקפץ
liane,ליאן
well-paid,משכורת טובה
lacquer,לַכָּה
morey,מורי
lobbied,שתדלן
conversely,להפך
tortellini,טורטליני
yearbooks,ספרי מחזור
pigments,פיגמנטים
deceptively,באופן מטעה
lunchroom,מִזנוֹן
counterfeiter,זייפן
originates,מקורו
oldham,אולדהאם
dimas,דימאס
footstep,צַעַד
vayu,ואיו
bigmouth,פה גדול
honeycutt,האניקאט
indelicate,לא עדין
ung,צעיר
conveying,הוֹבָלָה
extramarital,מחוץ לנישואין
basha,באשה
acoming,מגיע
nicholls,ניקולס
buller,בולר
harbouring,מחסה
soothsayer,מַגִיד עֲתִידוֹת
prosthesis,תוֹתֶבֶת
nooks,פינות
stringent,קַפְּדָנִי
coolio,קוליו
hackman,הקמן
benedetto,בנדטו
choirboy,נער מקהלה
ather,אבא
settee,סַפָּה
lionheart,לב הארי
paracelsus,פארצלסוס
svengali,סוונגלי
backache,כאבי גב
ngs,נגס
stix,סטיקס
tenets,עקרונות
constituted,היוו
bergerac,ברגראק
maiko,מאיקו
la-di-da,לה-די-דה
lookout,תַצְפִּית
brokeback,ברייקבק
walkthrough,סיכום
nadezhda,נדיז'דה
lancers,לנסרים
bast,מְבוּסֵר
jahan,ג'אהן
pernod,פרנוד
manohar,מנוהר
reenact,לשחזר
uninterested,חסר עניין
coattails,זנבות מעיל
thet,ת'ט
chastise,לנזוף
stoller,סטולר
griddle,מַחתָה
pocketful,כיס מלא
burgeoning,נִבִיטָה
moulds,תבניות
wrenches,מפתחות ברגים
grecian,יווני
yhe,כן
alhambra,אלהמברה
mariette,מריאטה
moolah,כסף
littleton,ליטלטון
trashcan,פח האשפה
typhoons,טייפונים
upshot,תוֹצָאָה
eco-friendly,ידידותי לסביבה
courtier,חַצרָן
lacs,לאקים
landmine,מוקש
cartwheel,גלגלון
burka,בורקה
supermassive,סופר-מאסיבי
spotlights,זרקורים
canoeing,שייט בקאנו
impetus,תְנוּפָה
daemon,דמון
staffer,איש צוות
ripened,הבשיל
thermodynamics,תֶרמוֹדִינָמִיקָה
efendi,אפנדי
fetishes,פטישים
zin,צין
retracing,חזרה על עקבות
fairmont,פיירמונט
jinny,ג'יני
loring,לורינג
sweltering,מחניק
indentured,חוזית
blackbirds,שחרורים
wilmot,וילמוט
anto,אנטו
chanted,שרה
biographies,ביוגרפיות
rerouting,ניתוב מחדש
darkie,דארקי
ostia,אוסטיה
critiques,ביקורות
subtleties,דקויות
shri,שרי
irrevocably,באופן בלתי הפיך
heckling,ללעוג
kickoff,בְּעִיטַת הַפְּתִיחָה
hydrangeas,הידרנג'ות
quantify,לכמת
tailpipe,צינור הפליטה
alle,הכל
lowen,לוון
blurring,טִשׁטוּשׁ
castes,קאסטות
biochemist,ביוכימאי
occupancy,תפוסה
macdougall,מקדוגל
pirouette,פִּירוּאֶט
mnemonic,זכירת זיכרון
berber,ברברי
wolcott,וולקוט
weighty,כָּבֵד
righ,ימין
benzene,בֶּנזִין
lathrop,לטרופ
mcclain,מקליין
double-time,כפול זמן
fumigated,מעומם
whatchamacallit,מהצ'אמאקליט
fatties,שמנים
behinds,אחוריים
murata,מוראטה
koizumi,קויזומי
pooled,מאוחד
radiohead,רדיוהד
foray,פְּשִׁיטָה
lcd,lcd
needlework,תְפִירָה
referrals,הפניות
eps,אפסים
chock-full,מלא עד אפס מקום
footfalls,צעדים
hagar,הגר
ashlee,אשלי
whistleblower,חושף שחיתויות
facsimile,פָקסִימִילִיָה
unpatriotic,לא פטריוטי
airfare,כרטיסי טיסה
tormentor,מְעָנֶה
greenbacks,דולרים
ott,אוט
bartok,ברטוק
panhandle,לְקַבֵּץ נְדָבוֹת
monterrey,מונטריי
greaves,גרייבס
mclaughlin,מקלפלין
balli,באלי
unbuttoned,לא מכופתר
equine,סוּסִי
huygens,הויגנס
falsify,לְסַלֵף
velour,קטיפה
disapproving,לא מאשר
zinger,זינגר
batons,אלות
myocardial,שריר הלב
scolds,נזיפות
bluey,כחול
ciara,סיארה
dren,ילדים
punky,פאנקי
darkly,באופן אפל
dob,תאריך לידה
dissension,מַחֲלוֹקֶת
duplicitous,דו-צדדי
lathe,מַחֲרָטָה
eleonora,אלאונורה
sss,אס אס
riffs,ריפים
ebert,אברט
mccallum,מקאלום
oyama,אויאמה
broadminded,רְחַב אֹפֶק
selflessly,באופן אנוכי
compasses,מְחוּגָה
nastiness,נִבזוּת
persistently,בהתמדה
ruda,רודה
vindaloo,וינדלו
encroaching,פולש
sugi,סוגי
heralds,מבשרים
oder,אודר
split-second,שבריר שנייה
trafficked,סחר
highlighting,הדגשה
monolith,מונולית
tenzin,טנזין
nads,נאדס
cobblers,סנדלרים
nubia,נוביה
brita,בריטה
out-of-body,מחוץ לגוף
sheepdog,כלב רועים
fein,פיין
quaid,קוויד
sio,סיו
clotilde,קלוטילדה
albertine,אלברטין
mh,מ.ה.
krupp,קרופ
kofi,קופי
mendes,מנדס
roundhouse,בית עגול
birdcage,כלוב ציפורים
burdett,בורדט
gustaf,גוסטף
referees,שופטים
bap,באפ
shout-out,קריאה
addendum,תוֹסֶפֶת
atoll,אָטוֹל
caked,אפוי
short-circuit,קצר חשמלי
shamefully,באופן מביש
simo,סימו
rescuer,מחלץ
searcher,מחפש
earmarked,ייעודי
shimon,שמעון
milestones,אבני דרך
g8,g8
vani,ואני
fatigues,עייפות
shrubbery,שִׂיחִים
needlepoint,רקמה
wyndham,ווינדהאם
basins,אגנים
lech,לך
shod,נָעוּל
counseled,ייעץ
aurelia,אורליה
nightdress,כּוּתוֹנֶת לַיְלָה
evidentiary,ראיות
alsace,אלזס
measurable,מָדִיד
shinhwa,שינהווה
nsc,לאומי לאומי
bequest,עִזָבוֹן
witchy,מכשף
cowan,קוואן
disinformation,מֵידָע מַטעֶה
publicized,מְפוּרסָם
yamaha,ימאהה
hom,בית
outsourcing,מיקור חוץ
brandishing,מנופף
polina,פולינה
inoculated,מחוסן
brocade,ברוקדה
forty-one,ארבעים ואחת
wane,לִדעוֹך
schafer,שייפר
jessy,ג'סי
plexus,מִקלַעַת
minimise,לְצַמְצֵם
anda,אנדה
vaca,חופשה
minster,שר
pedrosa,פדרוסה
beguiling,מפתה
liddell,לידל
selene,סלנה
meisner,מייזנר
constantin,קונסטנטין
reheat,לחמם מחדש
granary,אָסָם
notting,נוטינג
teamsters,אנשי צוות
freefall,נפילה חופשית
abominations,תועבות
parabolic,פרבולית
jono,ג'ונו
josefa,יוזפה
harrogate,הארוגט
tumblers,כוסות
renton,רנטון
closeted,בארון
messaged,שלח הודעה
botulism,בּוּטוּלִיזְם
heaped,מְגוּבָּב
trawl,מִכְמוֹרֶת
mimes,פנטומימאים
saipan,סאיפאן
ayers,איירס
townie,עיירה
cert,תעודה
q-tip,טיפים
synagogues,בתי כנסת
soe,סו
clough,קלאו
thurber,ת'ורבר
carny,קרני
pippy,פיפי
cathouse,בית חתולים
recast,לִבנוֹת מִחָדָשׁ
lusts,תאוות
burble,גִרגוּר
descriptive,תֵאוּרִי
rumblings,רעמים
gooch,גוץ'
meldrum,התמזגות
refilled,ממולא מחדש
vestal,וסטלית
antares,אנטארס
oakes,אלונים
cheltenham,צ'לטנהאם
pranked,מתיחה
gramercy,גרמרסי
sculptors,פסלים
hoodies,קפוצ'ונים
clumsiness,סִרבּוּל
lysander,ליסנדר
paradoxes,פרדוקסים
scabies,גָרֶדֶת
ostend,אוסטנד
reddick,רדיק
radek,ראדק
carm,כרם
civvies,אזרחים
gravest,חמור ביותר
psoriasis,סַפַּחַת
tutsi,טוטסי
teaspoons,כפיות
seeding,זריעה
ullman,אולמן
amphitheater,אַמְפִיתֵאַטרוֹן
hardheaded,מְפוּכָּח
schlep,שלף
pyromaniac,פירומן
rancor,שִׂנאָה
white-hot,לוהט
harebrained,פּוֹחֵז
ily,אילי
loaner,מושאל
saran,סרן
stiffness,נוּקְשׁוּת
petitioner,עוֹתֵר
inertial,אינרציה
tight-ass,תחת צמוד
heis,הוא
worldview,השקפת עולם
motta,מוטה
quinton,קווינטון
litigator,עורך דין
baffles,מחיצות
housekeepers,עוזרות בית
mellon,מלון
neuron,עֲצָבוֹן
servo,סרוו
atelier,סטודיו
meddlesome,מִתעַרֵב
reexamine,לבחון מחדש
hydroelectric,הידרואלקטרית
corinna,קורינה
grands,גרנדים
attrition,שחיקה
bullshitter,שטויות
overextended,מתוח יתר על המידה
pinup,פינאפ
bollinger,בולינגר
cased,מכוסה
commemorating,להנצחה
c-note,הערה ג'
achim,אחים
theron,ת'רון
altimeter,מַד גוֹבָה
mired,מְבוּצָץ
gendarmerie,ז'נדרמריה
parolee,משוחרר על תנאי
heng,הנג
caron,קארון
sanya,סאניה
criminality,פשיעה
denzil,דנזיל
doctrines,דוקטרינות
edging,שוליים
buckling,קְרִיסָה
stakeouts,סיכונים
irvin,אירווין
fina,פינה
shill,שיל
recurrence,הִשָׁנוּת
