you,ти
infertile,безплідний
hundredth,сотий
crone,стара жінка
nantucket,Нантакет
hardman,хардмен
profanity,ненормативна лексика
savi,Саві
flan,флан
pledging,обіцянка
pickett,Пікетт
narrowly,вузько
harpy,гарпія
refine,удосконалювати
prohibits,забороняє
quartered,четвертований
rushmore,Рашмор
boyhood,юність
implosion,імплозія
aguirre,Агірре
dorota,Дорота
ethically,етично
oni,оні
leaflet,листівка
bylaws,статут
corinthians,коринфян
parakeet,папуга
guppy,гуппі
pandemic,пандемія
mobsters,гангстери
tendons,сухожилля
keynote,основна доповідь
air-raid,повітряна тривога
recreating,відтворення
vacuuming,пилососити
characterize,характеризувати
salam,салам
requiem,реквієм
ragtime,регтайм
stoney,кам'янистий
biddy,Бідді
pum,насос
terminus,кінцева зупинка
barrio,район
hy,гі
octavius,Октавіус
majid,Маджид
knockouts,нокаути
boleyn,Болейн
stapleton,Стейплтон
placid,спокійний
sirree,серрі
clio,Кліо
nymphomaniac,німфоманка
excommunicated,відлучений від церкви
bosoms,груди
agata,агата
qiao,цяо
lyra,ліра
good-luck,удачі
hysterics,істерики
girlish,дівочий
misdeeds,провини
racquetball,ракетбол
amassed,накопичений
motherly,материнський
vicarage,вікарій
unchecked,неперевірений
turnpike,шлагбаум
eroded,еродований
effeminate,жіночний
neely,Нілі
deane,декан
extravaganza,феєрія
optimum,оптимальний
gad,гад
tet,тет
substation,підстанція
decomposing,розкладання
topaz,топаз
depiction,зображення
pregnancies,вагітності
agrippina,Агрипина
gargoyles,горгульї
dimaggio,дімаджо
fontana,фонтан
pediatrics,педіатрія
grandmama,бабуся
mcveigh,Маквей
dueling,дуель
colic,коліки
implementation,впровадження
overthrown,повалений
administrators,адміністратори
gobi,гобі
dwindling,скорочується
diggle,копати
ptolemy,Птолемей
earle,Ерл
omnipotent,всемогутній
goss,плітки
mites,кліщі
chia,чіа
gelatin,желатин
nought,нуль
localized,локалізований
leery,підозрілий
skittish,полохливий
collie,коллі
graceland,Грейсленд
xiv,xiv
sulfuric,сірчаний
marten,куниця
abnormality,аномалія
legwork,важка робота
ten-four,десять чотири
trawler,траулер
apprised,поінформований
wilds,дикі природи
harkness,харкнесс
christendom,християнство
guidebook,путівник
prophetic,пророчий
bakes,випікає
offhand,мимохідь
brixton,Брікстон
jeffers,Джефферс
weathered,вивітрюваний
forties,сорокові роки
cohn,Кон
hydrate,гідрат
ativan,ативан
uncontrolled,неконтрольований
ceres,церера
shortsighted,недалекоглядний
yumiko,юміко
boozer,п'яниця
flounder,камбала
motorbikes,мотоцикли
munson,Мансон
enact,приймати
real-time,у режимі реального часу
shatner,Шатнер
breton,бретонець
menial,чорний
grasslands,луки
bode,віщує
crucible,тигель
caputo,капуто
lookee,глядач
gena,гена
mixed-up,переплутаний
pruning,обрізка
doobie,дубі
full-fledged,повноцінний
overestimate,переоцінювати
meathead,тупиця
drywall,гіпсокартон
foolhardy,безрозсудний
brownstone,коричневий камінь
basra,Басра
bilateral,двосторонній
aggressor,агресор
uppercut,апперкот
anorexic,анорексичка
bem,бем
slouch,сутулитися
videotaped,записаний на відео
voicemail,голосова пошта
cadavers,трупи
lunge,випад
callback,зворотний виклик
battlefields,поля битв
sifting,просіювання
buffaloes,буйволи
michio,michio
acorns,жолуді
scouted,розвіданий
snitches,доносчики
squarely,прямо
fragmented,фрагментований
parley,переговори
catatonic,кататонічний
trippy,тропічний
yuppie,яппі
a1,а1
unprovoked,неспровокований
effortless,без зусиль
resounding,гучний
cymbals,цимбали
narcissism,нарцисизм
denham,Денхем
elkins,Елкінс
reciprocate,взаємністю
seminal,основоположний
smartphone,смартфон
aisles,проходи
ingmar,Інгмар
knotted,вузлуватий
yucky,гидкий
schematic,схематичний
karlsson,Карлссон
carpeting,килимове покриття
katharina,Катаріна
styrofoam,пінопласт
whosoever,будь-хто
ingest,ковтати
montrose,Монтроуз
precautionary,запобіжний
coursing,бігу
neurosis,невроз
skint,скінт
allyson,Еллісон
amita,Аміта
dolt,дурень
fervent,палкий
upheld,підтримано
ilse,Ільза
tacks,шпильки
wonky,хиткий
kronos,Кронос
franca,франка
sikander,сикандер
variance,дисперсія
yoichi,yoichi
jeffersonian,джефферсонівський
skittles,кеглі
sanne,санне
outlived,пережив
alienate,відчужувати
yielding,поступливий
dedicating,присвячення
empowering,розширення можливостей
borscht,борщ
cha-cha-cha,ча-ча-ча
sustaining,підтримуючий
front-page,перша шпальта
limber,гнучкий
alerting,оповіщення
smooching,поцілунки
lilian,Ліліан
teensy,крихітний
snowmobile,снігохід
sonnet,сонет
knifed,порізаний ножем
avril,квітень
bicker,сварка
