you,tu
livelihoods,meios de subsistência
ostrov,ostrov
suppers,jantares
toujours,sempre
aliya,aliya
yunnan,Yunnan
lie-down,deitar-se
meu,O meu
acuity,acuidade
factored,fatorado
esau,esaú
theorize,teorizar
lickety-split,rapidinho
implantation,implantação
jiri,jiri
antiaircraft,antiaéreo
galloped,galopou
keyholes,fechaduras
feasibility,viabilidade
dumbwaiter,monta-cargas
divan,divã
unaccustomed,não habituado
abend,abend
apa,apa
macnamara,macnamara
mandates,mandatos
decider,decisor
donohue,Donohue
roi,retorno do investimento
bloating,inchaço
vijayawada,vijayawada
professorship,cátedra
justina,Justina
prompts,prompts
brawler,brigão
cookbooks,livros de receitas
moneys,dinheiro
cortland,Cortland
hard-nosed,teimoso
humbert,Humberto
islington,Islington
canna,cana
dominicans,dominicanos
turbos,turbos
soured,azedou
frankfurter,salsicha
darya,Darya
bounties,recompensas
slushy,lamacento
stonehaven,Stonehaven
beaded,com missangas
alyce,Alyce
pretences,fingimentos
receded,recuou
soiling,sujeira
soft-boiled,cozido mole
heep,heep
ander,e
bist,bis
convents,conventos
bartolomeo,Bartolomeu
ninety-seven,noventa e sete
nikes,tênis
coho,salmão coho
marlena,Marlena
profiteers,aproveitadores
hyperventilate,hiperventilar
borns,nascidos
despaired,desesperado
akan,akan
befriending,fazer amizade
licker,lambedor
craniotomy,craniotomia
shankara,Shankara
bricked,tijolos
stoking,atiçando
rulings,decisões
fleischer,carneiro
stearns,Stearns
enshrined,consagrado
debuted,estreou
jessel,Jessél
tamir,tamir
circulates,circula
showboating,exibicionismo
anzio,Anzio
short-range,curto alcance
blaney,Blaney
consular,consular
helms,lemes
cluttering,desordem
warm-hearted,de bom coração
donk,burro
ciera,ciera
mauling,ataque
caz,caz
massed,massa
reema,Reema
beddy-bye,cama-tchau
deimos,deimos
tutankhamen,Tutancâmon
spigot,torneira
spurting,jorrando
ribbed,canelado
blurb,texto de apresentação
godforsaken,abandonado por Deus
livorno,Livorno
clairvoyance,clarividência
quilting,acolchoamento
undervalued,subvalorizado
paddled,remou
ue,ue
coran,corão
gunship,helicóptero de ataque
sputum,escarro
minimizing,minimizando
arbogast,arbogasto
billable,faturável
vibing,curtindo
slates,ardósias
dpp,dpp
unrepentant,impenitente
physic,física
particulate,particulado
interferon,interferão
kharkov,Carkov
jackfruit,jaca
rf,rf
equalizer,equalizador
catharine,Catarina
britton,britânico
slote,slote
orcas,orcas
morro,morro
ful,ful
honest-to-god,honestamente
burl,nó
ringleaders,líderes
rist,rist
biao,biao
chiles,pimentas
sarcoma,sarcoma
hirohito,Hirohito
koster,koster
komatsu,komatsu
morningstar,estrela da manhã
regi,registo
rac,corrida
rock-and-roll,rock and roll
ferrar,ferrar
samosa,samosa
pigmentation,pigmentação
paraguayan,paraguaio
mena,mena
excerpts,trechos
pardo,pardo
mada,mada
neurotransmitters,neurotransmissores
cabbies,taxistas
husks,cascas
eurasia,Eurásia
paneling,painéis
poolroom,sala de bilhar
loli,loli
divulged,divulgado
prosit,prós
aspersions,acusações
dynastic,dinástico
concealer,corretivo
petrograd,Petrogrado
grrrr,grrrr
torturers,torturadores
helvetica,helvetica
beaters,batedores
two-face,duas caras
hod,hod
emulsion,emulsão
eccentricity,excentricidade
ciphers,cifras
baptismal,batismal
petunias,petúnias
beryllium,berílio
seditious,sedicioso
chengdu,Chengdu
crosschecked,verificado
dawgs,cães
reuters,Reuters
pique,pique
bounding,delimitando
sisterly,irmãs
transitory,transitório
clip-on,clipe
organiser,organizador
overseen,supervisionado
cabral,#l
fromage,fromage
sanhedrin,Sinédrio
mccandless,McCandless
metadata,metadados
intuitively,intuitivamente
linings,forros
antero,antero
piaf,Piaf
unglued,descolado
catch-22,dilema do tipo "contra-ataque"
causality,causalidade
trebek,trebek
bobsled,trenó
berkley,Berkeley
unhygienic,anti-higiênico
matchup,confronto
factoring,fatoração
gard,guarda
waimea,waimea
lubricated,lubrificado
knudsen,knudsen
zenobia,Zenóbia
borland,Borland
orangutans,orangotangos
romper,macacão
tallyho,tallyho
garnished,guarnecido
gid,gid
outflank,flanquear
visitations,visitas
informations,informações
co-production,coprodução
phar,far
restaurateur,restaurateur
swastikas,suásticas
clammed,amêijoas
loma,loma
dishwashing,lavar louça
scud,scud
dreamlike,onírico
theodor,teodor
waterboarding,afogamento simulado
plonker,idiota
rhesus,macaco rhesus
julep,julep
generational,geracional
ecmo,ecmo
gerbils,gerbos
defrosted,descongelado
b-boy,b-boy
aboveboard,transparente
signet,sinete
rosewater,água de rosas
murai,murai
misdiagnosed,diagnóstico errado
arrays,matrizes
gigolos,gigolôs
thro,através
frenetic,frenético
ornithologist,ornitólogo
dore,dore
perfidious,pérfido
fais,fais
kratz,Kratz
silkworm,bicho-da-seda
roby,Roby
numbed,entorpecido
sodomite,sodomita
makepeace,fazer as pazes
guzzler,bebedor
kuang,kuang
tilling,lavra
possessor,possuidor
silesia,Silésia
ericson,Ericson
victoire,vitória
acn,acn
dizzying,vertiginoso
barcode,código de barras
minton,minton
irie,irie
scuffed,arranhado
morgans,Morgans
fonts,fontes
procrastinating,procrastinar
childhoods,infâncias
quintero,quintero
mommie,mamãe
surfboards,pranchas de surf
triumvirate,triunvirato
subcontinent,subcontinente
voided,anulado
seaton,seaton
iwata,iwata
chapeau,chapéu
conserving,conservando
scape,fuga
feinstein,feinstein
quests,missões
curtsey,reverência
reshuffle,remodelação
ambivalence,ambivalência
jv,jv
barth,barth
bogies,bogies
kneeled,ajoelhou-se
stupidities,estupidezes
acquires,adquire
scientologists,cientologistas
barratt,barratt
black-tie,gravata preta
gallardo,Gallardo
happenstance,acaso
benedikt,Benedit
ellipse,elipse
sprightly,vivaz
kort,kort
inked,tatuado
gillie,Gillie
no-hitter,sem rebatidas
murch,murch
stanza,estrofe
bonifacio,Bonifácio
tensile,tração
hob,fogão
girder,viga
rojo,vermelho
quando,quando
redstone,pedra vermelha
qualifier,qualificador
inflection,inflexão
galba,galba
fatwa,fatwa
braiding,trançado
creased,vincado
gani,gani
farris,farris
passer,passador
irkutsk,irkutsk
intelligentsia,intelectualidade
theorizing,teorizando
uruguayan,uruguaio
tomlinson,Tomlinson
swimwear,roupas de banho
manatees,peixes-boi
montpellier,Montpellier
stifles,sufoca
incitement,incitamento
regale,regozijar
readership,leitores
ben-hur,Ben-Hur
intensively,intensamente
matsuo,matsuo
preamble,preâmbulo
knee-high,até ao joelho
nlf,nlf
understeer,subviragem
allegiances,alianças
spitfires,Spitfires
muggings,assaltos
cellulose,celulose
watercress,agrião
libyans,líbios
greenville,Greenville
downsize,reduzir o tamanho
secretary-general,secretário-geral
tannenbaum,tannenbaum
humdinger,humdinger
thx,THX
hallows,sagrados
footmen,soldados
corinthian,coríntio
tomy,tomy
papas,papais
vidar,vidar
swinton,Swinton
sturges,esturjões
woollen,de lã
well-intentioned,bem-intencionado
tallyho,tallyho
plastique,plástico
greenhouses,estufas
kika,kika
poitier,poitier
raison,razão
ardour,ardor
hornsby,hornsby
livelier,mais animado
imperious,imperioso
romany,cigano
agassi,agassi
mugen,mugen
unmade,desfeito
grinders,moedores
amalgamated,amalgamado
mimicry,mimetismo
converged,convergiu
controllable,controlável
pestle,pilão
mullett,Mullet
balsam,bálsamo
wilting,murchando
honked,buzinou
ladykiller,matador de mulheres
ever-present,sempre presente
absalom,Absalão
toughie,durão
unchained,desacorrentado
hypnotizing,hipnotizante
watercolor,aquarela
cotter,contrapino
lanier,lanier
purveyor,fornecedor
competes,compete
scoped,escopo
claypool,piscina de argila
repels,repele
microscopes,microscópios
cowshed,estábulo
dulcie,doce
anglers,pescadores
jimmied,arrombado
dominator,dominador
mid-atlantic,meio-atlântico
mikhailovich,Mikhailovich
flab,gordura
roca,rocha
seale,foca
akka,akka
avila,ávila
fabius,Fábio
observable,observável
sooty,fuliginoso
snuffy,snuffy
lobbies,saguões
rader,radar
vincennes,Vincennes
thereto,para
self-assured,autoconfiante
uselessly,inutilmente
aussies,australianos
stags,veados
handicaps,handicaps
medicis,medics
cine,cinema
fainter,mais fraco
tap-dancing,sapateado
twere,eram
domina,domina
disturbingly,perturbadoramente
caraway,alcaravia
truely,verdadeiramente
ingrown,encravado
afrikaans,afrikaans
acupuncturist,acupunturista
wald,floresta
inimitable,inimitável
struthers,struthers
sua,A sua
tithe,dízimo
helpline,linha de apoio
rend,rasgar
teel,teel
exhausts,escapamentos
tufts,tufos
tenerife,Tenerife
kneading,amassar
rosslyn,Rosslyn
humanism,humanismo
pilcher,pilcher
a-levels,níveis a
consonant,consoante
macaques,macacos
one-one,um-um
thumbs-up,afirmativo
smutty,obsceno
revolutionise,revolucionar
shoplifters,ladrões de lojas
hoppers,funis
2d,2D
weightlifting,levantamento de peso
sabin,sabin
workbench,bancada de trabalho
masher,espremedor
alvi,alvi
milkmaid,leiteira
breaded,à milanesa
tibby,tibby
hsien,hsien
husbandry,criação de animais
kanta,kanta
sleeveless,sem mangas
neutralizing,neutralizante
standoffish,distante
pincus,pincus
gion,região
unquenchable,inextinguível
novella,novela
finality,finalidade
adversarial,adversário
newspapermen,jornalistas
bodes,presságios
racecourse,hipódromo
diffused,difundido
amusements,diversões
grifters,vigaristas
newbury,Newbury
enhancements,melhorias
housebroken,domesticado
deliverer,entregador
lubricate,lubrificar
nikolas,Nikolas
manheim,Manheim
purifier,purificador
twaddle,bobagem
raynor,Raynor
fishery,pesca
spray-painted,pintado com spray
untainted,imaculado
toilette,toalete
neda,Neda
abdication,abdicação
iroquois,iroqueses
hyphen,hífen
subjugation,subjugação
northerly,norte
dryness,secura
stucco,estuque
pangaea,Pangeia
miyoshi,miyoshi
bletchley,Bletchley
moslem,muçulmano
goblets,cálices
marshland,pântano
cloak-and-dagger,capa e punhal
suturing,sutura
resets,reinicializações
aso,também
avis,avisos
lazare,lazareto
leibniz,leibniz
compulsions,compulsões
durkin,Durkin
copywriter,redator publicitário
uncooked,cru
overcharge,sobrecarga
sogo,sogo
amputee,amputado
cubed,ao cubo
ladybugs,joaninhas
bamboozled,enganado
halting,parando
ringtail,cauda anelada
alarcon,alarcon
mooching,aproveitando-se
adena,adena
batiste,cambraia
contrive,arquitetar
mta,mta
odometer,odômetro
stimulator,estimulador
cour,tribunal
cosmonauts,cosmonautas
premiered,estreou
pastors,pastores
tumblr,tumblr
dumper,basculante
griefs,tristezas
reneged,renegou
daggett,Daggett
fumbles,tropeços
cantankerous,rabugento
bewitch,enfeitiçar
taras,taras
benediction,bênção
shar,shar
ashy,acinzentado
bullring,praça de touros
intersections,cruzamentos
jabbed,cutucou
slaughters,massacres
engorged,ingurgitado
go-cart,kart
oreste,oreste
gooding,bom
ravished,arrebatada
maximo,máximo
macallan,macallan
chapels,capelas
candelaria,candelária
analogies,analogias
phds,doutorados
freeze-dried,liofilizado
chor,coro
stagnation,estagnação
selznick,selznick
lda,lda
rocketed,disparou
balthasar,balthasar
strasse,rua
blount,Blount
westin,oeste
puncher,perfurador
pined,ansiava
dantes,dantes
hypnotherapy,hipnoterapia
cruzeiros,cruzeiros
gatherer,coletor
nudged,cutucou
ledbetter,melhorou
macs,macs
bunched,agrupados
grete,grande
quarterbacks,quarterbacks
talleyrand,talleyrand
iori,iori
budgeted,orçamentado
frontline,linha de frente
hubs,centros
ranjan,ranjan
scald,escaldar
slow-moving,de movimento lento
carbonated,carbonatado
gumbel,gumbel
albedo,albedo
counterintuitive,contraintuitivo
sedimentary,sedimentar
gabon,Gabão
idi,idi
burdock,bardana
alumnus,ex-aluno
tarantulas,tarântulas
wicca,Wicca
irrepressible,irreprimível
pomona,pomona
perugia,Perugia
pg-13,pág. 13
splints,talas
cloudless,sem nuvens
windstorm,tempestade de vento
telltale,revelador
hirano,hirano
lawmen,policiais
repast,refeição
tributary,afluente
embry,embrião
farhan,Farhan
sanka,sanka
amherst,Amherst
deckhand,marinheiro
pettiness,mesquinhez
fb,Facebook
primula,prímula
fluttered,tremulava
toymaker,fabricante de brinquedos
patten,padrão
bloomfield,Bloomfield
rewiring,reconfiguração da cablagem
roust,roust
mewing,miado
yomi,yomi
dupre,dupre
kade,kade
entrapped,presos
facedown,de bruços
diagnosing,diagnóstico
aviary,aviário
hysteric,histérico
sandpiper,maçarico
mpd,mpd
languid,lânguido
chagrin,desgosto
tallmadge,tallmadge
righting,endireitando
avner,Avner
preset,predefinição
electrolyte,eletrólito
sidestep,passo lateral
fusiliers,fuzileiros
rigors,rigores
priestley,Priestley
lofts,sótãos
ironies,ironias
barrios,bairros
nabil,Nabil
junker,sucata
teakettle,chaleira
paquito,paquito
likened,comparado
fugly,feio
annabella,Annabella
spackle,massa corrida
kinski,Kinski
wicklow,Wicklow
beachfront,beira-mar
digoxin,digoxina
handmade,feito à mão
prosecco,prosecco
loa,loa
tw,dois
tanu,tanu
watford,Watford
lenz,Lenz
accomplishes,realiza
rescheduling,remarcação
corked,arrolhado
giggs,Giggs
wrenching,arrancando
oracles,oráculos
connotation,conotação
varvara,varvara
viejo,velho
neeley,Neeley
lauda,lauda
big-boy,garotão
cashiers,caixas
escarpment,escarpa
vries,vries
idolatry,idolatria
sandford,Sandford
class-action,ação coletiva
sleds,trenós
lory,lory
shmuel,Shmuel
tightwad,avarento
subcontractors,subcontratados
logger,lenhador
hammocks,redes
half-full,meio cheio
landscaper,paisagista
liggett,Liggett
moralist,moralista
rolla,rolo
devastatingly,devastadoramente
flappy,flappy
propping,apoio
reseda,reseda
nila,nila
novelties,novidades
kaffir,kaffir
reserving,reservando
snouts,focinhos
waivers,isenções
fieldwork,trabalho de campo
mav,mav
borstal,reformatório
blastoff,decolagem
analyzes,analisa
snc,snc
smattering,espalhamento
marketable,comercializável
azores,Açores
readied,preparado
baster,seringa
sanitized,higienizado
gold-digger,interesseira
okayama,okama
disillusionment,desilusão
kugel,kugel
spearheaded,liderado
replenished,reabastecido
vela,vela
nonrefundable,não reembolsável
self-improvement,autoaperfeiçoamento
holyfield,Campo sagrado
worcestershire,Worcestershire
unregulated,não regulamentado
legalization,legalização
fingerprinting,impressão digital
rapier,espada
ballon,balão
cardiothoracic,cardiotorácico
unmistakably,inequivocamente
perforation,perfuração
aubergine,beringela
stoneman,homem de pedra
presenters,apresentadores
phillipa,Filipa
eviscerated,eviscerado
cusack,cusack
stefanie,Stefanie
kehoe,kehoe
asio,asio
carvel,caravela
turtledove,rola
movable,móvel
schism,cisma
buggering,sodomizando
atacama,atacama
mchenry,mchenry
fresca,fresca
slovenian,esloveno
colonised,colonizado
farina,farinha
fellowes,camaradas
incredulous,incrédulo
denizens,habitantes
administrations,administrações
quaaludes,quaaludes
tummies,barrigas
backstroke,nado costas
purifies,purifica
peaceable,pacífico
urology,urologia
monmouth,Monmouth
audrina,audrina
rh,rh
pitifully,lamentavelmente
assignation,atribuição
rabinowitz,rabinowitz
internationale,Internacional
tain,tain
netball,netball
douce,doce
regressed,regredido
ufa,Ufa
kristoff,Kristoff
orioles,orioles
lamotte,lamotte
kandinsky,Kandinsky
co-founder,cofundador
bolan,bolan
condiment,condimento
neuf,novo
zeitgeist,espírito da época
agoraphobic,agorafóbico
jordanian,jordaniano
sufficed,foi suficiente
gog,gog
synapse,sinapse
wakened,acordado
spode,spode
iin,em
fords,Fords
off-broadway,fora da Broadway
alberti,Alberti
proxima,proximal
esplanade,esplanada
jamaicans,jamaicanos
highnesses,altezas
ayes,sim
amplitude,amplitude
jibe,provocação
lanza,lanza
plath,Plath
levitt,Levitt
linseed,linhaça
far-out,muito louco
okazaki,Okazaki
croat,croata
rapped,rap
lermontov,lermontov
vier,vier
whitefish,peixe branco
foodstuffs,alimentos
fishers,pescadores
skilling,capacitação
greenhill,colina verde
disrupter,disruptor
beakers,béqueres
madrigal,madrigal
introspection,introspecção
overseers,supervisores
edson,Edson
amado,amado
boondocks,mato
mcc,mcc
lapidus,lapidus
baguettes,baguetes
patina,pátina
reproductions,reproduções
charisse,charisse
nasdaq,Nasdaq
pollutants,poluentes
asbo,asbo
balsa,balsa
infiltrator,infiltrador
cruces,cruzes
overdoses,overdoses
consolidation,consolidação
effrontery,descaramento
sapien,sapien
enya,enya
relinquished,renunciou
mirroring,espelhamento
cuckoos,cucos
johanne,johanne
greenish,esverdeado
repudiate,repudiar
eris,éris
hg,hg
pacifists,pacifistas
whitehouse,casa branca
cognition,cognição
megahertz,megahertz
kerner,Kerner
liquefy,liquefazer
blistered,com bolhas
parky,parque
tala,tala
worthiness,dignidade
brazenly,descaradamente
dwindled,diminuíram
carnivals,carnavais
montfort,Montfort
proclivities,propensões
luncheonette,lanchonete
creepiest,mais assustador
dampness,umidade
lbj,lbj
headscarf,lenço de cabeça
whiteman,homem branco
bua,bua
sw,sw
wm,wm
sixty-three,sessenta e três
slam-dunk,enterrada
geist,espírito
omnia,omnia
phys,física
longinus,longino
crawlers,rastejantes
jettisoned,descartado
smyth,smyth
lessened,diminuído
dougherty,massa
dissonant,dissonante
ione,íon
wth,com
corrects,corrige
larch,lariço
silverstone,Silverstone
hopewell,esperança
concertina,sanfona
cardew,cardew
edgerton,edgerton
misfired,disparou falha
pickups,captações
garrisons,guarnições
mcandrew,McAndrew
vitus,vitus
assam,Assam
horticulture,horticultura
dispersion,dispersão
tait,tait
helens,Helena
repatriated,repatriados
blather,tagarelice
howler,uivador
humpbacks,baleias jubarte
antonin,antonina
flat-chested,peito plano
veep,vice-presidente
euan,euan
smote,golpeou
bacillus,bacilo
afflictions,aflições
brookes,riachos
legislator,legislador
bushwick,bushwick
propitious,propício
belie,acreditar
alphabets,alfabetos
subculture,subcultura
a3,a3
tenured,efetivo
geriatrics,geriatria
quip,piada
pullo,pullo
methyl,metilo
raheem,Raheem
westfield,Westfield
warburton,Warburton
chugs,goles
oedipal,edipiano
