you,あなた
multimillion,数百万ドル
snipes,スナイプ
ardennes,アルデンヌ
maudlin,感傷的な
anouk,アヌーク
absconded,逃亡した
weet,ウィート
lonelier,より孤独
slip-up,うっかりミス
mounties,騎馬警官
satanists,サタニスト
pixar,ピクサー
murchison,マーチソン
exley,エクスリー
sideswipe,横滑り
genii,天才
pundit,評論家
disinherited,相続権を剥奪された
undeveloped,未開発
benin,ベナン
quills,羽根ペン
sourced,調達元
vestibule,前室
hegel,ヘーゲル
wy,ワイ
ravings,狂乱
wilby,ウィルビー
immovable,不動
snivelling,鼻をすする
benders,ベンダー
honeymooners,新婚旅行者
groundbreaking,画期的な
pud,プディング
pharisees,パリサイ人
nitric,一酸化窒素
wuthering,嵐が丘
hawley,ホーレー
godavari,ゴダヴァリ
dryers,乾燥機
compote,コンポート
mountaineer,登山家
babbitt,バビット
playoffs,プレーオフ
yeats,イェイツ
rockfish,メバル
advocated,提唱した
strives,努力する
butte,ビュート
tl,tl
counterpoint,対位法
newsreels,ニュース映画
ilan,イラン
escargot,エスカルゴ
mobley,モブリー
chillies,唐辛子
stroganoff,ストロガノフ
upsy-daisy,アップシーデイジー
marathons,マラソン
gl,グール
tums,タムズ
barfed,嘔吐した
roughness,粗さ
cranford,クランフォード
outa,アウト
offal,内臓
fallacy,誤謬
permafrost,永久凍土
weatherby,ウェザビー
kodiak,コディアック
dervish,ダルヴィッシュ
stomps,踏みつける
necromancer,ネクロマンサー
redness,赤み
legation,公使館
schmooze,おしゃべりする
charmingly,魅力的に
envies,羨む
wringing,絞る
redman,レッドマン
boycotting,ボイコット
desperado,デスペラード
aff,アフ
loyalist,忠誠派
anaesthesia,麻酔
sippy,シッピー
steinmetz,スタインメッツ
imogene,イモジェン
ord,命令
fumbled,もたついた
cus,顧客
wicks,芯
corresponded,対応した
afterthought,後付け
whooped,歓声を上げた
kester,ケスター
webby,ウェブビー
bared,露わになった
ic,IC
haphazard,行き当たりばったり
surrealist,シュルレアリスト
kasia,カシア
ulrike,ウルリケ
yannick,ヤニック
epsom,エプソム
cw,cw
saith,言う
misogynistic,女性蔑視
chapstick,リップクリーム
urinated,排尿した
camellia,カメリア
angers,怒る
lawndale,ローンデール
jambalaya,ジャンバラヤ
servings,一人分
wabash,ワバッシュ
ricochets,跳弾
grills,グリル
straddling,またがる
boneless,骨なし
apostrophe,アポストロフィ
olle,オルレ
ise,いせ
qua,クア
tuco,トゥコ
adulation,賞賛
deficiencies,欠陥
unsuccessfully,失敗に終わった
high-security,高セキュリティ
deutschland,ドイツ
slandering,中傷
uav,無人航空機
sudo,sudo
begotten,生まれた
dewy,露に濡れた
moaned,うめき声
resplendent,輝かしい
stockpiling,備蓄
oolong,烏龍茶
yipping,キャンキャン鳴く
forecasts,予測
brainwave,脳波
damnable,忌まわしい
lances,槍
instigator,扇動者
distrustful,不信感
vis,視覚
permian,ペルム紀
clays,粘土
warcraft,ウォークラフト
egor,エゴール
ruel,ルエル
bowles,ボウルズ
kershaw,カーショー
bihari,ビハール州
septimus,セプティマス
chronological,年代順
gloriana,グロリアーナ
minas,ミナス
privatization,民営化
weds,水曜日
dammed,ダムで塞がれた
cheekbone,頬骨
gloriously,見事に
butterfingers,不器用な人
elli,エリ
huerta,ウエルタ
grannie,おばあちゃん
tashi,タシ
spliced,スプライス
oakwood,オーク材
colorless,無色
pugh,ピュー
jenson,ジェンソン
manion,マニオン
heretical,異端の
shaded,日陰
slapper,平手打ち
bathsheba,バテシバ
benefiting,利益を得る
harbored,匿った
sapling,苗木
solidify,固める
hamstring,ハムストリング
bluer,より青みがかった
silhouettes,シルエット
mouthed,口に出して
avanti,アバンティ
fave,お気に入り
handa,ハンダ
montparnasse,モンパルナス
knapp,ナップ
weighin,計量
pricking,刺す
proofread,校正する
methuselah,メトセラ
camo,カモフラージュ
dyslexia,失読症
mcnab,マクナブ
lampshade,ランプシェード
streetlights,街灯
dopes,バカども
sharpie,シャーピー
denials,否定
songwriters,ソングライター
escudos,エスクード
montaigne,モンテーニュ
urns,骨壺
jorgen,ヨルゲン
percentile,パーセンタイル
balder,バルデル
grump,不機嫌な人
boogie-woogie,ブギウギ
nonny,ノニー
zaire,ザイール
itinerant,旅人
rimini,リミニ
tun,トン
pomeroy,ポメロイ
peal,ピール
kage,カゲ
murals,壁画
dakin,ダキン
moana,モアナ
panoramic,パノラマ
gravestones,墓石
dark-skinned,肌の黒い
rickets,くる病
oreo,オレオ
duets,デュエット
brulee,ブリュレ
farmington,ファーミントン
nauseated,吐き気がする
theses,論文
iwas,だった
komsomol,コムソモール
anteater,アリクイ
chipotle,チポトレ
connally,コナリー
mumtaz,ムムターズ
bbs,bbs
midgard,ミズガルド
humanist,ヒューマニスト
ding-a-ling,チリンチリン
initiates,開始する
dere,デレ
copulation,交尾
self-discipline,自己規律
chaco,チャコ
overflows,溢れ出る
bombarding,砲撃
barra,バラ
caseload,担当ケース数
chide,叱責する
knead,こねる
brimmer,ブリマー
sharpshooters,狙撃手
psychotherapist,心理療法士
immortalized,不滅のもの
calla,カラー
icecream,アイスクリーム
mukhtar,ムフタール
latrines,トイレ
spectra,スペクトル
philanderer,浮気者
ouzo,ウゾ
sweepers,スイーパー
throwaway,捨てる
record-breaking,記録破り
electing,選出する
evaporation,蒸発
thermals,サーマル
garish,けばけばしい
palatial,宮殿のような
facelift,フェイスリフト
ashworth,アシュワース
diversified,多様化
picketing,ピケッティング
innovator,革新者
linder,リンダー
caboodle,カブードル
yelena,イェレナ
tatyana,タチアナ
venturing,冒険する
excels,優れている
afterall,結局
solon,ソロン
sociological,社会学
slanderous,中傷的な
norrell,ノレル
torrence,トーレンス
fusses,騒ぎ
criss,クリス
ghettos,ゲットー
villiers,ヴィリエール
headlining,ヘッドライナー
radovan,ラドバン
shiatsu,指圧
prodded,突っついた
babyface,ベビーフェイス
forme,私にとって
long-lasting,長持ちする
scrutinized,精査された
enlistment,入隊
knockout,ノックアウト
lorazepam,ロラゼパム
exerted,発揮する
twisty,ねじれた
resurface,再び表面化する
grenada,グレナダ
kaching,カチン
distanced,距離を置く
hab,ハブ
lotions,ローション
retrovirus,レトロウイルス
pitchforks,熊手
auditors,監査人
trespasser,不法侵入者
ddd,ddd
one-half,半分
taffeta,タフタ
marciano,マルシアーノ
gaily,陽気に
acknowledgment,了承
embryonic,胚の
demographics,人口統計
northward,北へ
breathlessly,息を切らしながら
culpability,有罪
hossein,ホセイン
roebuck,ノロジカ
adaptive,適応型
anc,古代
malvo,マルボ
antacid,制酸剤
ib,ib
well-placed,良い位置にある
unwitting,無意識のうちに
caveat,警告
marginalized,疎外された
rasping,ざらざらした音
newhouse,ニューハウス
banquo,バンクォ
tangles,もつれ
boorman,ブーアマン
amoral,非道徳的
clermont,クレルモン
loincloth,腰布
escalates,エスカレートする
hypothalamus,視床下部
deflection,偏向
underhand,陰険な
defecate,排便する
daz,ダズ
berthe,ベルテ
manifesting,顕現する
onesie,ロンパース
lucienne,ルシエンヌ
marcin,マルチン
stravinsky,ストラヴィンスキー
onthe,オン
pensacola,ペンサコーラ
brutalized,残虐な
arsenio,アルセニオ
consigned,委託された
nagi,ナギ
pander,パンダー
cataract,白内障
gdansk,グダニスク
quicken,クイックン
uncaring,無関心
coolly,冷静に
stephane,ステファン
periphery,周辺
kure,呉
reassign,再割り当て
spoof,パロディ
nearsighted,近視
professed,公言した
queries,クエリ
ushered,案内した
hangings,掛け軸
treasonous,反逆的
lapointe,ラポワント
tubular,管状の
lemoine,ルモワン
green-eyed,緑色の目
wc,トイレ
hermaphrodite,両性具有
shelia,シェリア
warmers,ウォーマー
loners,孤独な人々
baying,吠える
biden,バイデン
ferraro,フェラーロ
dalmatian,ダルメシアン
arsonists,放火犯
ingesting,摂取する
misshapen,形が崩れている
snp,SNP
rejuvenated,若返った
ident,識別
tagore,タゴール
squab,孵りたての
hooliganism,フーリガニズム
colonic,結腸
sharman,シャーマン
neary,ニアリー
valkyries,ヴァルキリー
gitano,ジタノ
lb,ポンド
pyro,パイロ
furtive,こっそりとした
wisecracks,ジョーク
beaujolais,ボージョレ
namibia,ナミビア
attentively,注意深く
hittites,ヒッタイト人
aldous,アルダス
hsiang,シャン
goldfinger,ゴールドフィンガー
sanctify,聖別する
alcazar,アルカサル
preclude,排除する
woon,ウーン
trumped-up,でっち上げられた
yai,ヤイ
gomer,ゴマー
menelaus,メネラオス
sundar,スンダル
platters,大皿
protections,保護
guna,グナ
faltering,よろめく
kayaking,カヤック
radiates,放射する
implacable,容赦ない
theologians,神学者
minstrels,吟遊詩人
transcontinental,大陸横断
halvorsen,ハルヴォルセン
open-and-shut,オープンでクローズ
exclusivity,独占性
atheism,無神論
incensed,激怒した
bewildering,当惑させる
buoyant,浮力のある
biodiversity,生物多様性
kp,kp
mean-spirited,意地悪な
zorba,ゾルバ
bushels,ブッシェル
adjuster,アジャスター
goodfellow,グッドフェロー
jitterbug,ジッタバグ
rotors,ローター
schuster,シュスター
pyramus,ピラモス
archdeacon,大執事
lucilla,ルシラ
manfredi,マンフレディ
bluster,威勢のいい男
avalanches,雪崩
divas,歌姫たち
polonium,ポロニウム
dishonourable,不名誉な
braggart,天狗
consummation,完成
brunel,ブルネル
lene,レーン
well-read,読書家
nickelodeon,ニコロデオン
twitches,ピクピクする
sasa,ササ
leviticus,レビ記
mcdonalds,マクドナルド
wintergreen,ウィンターグリーン
subcutaneous,皮下
muzzy,ぼやけている
philandering,浮気
littlejohn,リトルジョン
haj,ハッジ
tamarind,タマリンド
vag,ヴァギナ
vindication,正当化
hinkle,ヒンクル
grouper,ハタ
aggressiveness,攻撃性
civics,公民
knocker,ノッカー
lps,lps
dartmoor,ダートムーア
hepatic,肝臓
tobruk,トブルク
akatsuki,暁
shivaji,シヴァージー
magister,魔術師
smelting,製錬
homegirl,ホームガール
glean,拾い集める
self-centred,自己中心的
fuckups,失敗
junket,ジャンケット
thickest,最も厚い
ghoulish,不気味な
talky,おしゃべり
middlemen,仲介業者
interlock,インターロック
protracted,長期にわたる
irresponsibility,無責任
carjacked,カージャック
ped,ペッド
sprocket,スプロケット
hedy,ヘディ
stalwart,不屈の
immemorial,太古の昔
zohar,ゾハール
rab,ラブ
disregarding,無視する
strasser,ストラッサー
deliberating,熟考する
gazillion,数えきれないほど
pompoms,ポンポン
trilby,トリルビー
double-parked,二重駐車
flam,炎
bis,ビス
revels,歓喜する
ringed,輪になった
reprogramming,再プログラミング
sprints,短距離走
miny,ミニ
inadequacy,不十分さ
diminishes,減少する
edifice,建造物
joelle,ジョエル
wr,wr
hospitalization,入院
stubb,スタブ
doo-wop,ドゥーワップ
to-go,持ち帰り
santosh,サントシュ
sci,科学
piri,ピリ
azrael,アズラエル
mock-up,モックアップ
scribbles,落書き
nightingales,ナイチンゲール
gatling,ガトリング
unjustified,不当な
bivouac,ビバーク
unilateral,一方的な
mixers,ミキサー
reinventing,再発明する
spas,スパ
whiteness,白さ
mellowed,まろやかになった
nibs,ペン先
lockbox,ロックボックス
huai,淮
tariff,関税
gsa,gsa
wizardry,魔法
pukes,嘔吐する
unexploded,不発
insomniac,不眠症
arai,新井
cartouche,カルトゥーシュ
hard-pressed,窮地に立たされた
impassioned,情熱的な
bourbons,バーボン
instructs,指示する
benchmark,ベンチマーク
admirals,提督
astrophysicist,天体物理学者
keycard,キーカード
petrovic,ペトロヴィッチ
medial,内側
nyc,ニューヨーク
veracity,真実性
test-drive,試乗する
cryer,叫び屋
sloping,傾斜
churro,チュロス
etch,エッチング
accredited,認定された
mcluhan,マクルーハン
megalomaniac,誇大妄想狂
rectified,修正済み
stationmaster,駅長
commences,開始する
angler,釣り人
bormann,ボルマン
edgardo,エドガルド
pummel,殴打
tonight,今夜
loyally,忠実に
expended,消費した
eighty-six,86
multitudes,多数
doncaster,ドンカスター
igniting,点火する
ormond,オーモンド
malena,マレナ
fallopian,卵管
gaya,ガヤ
kneels,ひざまずく
overcompensating,過剰補償
spreader,散布機
seeps,滲み出る
fending,防御
aether,エーテル
lenka,レンカ
teepee,ティピー
rane,レーン
rusting,錆びる
budweiser,バドワイザー
berenice,ベレニス
cygnus,はくちょう座
saxony,ザクセン
dp,dp
gravitation,重力
dalliance,戯れ
simulating,シミュレーション
feta,フェタ
egged,卵をはねられた
cleese,クリーズ
personable,人当たりが良い
brigand,山賊
repenting,悔い改める
skateboards,スケートボード
granddaughter,孫娘
redid,やり直しました
ducklings,アヒルの子
cloaks,マント
quarries,採石場
populate,人口を増やす
grata,グラタ
brightened,明るくした
unchain,鎖を解く
carthaginian,カルタゴの
secs,秒
ethos,倫理観
vicksburg,ビックスバーグ
inhibitors,阻害剤
themed,テーマ
wiccan,ウィッカ
frescoes,フレスコ画
dreadlocks,ドレッドヘア
suffragette,女性参政権運動家
deakins,ディーキンス
wingate,ウィンゲート
revved,エンジンをふかした
squirted,噴射した
obsessive-compulsive,強迫性障害
taper,テーパー
alpaca,アルパカ
hot-tempered,短気
artis,アーティスト
unfreeze,凍結解除
earshot,耳に届く範囲
coloreds,有色人種
mantua,マントヴァ
buffoons,道化師たち
schaefer,シェーファー
hecate,ヘカテ
pugsley,パグスリー
reenactment,再現
chilies,唐辛子
crystallized,結晶化した
ermine,オコジョ
vehemently,激しく
predisposition,素因
calibration,較正
mucked,汚した
basher,バッシャー
dato,ダト
carmelita,カーメリタ
