you,أنت
pent,بنت
boson,بوزون
molars,الأضراس
tunisian,تونسي
swenson,سوينسون
escapees,الهاربون
furlong,فلونج
run-through,التدريب العملي
nomi,نومي
balsamic,خل بلسمي
obsessively,بشكل قهري
elizabethan,العصر الإليزابيثي
eatery,مطعم
coexistence,التعايش
odors,الروائح
consultations,الاستشارات
grindstone,مجلخة
extorting,الابتزاز
blanked,فارغ
kahuna,كاهونا
lapland,لابلاند
evi,إيفي
joyner,جوينر
shish,شيش
pigalle,بيغال
komal,كومال
jacqui,جاكي
hippocratic,أبقراطي
repentant,نادم
overtaking,التجاوز
ministries,الوزارات
bruner,برونر
blunders,أخطاء
staffs,الموظفون
villanueva,فيلانويفا
reinforcing,تعزيز
weinberg,واينبرغ
ellington,إيلينغتون
bloomers,سراويل داخلية واسعة
coped,تأقلم
deadbeats,المتهربون من المسؤولية
tierra,تييرا
affiliate,برنامج التسويق بالعمولة
segal,سيغال
olfactory,شمي
baubles,حُليٌّ
clunking,صوت طقطقة
troth,وعد
victorians,الفيكتوريون
rethinking,إعادة التفكير
awa,أوا
ane,ane
everyman,كل إنسان
evokes,يستحضر
pert,بيرت
chacha,تشاتشا
legless,بلا أرجل
denomination,فئة
dishing,تقديم الطعام
katsu,كاتسو
guerra,غيرا
xenon,زينون
kamakura,كاماكورا
fireproof,مقاوم للحريق
hypotheses,الفرضيات
goy,غوي
decimate,إبادة
uzbekistan,أوزبكستان
virg,عذراء
persson,بيرسون
narrated,روا
albion,ألبيون
roos,الكنغر
trumbo,ترومبو
nazca,نازكا
macadamia,المكاديميا
inder,إندر
broner,برونر
gisela,جيزيلا
heloise,هيلويز
valli,فالي
rosette,وردة
haggerty,هاجرتي
swirls,دوامات
abaddon,أبادون
northeastern,شمال شرق
rutland,روتلاند
chock,الساندة
allegory,الرمزية
khe,خي
miscarried,إجهاض
boxcar,عربة شحن
qiang,تشيانغ
subversion,تخريب
moderates,المعتدلين
backfiring,ارتداد عكسي
coiled,ملفوف
hibernate,السبات
wilful,متعمد
pimped,مُزيّن
wincing,متألم
frilly,زخرفي
vagabonds,المتشردون
bonham,بونهام
flossing,تنظيف الأسنان
duk,دوك
wou,وُو
climates,المناخات
rewire,إعادة توصيل الأسلاك
staph,المكورات العنقودية
twats,أغبياء
squirrelly,سنجابي
mods,تعديلات
straying,الشرود
neve,نيف
okubo,أوكوبو
reactivated,تمت إعادة تنشيطها
mercier,ميرسييه
soul-searching,البحث عن الذات
beget,ينجب
pillock,أبله
blowback,ردود الفعل العنيفة
tatsumi,تاتسومي
pitbull,بيتبول
boi,يا فتى
rahman,رحمان
crazily,بجنون
corroborating,تأكيد
escalante,إسكالانتي
chrysanthemums,الأقحوان
birgitta,بيرجيتا
aardvark,آكل النمل
livy,ليفي
conspirator,متآمر
putney,بوتني
duplex,دوبلكس
dinar,دينار
cock-a-doodle-doo,صياح الديك
donates,يتبرع
nygma,نيغما
domineering,متسلط
grated,مبشور
nessie,نيسي
cameroon,الكاميرون
galoshes,أحذية مطاطية
salesperson,بائع
clamour,صخب
lansky,لانسكي
hoo-ha,هو-ها
toe-to-toe,وجهاً لوجه
claro,كلارو
demure,رزين
hic,هيك
complacency,الرضا عن النفس
serafina,سيرافينا
discharges,عمليات التفريغ
foundling,اللقيط
kinsmen,الأقارب
torre,برج
pounced,انقض
sidearm,سلاح جانبي
nickers,سراويل داخلية
jangles,رنين
chirac,شيراك
numbskull,أحمق
upstage,خلف المسرح
boorish,غير مثقف
mcavoy,مكافوي
operetta,أوبريت
hannigan,هانيجان
piti,بيتي
extrapolate,استقراء
pollyanna,سعيد
smarty-pants,ذكي
recollections,ذكريات
skillfully,بمهارة
iad,iad
stimulants,المنشطات
hot-blooded,ذو دم حار
blonds,الشقراوات
chon,تشون
spacesuit,بدلة الفضاء
evangeline,إيفانجلين
plumage,ريش
karloff,كارلوف
coombs,كومبس
torpedoed,تم تفجيرها بطوربيد
classifieds,الإعلانات المبوبة
tm,™
battlements,الأسوار
zambia,زامبيا
loeb,لوب
coconspirator,شريك في المؤامرة
uncomfortably,بشكل غير مريح
porpoise,خنزير البحر
akers,صانعو
bookmark,إشارة مرجعية
rajah,راجا
democratically,ديمقراطياً
berto,بيرتو
ramming,الاصطدام
romanov,رومانوف
vamoose,فاموس
tint,لون
lateness,تأخر
expedited,خدمة سريعة
avian,الطيور
esa,إيسا
hindering,عرقلة
obstetrics,طب التوليد
nationalities,الجنسية
ruslan,روسلان
athelstan,أثيلستان
scopes,نطاقات
thinly,رقيق
kon,كون
unstuck,فاشل
obstinacy,عناد
pardner,شريك
balaji,بالاجي
tmi,معلومات كثيرة جدًا
karzai,كارزاي
vero,الوجه الخلفي
intercontinental,عابر للقارات
cashews,الكاجو
magee,ماجي
sniggering,يضحكون
pjs,بيجامات
gwendolen,جويندولين
incharge,المسؤول
weariness,ضجر
importer,المستورد
dispensed,تم صرفها
wholesaler,تاجر جملة
crumpets,كعكات الكرامبيت
dislodged,انزاح
pontoon,عوامة
stubbornly,بعناد
tiffin,تيفين
curlers,لاعبي الكيرلنج
rawr,زئير
palatable,مستساغ
crackerjack,كراكرجاك
diction,المفردات
pessimism,تشاؤم
nonsmoking,ممنوع التدخين
coastguard,خفر السواحل
stockholder,مساهم
ikari,إيكاري
superbly,بشكل رائع
whet,شحذ
ravages,الدمار
amritsar,ميرتسار
benning,بينينج
coimbatore,كويمباتور
belfry,برج الجرس
aiken,أيكن
vala,فالا
compounded,مركب
cait,كايت
burnham,بورنهام
demolishing,الهدم
pixies,الجنيات
baldness,الصلع
keister,كيستر
gallipoli,غاليبوليس
worcester,ووستر
jano,جانو
carrera,كاريرا
stamper,طابع
glassy,زجاجي
wiretaps,التنصت على المكالمات الهاتفية
saraswati,ساراسواتي
myrrh,المر
kr,كر
interpersonal,العلاقات الشخصية
pitts,بيتس
alder,ألدر
fast-track,المسار السريع
carted,عربة
widened,اتسع
shushes,ششش
nosh,وجبة خفيفة
slashes,خطوط مائلة
favorably,إيجابياً
advancements,التطورات
ree,ري
codfish,سمك القد
vaclav,فاكلاف
impressionists,الانطباعيون
fournier,فورنييه
artistes,فنانون
humdrum,رتابة
dyeing,صباغة
come-on,تعال
telenovela,مسلسل تلفزيوني
trill,زغردة
topography,التضاريس
dolph,دولف
logistic,الخدمات اللوجستية
nob,مقبض
eugenie,يوجيني
dunked,تم غمره
lamest,أضعف
overcomes,يتغلب
fornicate,الزنا
self-indulgent,متساهل مع الذات
retracted,تم سحبها
bacardi,باكاردي
rubicon,روبيكون
dishonoured,مُهان
leukaemia,سرطان الدم
headboard,لوح رأس السرير
leotard,زي رياضي
off-guard,غير متوقع
lady-in-waiting,وصيفة
nonfat,خالي الدسم
uniqueness,التفرد
gaseous,غازي
lexicon,معجم
zippo,ولاعة زيبو
stilton,ستيلتون
chika,تشيكا
genteel,مهذب
chatterjee,تشاتيرجي
pringles,برينجلز
franklyn,فرانكلين
juve,يوف
liners,بطانات
kagawa,كاغاوا
seuss,سوس
chub,ممتلئ الجسم
alda,ألدا
finns,الفنلنديون
covertly,سراً
earthworm,دودة الأرض
remit,تحويل الأموال
ill-advised,غير حكيم
storeys,طوابق
transpose,ترجمة
coriander,كسبرة
morrigan,موريجان
migratory,هجرة
allocation,توزيع
alternator,مولد التيار المتردد
cessna,سيسنا
barbers,الحلاقون
ivs,ivs
buda,بودا
teeny-weeny,صغير جدًا
icicles,جليد متدلي
ornate,مزخرف
navin,نافين
flippant,وقح
conley,كونلي
paramour,عشيق
ferrante,فيرانتي
fracturing,التكسير
blacking,طلاء أسود
bootlegger,مهرب خمور
ys,نعم
ichigo,إيتشيغو
wwe,دبليو دبليو إي
transcendental,متسامي
out-of-control,خارج عن السيطرة
consumerism,النزعة الاستهلاكية
monorail,المونوريل
mochizuki,موتشيزوكي
rants,خطابات غاضبة
humerus,عظم العضد
saeed,سعيد
hotchkiss,هوتشكيس
sundaes,آيس كريم صنداي
conquistadors,الغزاة الإسبان
geographically,جغرافيا
meagre,هزيل
taxidermy,التحنيط
fishbowl,حوض السمك
cannery,مصنع تعليب
nel,نيل
detonating,تفجير
sura,سورة
aspired,طموح
objectionable,أمر مرفوض
commendations,شهادات تقدير
mentalist,قارئ أفكار
ice-skating,التزلج على الجليد
rejuvenation,تجديد
gassing,التسمم بالغاز
bic,bic
sunroof,فتحة سقف
simian,قردي
liszt,ليست
millard,ميلارد
confrontations,المواجهات
grandstand,المدرج الرئيسي
mongrels,كلاب هجينة
paupers,الفقراء
charters,المواثيق
replaceable,قابلة للاستبدال
hotheaded,عجول
cherbourg,شيربورغ
styled,مصمم
parkes,الحدائق
boggle,لغز
waterway,ممر مائي
courtside,جانب الملعب
kiko,كيكو
sweetwater,سويت ووتر
dunston,دانستون
videotaping,تصوير الفيديو
rankings,التصنيفات
defame,التشهير
introductory,استهلالي
sourdough,العجين المخمر
injector,حاقن الوقود
midfield,خط الوسط
scabby,الأجرب
mifune,ميفوني
boobie,ثدي
witt,ويت
pylon,عمود
tidbit,طعام شهي
propellant,مادة دافعة
ayumi,أيومي
advocacy,المناصرة
robie,روبي
baloo,بالو
unearthly,غير أرضي
tiber,نهر التيبر
zuckerberg,زوكربيرج
gratis,مجاناً
madi,مادي
adachi,أداتشي
oberon,أوبرون
rel,rel
on-air,على الهواء
hairdryer,مجفف شعر
sledding,التزلج على الجليد
long-awaited,طال انتظاره
name-calling,التنابز بالألقاب
eras,العصور
chuffed,سعيد
exterminating,إبادة
oma,أوما
bunga,بونغا
lundgren,لوندغرين
strongman,الرجل القوي
extinguishers,طفايات الحريق
uch,كثير
detestable,مقيت
ambo,سيارة إسعاف
durban,ديربان
rosamund,روزاموند
splintered,متشظي
telemachus,تيليماخوس
miffed,مستاء
flatfoot,القدم المسطحة
ripen,ينضج
modicum,قليل
askew,منحرف
crouched,انحنى
ascertained,تم التأكد
ooty,أوتي
snowboard,التزلج على الجليد
hindered,معوق
kkk,ككك
damsels,الفتيات
dongs,الكلاب
skimp,بخِل
hoh,هوه
reva,ريفا
materialism,المادية
rivas,ريفاس
chapped,متشقق
adulterous,زنا
conferred,مُنِح
unsigned,غير موقع
itsy-bitsy,صغير جدًا
judgements,الأحكام
bebo,بيبو
someones,شخص ما
convoluted,معقد
interject,يقاطع
carbohydrates,الكربوهيدرات
catchers,الماسك
grimace,كشر
josefina,جوزفينا
tetsuya,تيتسويا
awakes,يستيقظ
workouts,تمارين رياضية
defection,الانشقاق
wenches,العاهرات
whisker,شارب
bihar,بيهار
phalanx,كتيبة
upholding,دعم
nori,نوري
artisans,الحرفيين
awning,مظلة
strobe,وميض
fifty-two,اثنان وخمسون
consecrate,تكريس
assimilation,الاستيعاب
godliness,التقوى
roughest,الأقسى
chaperoning,مرافقة
stillwell,ستيلويل
brr,بررر
malleable,طيع
apropos,مناسب
syl,سيل
feeders,مغذيات
projectiles,المقذوفات
soybeans,فول الصويا
off-putting,منفر
immobilized,مُحَيَّد
arias,أرياس
avignon,أفينيون
cuddled,احتضن
arkwright,أركرايت
corrosion,تآكل
sulky,عابس
immigrated,مهاجر
basel,بازل
genus,جنس
cuttings,قصاصات
godown,مستودع
koda,كودا
whitlock,ويتلوك
birdhouse,بيت الطيور
blitzkrieg,الحرب الخاطفة
harish,هاريش
autobiographical,سيرة ذاتية
screenings,العروض
laughlin,لافلين
erna,إرنا
ferries,العبّارات
login,تسجيل الدخول
bulkheads,الحواجز
highball,خمرة
lightyear,السنة الضوئية
philippa,فيليبا
essen,إيسن
valery,فاليري
durian,فاكهة الدوريان
substituting,استبدال
urologist,طبيب المسالك البولية
animate,تحريك
half-cocked,نصف جاهز
vue,فيو
lele,ليلي
appellate,محكمة الاستئناف
monastic,الرهبان
parthenon,البارثينون
kidman,كيدمان
misjudge,أخطأ في التقدير
sadiq,صادق
samosas,السمبوسة
slowpoke,بطيء
silica,السيليكا
shaina,شاينا
tableau,لوحة
politic,السياسة
rodrigues,رودريغز
islamabad,إسلام آباد
oxytocin,الأوكسيتوسين
full-size,الحجم الكامل
suckle,الرضاعة
eurovision,مسابقة الأغنية الأوروبية
slobber,لعاب
duchy,دوقية
overcrowding,اكتظاظ
borgias,آل بورجيا
haram,حرام
orchestrate,نسق
marrakech,مراكش
kitto,كيتو
tucks,ثنيات
facet,وجه
tans,سمرة
adder,أفعى
sind,سيند
biographer,كاتب سيرة ذاتية
yoni,يوني
streetlight,عمود إنارة الشارع
fermin,فيرمين
hardcastle,هاردكاسل
hijacker,خاطف الطائرة
chinchilla,الشنشيلة
shadowed,مُغطى
equatorial,خط الاستواء
scullery,حجرة غسل الاطباق
valerian,نبتة الفاليريان
borman,بورمان
vermillion,قرمزي
ler,لير
navidad,نافيداد
baggie,كيس صغير
estela,إستيلا
umi,أومي
sayers,يقول
unequivocally,بشكل قاطع
flinging,قذف
dramatics,الدراما
lacerated,ممزق
sainsbury,سينسبري
